,parent_event_id,main_event,sub_events,Event_ID_decimal,Event_Type,Main_Event,Source,Event_Name,UUID,GID(s),level,Location,Hazard,Start_Year,Start_Month,Start_Day,End_Year,End_Month,End_Day,Injured_Min,Injured_Max,Deaths_Min,Deaths_Max,Displaced_Min,Displaced_Max,Homelessness_Min,Homelessness_Max,Affected_Min,Affected_Max,Buildings_Damaged_Min,Buildings_Damaged_Max,Insured_Damage_Min,Insured_Damage_Max,Insured_Damage_Unit,Insured_Damage_Inflation_Adjusted,Insured_Damage_Inflation_Adjusted_Year,Damage_Min,Damage_Max,Damage_Unit,Damage_Inflation_Adjusted,Damage_Inflation_Adjusted_Year
22,1,,[],1.22,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,A78kHgF,['ITA'],sub,['Italy'],[''],2021,7,12,2021,7,25,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,1,,[],1.23,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,Njt3wcD,['ITA.20_1'],sub,['Veneto&Italy'],[''],2021,7,14,2021,7,14,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,1,,[],1.24,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,d3r2D5W,['NLD.7.43_1'],sub,['Valkenburg aan de Geul&the Netherlands'],[''],2021,7,12,2021,7,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2300,2300,700,700,NULL,NULL,NULL,NULL,NULL,400000000,400000000,EUR,No,NULL
25,1,,[],1.25,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,V6f3ucZ,"['NLD.7_1,NLD.7.44_2']",sub,"['Venlo&Limburg&the Netherlands', 'Belfeld&Limburg&the Netherlands', 'Steyl&Venlo&Limburg&the Netherlands', 'Arcen&Limburg&the Netherlands']",[''],2021,7,16,2021,7,16,NULL,NULL,NULL,NULL,10000,10000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,1,,[],1.26,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,NsyvBDP,['NLD.7.44_2'],sub,['Venlo&the Netherlands'],[''],2021,7,16,2021,7,16,NULL,NULL,NULL,NULL,240,240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27,1,,[],1.27,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,NnbR5yS,['NLD.3.5_1'],sub,['De Westereen&the Netherlands'],[''],2021,7,25,2021,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,1,,[],1.28,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,wMQZcqS,['HRV.11.25_1'],sub,['Našice&Slavonia&Croatia'],[''],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,1,,[],1.29,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,2NryQQk,['HRV.19.30_1'],sub,['Županja&Slavonia&Croatia'],[''],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,1,,[],1.30,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,N4Yj7ia,['HRV.2.12_1'],sub,['Nova Gradiška&Slavonia&Croatia'],[''],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,1,,[],1.31,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,GhE75c3,['HRV.11.26_1'],sub,['Osijek&Slavonia&Croatia'],[''],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,1,,[],1.32,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,TuQWdxN,['FRA.2.4.3.2.3_1'],sub,['Châtel-de-Joux&Jura&France'],[''],2021,7,12,2021,7,16,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,1,,[],1.33,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,4xuNjeB,['FRA.6.10.3.3.8_1'],sub,['Plainfaing&Vosges&France'],[''],2021,7,12,2021,7,16,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,1,,[],1.34,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,MdJzrsa,['FRA.2.4.2.20.10_1'],sub,['Le Fied&Jura&France'],[''],2021,7,12,2021,7,16,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,1,,[],1.35,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,4jZjbP6,['FRA.6.7.1.7.20_1'],sub,['Villers-la-Chèvre&Meurthe-et-Moselle&France'],[''],2021,7,12,2021,7,16,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,1,,[],1.36,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,uodaT6M,['ROU'],sub,['Romania'],[''],2021,7,12,2021,7,25,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,1,,[],1.37,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,beHj7Ey,['ROU.1_1'],sub,['Alba County&Romania'],[''],2021,7,15,2021,7,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,1,,[],1.38,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,MVcrTN9,['ROU.1.46_1'],sub,['Ocoliș&Romania'],[''],2021,7,15,2021,7,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,1,,[],1.39,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,MextN6e,"['ROU.34_1,ROU.24_1']",sub,"['Satu Mare&Romania', 'Iași&Romania']",[''],2021,7,15,2021,7,20,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,1,,[],1.40,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,dPaRoSC,['ROU.14.27_1'],sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1,,[],1.41,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,i8hGuAF,['DEU.10.40.5.1_1'],sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1,,[],1.42,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,rVtbXdH,['CZE.6.1_1'],sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1,,[],1.43,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,ZGrL6vg,"['LUX.2.1.5.1_1,LUX.2.1.9.1_1']",sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,,[],1.44,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,hv8Fd4Z,['LUX.2.1.9.1_1'],sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,,[],1.45,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,EYHqbRW,['CHE'],sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1,,[],1.46,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,MWyihGi,['GBR'],sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1,,[],1.47,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,y3A7ng3,['GBR.1.36.19_1'],sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,,[],1.48,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,4yEvdjC,"['GBR.1.36.28.2_1,GBR.1.36.21.4_1,GBR.1.36.11.8_1,GBR.1.36.26.19_1']",sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,43,,[],43.01,Single,Tornado,https://en.wikipedia.org/wiki?curid=38322978,November 2005 Central United States Tornado Outbreak,Uo4aedu,['USA.4_1'],sub,['Arkansas&the US'],[''],2005,11,27,2005,11,28,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,43,,[],43.02,Single,Tornado,https://en.wikipedia.org/wiki?curid=38322978,November 2005 Central United States Tornado Outbreak,ocgmgth,['USA.26_1'],sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,44,,[],44.01,Multi,Tornado,https://en.wikipedia.org/wiki?curid=63743200,"Tornado outbreak of April 21–23, 2020",eee2baV,['USA.37.45_1'],sub,"['Madill&Oklahoma&the US', 'Onalaska&Texas&the US']",[''],2020,4,20,2020,4,20,24,108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,45,,[],45.01,Multi,Tornado,https://en.wikipedia.org/wiki?curid=63743200,"April 22, 2020, Onalaska-Seven Oaks Tornado",4rgSB5t,[''],sub,['rural areas of Polk County&Polk County&Texas&the US'],[''],2020,4,20,2020,4,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,45,,[],45.02,Multi,Tornado,https://en.wikipedia.org/wiki?curid=63743200,"April 22, 2020, Onalaska-Seven Oaks Tornado",JJmjgxs,[''],sub,['Seven Oaks&Polk County&Texas&the US'],[''],2020,4,20,2020,4,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,47,,[],47.01,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=5589427,Tropical Cyclone Steve,pVYGfFf,"['AUS.7_1,AUS.7.13_1,']",sub,['Queensland&Australia'],[''],2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,
70,47,,[],47.02,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=5589427,Tropical Cyclone Steve,BeP8V3Y,['AUS.6_1'],sub,['Queensland&Australia'],[''],2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,
71,47,,[],47.03,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=5589427,Tropical Cyclone Steve,SGpNtpZ,['AUS.11_1'],sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,52,,[],52.01,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,PUnGhAm,['IND.11_1'],sub,['coastal Gujarat&India'],[''],2019,6,12,2019,6,12,NULL,NULL,NULL,NULL,300000,300000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,52,,[],52.02,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,LLNx73M,['IND.9.2_1'],sub,['Diu&India'],[''],2019,6,12,2019,6,13,NULL,NULL,NULL,NULL,10000,10000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,52,,[],52.03,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,7Vo56xa,['IND.16.12_1'],sub,"['Ullal&India', 'Gujarat&India']",[''],2019,6,12,2019,6,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,52,,[],52.04,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,RQAvnHM,['IND.11.25.2_1'],sub,['Porbandar&Gujarat&India'],[''],2019,6,12,2019,6,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,10000000,10000000,INR,No,NULL
81,52,,[],52.05,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,5sTv2zP,['IND.11_1'],sub,['southern Gujarat&India'],[''],2019,6,12,2019,6,13,NULL,NULL,6,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,52,,[],52.06,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,5CpKSLN,['IND.20.17_1'],sub,['Mumbai&India'],[''],2019,6,12,2019,6,12,7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,52,,[],52.07,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,ZTre3ug,['IND.25.1.1_1'],sub,['Churchgate railway station&Mumbai&India'],[''],2019,6,12,2019,6,12,2,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,52,,[],52.08,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,ainGNEP,['IND.11.13.3_1'],sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,52,,[],52.09,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,nVGhebz,"['OMN.2_1,OMN.7_1']",sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,52,,[],52.10,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,dz7JBzZ,['PAK'],sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,54,,[],54.01,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Cyclone_Monica,Cyclone Monica   ,9VMfSSa,['AUS.6_1'],sub,['Northern Territory&Australia'],[''],2006,4,26,2006,4,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,54,,[],54.02,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Cyclone_Monica,Cyclone Monica   ,bJsWKaP,['AUS.7_1'],sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,55,,[],55.01,Single,Wildfire,https://en.wikipedia.org/wiki/Electra_Fire_(2022),Electra Fire (2022)   ,g2FPyzn,['USA.5.3_1'],sub,['Amador County&California&US'],[''],2022,7,4,2022,7,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,55,,[],55.02,Single,Wildfire,https://en.wikipedia.org/wiki/Electra_Fire_(2022),Electra Fire (2022)   ,JDWFUAj,['USA.5.5_1'],sub,['Calaveras County&California&US'],[''],2022,7,4,2022,7,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300,400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,56,,[],56.01,Single,Extratropical Storm/Cyclone,https://en.wikipedia.org/wiki/2008_Queensland_storms,2008 Queensland storms   ,PjVaLjY,"['AUS.7.8_1,AUS.7.44_1']",sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,56,,[],56.02,Single,Extratropical Storm/Cyclone,https://en.wikipedia.org/wiki/2008_Queensland_storms,2008 Queensland storms   ,2q2teq5,['AUS.7.8_1'],sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,56,,[],56.03,Single,Extratropical Storm/Cyclone,https://en.wikipedia.org/wiki/2008_Queensland_storms,2008 Queensland storms   ,JCcd2Yu,['AUS.7.16_1'],sub,[''],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,57,,[],57.01,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Typhoon_Sepat,Typhoon Sepat   ,YcQ3xTZ,['PHL.47.6_1'],sub,['Manila&Metropilitan Manila&Philippines'],[''],2007,8,15,2007,8,17,NULL,NULL,3,4,100,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1140000000,1140000000,TWD,No,NULL
100,57,,[],57.02,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Typhoon_Sepat,Typhoon Sepat   ,aYepHK6,['TWN'],sub,['Taiwan'],[''],2007,8,15,2007,8,15,NULL,NULL,1,1,1000,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
