,parent_event_id,main_event,sub_events,Event_ID_decimal,Event_Type,Main_Event,Source,Event_Name,UUID,GID(s),level,Location,Hazard,Start_Year,Start_Month,Start_Day,End_Year,End_Month,End_Day,Injured_Min,Injured_Max,Deaths_Min,Deaths_Max,Displaced_Min,Displaced_Max,Homelessness_Min,Homelessness_Max,Affected_Min,Affected_Max,Buildings_Damaged_Min,Buildings_Damaged_Max,Insured_Damage_Min,Insured_Damage_Max,Insured_Damage_Unit,Insured_Damage_Inflation_Adjusted,Insured_Damage_Inflation_Adjusted_Year,Damage_Min,Damage_Max,Damage_Unit,Damage_Inflation_Adjusted,Damage_Inflation_Adjusted_Year
88,54,,[],54.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Cyclone_Monica,Cyclone Monica   ,J2NnGaK,"['PNG,AUS']",main,"['\xa0Papua New Guinea', 'Queensland&Australia', 'Northern Territory&Australia']","['Wind', 'Flood']",2006,4,16,2006,4,28,0,0,0,0,337,337,NULL,NULL,NULL,NULL,12,12,5000000,5000000,AUD,NULL,NULL,5100000,5100000,USD,No,NULL
91,55,,[],55.00,Single,Wildfire,https://en.wikipedia.org/wiki/Electra_Fire_(2022),Electra Fire (2022)   ,dJjA86C,['USA.5_1'],main,"['\xa0Mokelumne Hill&Calaveras County&California&United States', 'Amador County&California&United States', 'Calaveras\xa0County&California&United States']",['Wildfire'],2022,7,4,2022,7,28,1,1,0,0,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,56,,[],56.00,Single,Extratropical Storm/Cyclone,https://en.wikipedia.org/wiki/2008_Queensland_storms,2008 Queensland storms   ,DAoBZQR,['AUS.7_1'],main,['\xa0South East Queensland&Australia'],"['Wind', 'Flood', 'Hail']",2008,11,16,2008,11,20,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95000000,95000000,AUD,No,NULL,500000000,500000000,AUD,No,NULL
98,57,,[],57.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Typhoon_Sepat,Typhoon Sepat   ,BL95p8A,"['PHL,TWN,CHN']",main,"['Philippines', 'Taiwan', 'Fujian&China']","['Wind', 'Flood']",2007,8,12,2007,8,24,NULL,NULL,44,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,692000000,692000000,USD,No,NULL,693000000,693000000,USD,No,NULL
105,58,,[],58.00,Single,Extreme Temperature,https://en.wikipedia.org/wiki/2021_Western_North_America_heat_wave,2021 Western North America heat wave   ,oAeGJCt,"['G-WNA,USA,CAN']",main,"[' Central California &California&the US', 'Southern California&California&the US', 'Northern California&California&the US', 'Idaho&the US', 'Western Nevada&Nevada&the US', 'Oregon&the US', 'State of Washington&the US', 'Northwestern Nevada&Nevada&the US', 'Southern Nevada&Nevada&the US', 'Montana&the US', 'British Columbia&Canada', 'Alberta&Canada', 'Manitoba&Canada', 'the\xa0Northwest Territory&Canada', 'Saskatchewan&Canada', 'Yukon&Canada']",['Heatwave'],2021,6,25,2021,7,7,NULL,NULL,914,1400,600,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8900000000,8900000000,USD,No,NULL
116,59,,[],59.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Hurricane_Ophelia_(2005),Hurricane Ophelia (2005)   ,ijHoRaY,"['USA,BHS,CAN']",main,"['Florida&the United States', 'Massachusetts&the United States', 'South Carolina&the United States', 'Bahamas', 'Atlantic Canada&Canada']","['Wind', 'Flood']",2005,9,6,2005,9,23,NULL,NULL,3,3,NULL,NULL,NULL,NULL,NULL,NULL,1500,1500,35000000,35000000,USD,No,NULL,70000000,70000000,USD,No,NULL
131,60,,[],60.00,Single,Flood,https://en.wikipedia.org/wiki/2017_West_Bengal_floods,2017 West Bengal floods   ,zKydR9Y,"['IND.36_1,IND.15_1']",main,"['West Bengal&India', 'Jharkhand&India']",['Flood'],2017,7,1,2017,8,30,NULL,NULL,152,153,NULL,NULL,NULL,NULL,2700000,2700000,52229,52229,NULL,NULL,NULL,NULL,NULL,14000,14000,INR,NO,NULL
138,61,,[],61.00,Single,Extreme Temperature,https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,Ha9Kz2i,"['AND,AUT,BEL,HRV,DNK,FIN,FRA,DEU,GRC,HUN,IRL,ITA,LUX,MLT,NLD,NOR,POL,PRT,SMR,SRB,SVK,SVN,ESP,SWE,CHE,GBR,VAT']",main,"['Andorra', 'Austria', 'Belgium', 'Croatia', 'Denmark', 'France', 'Germany', 'Hungary', 'Ireland', 'Italy', 'Luxembourg', 'Netherlands', 'Norway', 'Poland', 'Portugal', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Switzerland', 'the UK']",['Heatwave'],2022,6,10,2022,9,12,NULL,NULL,10000,30000,NULL,NULL,NULL,NULL,NULL,NULL,30,30,NULL,NULL,NULL,NULL,NULL,19000000000,19000000000,EUR,NO,NULL
201,62,,[],62.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,n9ufxMz,"['MEX.31_1,CUB,USA,CAN,ISL,G-BI,IRL,GBR']",main,"['Yucatán Peninsula&Mexico', 'Cuba', 'Florida Panhandle&Florida&the US', 'Georgia&the US', 'North Carolina&the US', 'Virginia&the US', 'Maryland&the US', 'New York&the US', 'Pennsylvania&the United States', 'Atlantic Canada&Canada', 'Iceland', 'Ireland', 'United Kingdom']","['Wind', 'Flood']",1972,6,14,1972,7,6,NULL,NULL,128,128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2100000000,2100000000,USD,No,NULL
240,63,,[],63.00,Single,Tornado,https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes Tornado Outbreak,dkLKmfv,['USA.10_1'],main,['Florida&the US'],['Wind'],1972,6,19,1972,6,20,NULL,NULL,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4500000,4500000,USD,No,NULL
248,64,,[],64.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Typhoon_Alex_(1987),Typhoon Alex (1987)   ,GFTnaTR,"['CHN,TWN,KOR']",main,"['Zhejiang&China', 'Taiwan', 'South Korea']","['Wind', 'Flood']",1987,7,21,1987,8,2,NULL,NULL,126,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1800000,1800000,USD,No,NULL
256,65,,[],65.00,Single,Tornado,https://en.wikipedia.org/wiki/Typhoon_Alex_(1987),Typhoon Alex-Spawned Tornado,Yt5P9DS,['CHN.24.1_1'],main,['Shanghai&China'],['Wind'],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
257,66,,[],66.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Tropical_Storm_Ampil,Tropical Storm Ampil   ,Fng84R9,"['JPN,CHN']",main,"['Ryukyu Islands&Japan', 'Shanghai&China', ' Jiangsu&China', ' Zhejiang&China']","['Wind', 'Flood']",2018,7,17,2018,7,26,NULL,NULL,1,1,NULL,NULL,NULL,NULL,2349000,2349000,7200,7200,NULL,NULL,NULL,NULL,NULL,246000000,246000000,USD,No,NULL
264,68,,[],68.00,Single,Wildfire,https://en.wikipedia.org/wiki/Dome_Fire_(2020),Dome Fire (2020)   ,3EboSto,['USA.5.36_1'],main,['San Bernardino County&California&the United States'],['Wildfire'],2020,8,15,2020,8,24,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,6,6,NULL,NULL,NULL,NULL,NULL,2200000,2200000,USD,NO,NULL
265,69,,[],69.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Cyclone_Luban,Cyclone Luban   ,FrPr466,"['OMN,SOM,YEM']",main,"['Oman', 'Somalia', 'Yemen']","['Wind', 'Flood']",2018,10,6,2018,10,15,NULL,NULL,14,14,NULL,NULL,8000,8000,NULL,NULL,62,62,NULL,NULL,NULL,NULL,NULL,1000000000,1000000000,USD,No,NULL
270,70,,[],70.00,Single,Wildfire,https://en.wikipedia.org/wiki/Palmer_Fire,Palmer Fire   ,fXDt3Ct,['USA.5.33_1'],main,['Beaumont&California&the United States'],['Wildfire'],2017,9,2,2017,9,6,NULL,NULL,NULL,NULL,450,450,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
271,71,,[],71.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Tropical_Storm_Erika,Tropical Storm Erika   ,JFYF9jD,"['DMA,BHS,USA,FRA,DOM,HTI']",main,"['Antilles&Dominica', 'The Bahamas', 'Florida&the United States']","['Wind', 'Flood', 'Lighting']",2015,8,24,2015,9,3,NULL,NULL,35,35,NULL,NULL,574,574,NULL,NULL,NULL,NULL,6500000,6500000,EUR,No,NULL,511000000,511000000,USD,No,NULL
287,72,,[],72.00,Single,Flood,https://en.wikipedia.org/wiki/2008_South_China_floods,2008 South China floods   ,BfgdUyE,"['CHN.26_1,CHN.6_1,CHN.16_1,CHN.7_1,CHN.8_1,CHN.30_1,CHN.HKG']",main,"['Sichuan&China', 'Guangdong&China', 'Jiangxi&China', 'Guangxi&China', 'Guizhou&China', 'Yunnan&China', 'Hong Kong&China']",['Flood'],2008,5,26,2008,6,14,NULL,NULL,201,301,1300000,1300000,NULL,NULL,NULL,NULL,67000,67000,NULL,NULL,NULL,NULL,NULL,2200000000,2200000000,USD,NO,NULL
297,73,,[],73.00,Single,Wildfire,https://en.wikipedia.org/wiki/2003_Canberra_bushfires,2003 Canberra bushfires   ,fqmGyMH,['AUS.2_1'],main,['Canberra&Australian Capital Territory&Australia'],['Wildfire'],2003,1,8,2003,1,21,491,501,4,4,NULL,NULL,NULL,NULL,NULL,NULL,488,488,75000000,75000000,AUD,No,NULL,350000000,350000000,USD,NO,NULL
300,75,,[],75.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Typhoon_Olive_(1971),Typhoon Olive (1971)   ,9rZ2Np6,"['FSM,PLW,MNP,JPN.18_1,JPN.32_1,RUS.61_1,KOR,JAP,RUS.61.9_1']",main,"['Caroline Islands', 'Northern Mariana Islands&Mariana Islands', 'Ryukyu Islands&Japan', 'South Sakhalin&Russia', 'Korea', 'Kuril Islands&Russia\r\n']","['Wind', 'Flood']",1971,7,29,1971,8,10,NULL,NULL,90,90,NULL,NULL,NULL,NULL,NULL,NULL,2856,2856,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
307,77,,[],77.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Tropical_Storm_Delfina,Tropical Storm Delfina   ,WYG32Sv,"['MOZ,MWI']",main,"['Mozambique', 'Malawi']","['Wind', 'Flood']",2002,12,30,2003,1,1,NULL,NULL,54,54,22000,22000,NULL,NULL,133400,133400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3500000,3500000,USD,No,NULL
313,78,,[],78.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Tropical_Depression_Eight_(1981),Tropical Depression Eight (1981)   ,NjkT5cH,"['MEX,USA.44_1,USA.19_1']",main,"['Tamaulipas&Tampico&Mexico', 'Texas&the United States', 'Louisiana&the United States']","['Wind', 'Flood', 'Lighting']",1981,8,26,1981,8,29,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56200000,56200000,USD,No,NULL
341,79,,[],79.00,Single,Flood,https://en.wikipedia.org/wiki/2020_East_Africa_floods,2020 East Africa floods   ,yV6go8B,"['RWA,KEN,SOM,BDI,ETH,UGA,COD,DJI,TZA']",main,"['Rwanda', 'Kenya', 'Somalia', 'Burundi', 'Ethiopia', 'Uganda', 'Democratic Republic of Congo', 'Djibouti', 'Tanzania']",['Flood'],2020,3,1,2020,5,31,NULL,NULL,430,453,NULL,NULL,NULL,NULL,700000,700000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
376,80,,[],80.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Typhoon_Xangsane_(2000),Typhoon Xangsane (2000)   ,SMJ78mX,"['FSM,PLW,PHL,TWN,JPN']",main,"['Caroline Islands', 'Philippines', 'Taiwan', 'Japan']","['Wind', 'Flood']",2000,10,24,2000,11,2,NULL,NULL,187,187,NULL,NULL,NULL,NULL,NULL,NULL,100000,100000,NULL,NULL,NULL,NULL,NULL,527000000,527000000,USD,No,NULL
379,81,,[],81.00,Single,Flood,https://en.wikipedia.org/wiki/2019_Pune_flood,2019 Pune flood   ,vfrB8TV,['IND.20.26_1'],main,['Pune&India'],['Flood'],2019,9,25,2019,9,28,NULL,NULL,22,22,28000,28000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380,82,,[],82.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Tropical_Storm_Matthew_(2010),Tropical Storm Matthew (2010)   ,xfjpBwe,"['VEN,AR6-6,AR6-7,MEX,JAM']",main,"['Venezuela', 'Mexico', 'Jamaica', 'Haiti']","['Wind', 'Flood', 'Lighting']",2010,9,23,2010,9,28,NULL,NULL,NULL,NULL,300,300,NULL,NULL,NULL,NULL,300,300,NULL,NULL,NULL,NULL,NULL,171000000,171000000,USD,No,NULL
397,83,,[],83.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Typhoon_Dot_(1985),Typhoon Dot (1985)   ,TUD25eP,"['PHL,CHN.9_1,VNM']",main,"['Philippines', 'Hainan&China', 'Vietnam']","['Wind', 'Flood']",1985,10,13,1985,10,22,NULL,NULL,90,90,125000,125000,35000,35000,1000000,1000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105000000,105000000,USD,No,NULL
406,84,,[],84.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Typhoon_Phanfone_(2014),Typhoon Phanfone (2014)   ,u8fShN7,"['MNP,JPN,USA.2_1']",main,"['Mariana Islands', 'Japan', 'Alaska&the United States']","['Wind', 'Flood', 'Lighting']",2014,9,28,2014,10,12,NULL,NULL,11,11,NULL,NULL,NULL,NULL,NULL,NULL,1447,1447,NULL,NULL,NULL,NULL,NULL,100000000,100000000,USD,No,NULL
410,85,,[],85.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Tropical_Storm_Helene_(2000),Tropical Storm Helene (2000)   ,YRxWiqE,"['AR6-8,TTO,ATG,BRB,GRD,DMA,KNA,LCA,PRI,DOM,HTI,JAM,CUB,CUB.8_1,USA,CAN']",main,"['Lesser Antilles', 'Puerto Rico', 'Hispaniola', 'Jamaica', 'Cuba', 'Isle of Youth', 'the United States', 'Atlantic Canada&Canada']","['Wind', 'Flood']",2000,9,15,2000,9,25,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16000000,16000000,USD,No,NULL
421,86,,[],86.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Cyclone_Hollanda,Cyclone Hollanda   ,9WMH3o8,"['MUS,REU']",main,"['Mauritius', 'Réunion&France']","['Wind', 'Flood']",1994,2,6,1994,2,15,NULL,NULL,2,2,NULL,NULL,1500,1500,NULL,NULL,450,450,NULL,NULL,NULL,NULL,NULL,135000000,135000000,USD,No,NULL
2149,572,,[],572.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,July 1743 heatwave in China,FdwNzsz,['CHN'],main,['China'],['Heatwave'],1743,7,NULL,1743,7,NULL,NULL,NULL,11400,11400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2151,573,,[],573.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,July 1757 heatwave,oU4SKeQ,['Europe'],main,[''],['Heatwave'],1757,7,NULL,1757,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2152,574,,[],574.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1808 United Kingdom heat wave,pRiwYQu,['GBR'],main,['United Kingdom'],['Heatwave'],1808,NULL,NULL,1808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2153,575,,[],575.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1881 North American heat wave,iXYyTEs,['North America'],main,[''],['Heatwave'],1881,NULL,NULL,1881,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2154,576,,[],576.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1896 Eastern North America heat wave,Azhbgmy,['North America'],main,[''],['Heatwave'],1896,8,NULL,1896,8,NULL,NULL,NULL,1500,1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2155,577,,[],577.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1900 The week of fire,KYK7V3x,"['ARG.1_1,ARG.21.12_1']",main,['Argentina'],['Heatwave'],1900,2,1,1900,2,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2157,578,,[],578.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1901 eastern United States heat wave,TMygWbk,['USA'],main,['the United States'],['Heatwave'],1901,NULL,NULL,1901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2159,579,,[],579.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1906 United Kingdom heat wave,jmrWwzB,['GBR'],main,['the United Kingdom'],['Heatwave'],1906,8,NULL,1906,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2160,580,,[],580.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1911 Eastern North America heat wave,vKwbmZ4,"['AR6-5,G-ENA,USA']",main,['the United States'],['Heatwave'],1911,NULL,NULL,1911,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2162,581,,[],581.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1911 United Kingdom heat wave,WBMMQSM,['GBR'],main,['the United Kingdom'],['Heatwave'],1911,7,NULL,1911,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2163,582,,[],582.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1911 France heat wave,s2emgBG,['FRA'],main,['France'],['Heatwave'],1911,NULL,NULL,1911,NULL,NULL,NULL,NULL,41072,41072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2164,583,,[],583.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1913 California heat wave,Hhixwib,['USA.5_1'],main,['the United States'],['Heatwave'],1913,7,NULL,1913,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2166,584,,[],584.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves, July 1921 heat wave,aEkS7sw,"['CAN,USA,GBR']",main,"['Canada', 'the United States', 'the United Kingdom']",['Heatwave'],1921,NULL,NULL,1921,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2168,585,,[],585.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1923-1924,neacBPd,['AUS.11.46_1'],main,['Australia'],['Heatwave'],1923,10,31,1924,4,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
