,parent_event_id,main_event,sub_events,UUID,Event_ID_decimal,Event_Type,Main_Event,Hazard,Source,Event_Name,Location,GID(s),Start_Year,Start_Month,Start_Day,End_Year,End_Month,End_Day,Injured_Min,Injured_Max,Deaths_Min,Deaths_Max,Displaced_Min,Displaced_Max,Homelessness_Min,Homelessness_Max,Affected_Min,Affected_Max,Buildings_Damaged_Min,Buildings_Damaged_Max,Insured_Damage_Min,Insured_Damage_Max,Insured_Damage_Unit,Insured_Damage_Inflation_Adjusted,Insured_Damage_Inflation_Adjusted_Year,Damage_Min,Damage_Max,Damage_Units,Damage_Inflation_Adjusted,Damage_Inflation_Adjusted_Year
14,1,rNg32Uw,[],YKWDDMX,1.14,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Belgium'],['BEL'],2021,7,14,2021,7,25,NULL,NULL,43,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,1,rNg32Uw,[],T2TC6F2,1.15,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Dinant&Namur&Wallonie&Belgium'],['BEL.3.5.1.5_1'],2021,7,24,2021,7,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,1,rNg32Uw,[],dsAX9FF,1.16,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['city of Liège&Belgium'],['BEL.3.3.2.16_1'],2021,7,15,2021,7,15,NULL,NULL,NULL,NULL,100000,300000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17,1,rNg32Uw,[],fU6kZ9M,1.17,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Pepinster&Belgium'],['BEL.3.3.3.17_1'],2021,7,18,2021,7,18,NULL,NULL,23,23,NULL,NULL,NULL,NULL,NULL,NULL,20,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,1,rNg32Uw,[],afuzA6n,1.18,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Verviers&Wallonie&Belgium'],['BEL.3.3.3_1'],2021,7,12,2021,7,25,NULL,NULL,NULL,NULL,10001,20001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,1,rNg32Uw,[],KtUAvNA,1.19,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Tilff&Esneux&Wallonie&Belgium'],['BEL.3.3.2.10_1'],2021,7,12,2021,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,1,rNg32Uw,[],UV74dQf,1.20,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Austria'],['AUT'],2021,7,17,2021,7,17,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,1,rNg32Uw,[],CzzejoE,1.21,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,"['Saalbach-Hinterglemm&Salzburg&Austria', 'Hallein&Salzburg&Austria']","['AUT.5.6.18_2,AUT.5.1_2']",2021,7,17,2021,7,17,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,1,rNg32Uw,[],RdHKHPB,1.22,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Italy'],['ITA'],2021,7,12,2021,7,25,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,1,rNg32Uw,[],faWuniF,1.23,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Veneto&Italy'],['ITA.20_1'],2021,7,14,2021,7,14,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,1,rNg32Uw,[],VfxjtcT,1.24,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Valkenburg aan de Geul&the Netherlands'],['NLD.7.43_1'],2021,7,14,2021,7,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11500,11500,701,701,NULL,NULL,NULL,NULL,NULL,400000000,400000000,EUR,No,NULL
25,1,rNg32Uw,[],H8GCsdo,1.25,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,"['Limburg&the Netherlands', 'Venlo&Limburg&the Netherlands', 'Belfeld&Limburg&the Netherlands', 'Steyl&Venlo&Limburg&the Netherlands', 'Arcen&Limburg&the Netherlands']","['NLD.7_1,NLD.7.44_2']",2021,7,14,2021,7,21,NULL,NULL,NULL,NULL,10001,20001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,1,rNg32Uw,[],YoykdvV,1.26,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Venlo&the Netherlands'],['NLD.7.44_2'],2021,7,16,2021,7,21,NULL,NULL,NULL,NULL,240,240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27,1,rNg32Uw,[],8bRBznm,1.27,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['De Westereen&Dantumadeel&Friesland&the Netherlands'],['NLD.3.5_1'],2021,7,25,2021,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,1,rNg32Uw,[],Fm5G4BU,1.28,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Našice&Slavonia&Croatia'],['HRV.11.25_1'],2021,7,12,2021,7,25,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,1,rNg32Uw,[],sSrFcmr,1.29,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Županja&Slavonia&Croatia'],['HRV.19.30_1'],2022,8,13,2022,8,26,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,1,rNg32Uw,[],9HUPKBQ,1.30,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Nova Gradiška&Slavonia&Croatia'],['HRV.2.12_1'],2023,9,14,2023,9,27,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,1,rNg32Uw,[],28A64kT,1.31,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Osijek&Slavonia&Croatia'],['HRV.11.26_1'],2024,10,15,2024,10,28,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,1,rNg32Uw,[],RwNpqbn,1.32,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Châtel-de-Joux&Jura&France'],['FRA.2.4.3.2.3_1'],2021,7,12,2021,7,16,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,1,rNg32Uw,[],5tq2qKj,1.33,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Plainfaing&Vosges&France'],['FRA.6.10.3.3.8_1'],2021,7,12,2021,7,16,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,1,rNg32Uw,[],ypbRfiV,1.34,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Le Fied&Jura&France'],['FRA.2.4.2.20.10_1'],2021,7,12,2021,7,16,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,1,rNg32Uw,[],JyQdNaV,1.35,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Villers-la-Chèvre&Meurthe-et-Moselle&France'],['FRA.6.7.1.7.20_1'],2021,7,12,2021,7,16,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,1,rNg32Uw,[],xGDF2cR,1.36,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Romania'],['ROU'],2021,7,15,2021,7,20,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,1,rNg32Uw,[],kNRkUnH,1.37,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Alba County&Romania'],['ROU.1_1'],2021,7,15,2021,7,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,1,rNg32Uw,[],fCqzBxK,1.38,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Ocoliș&Alba&Romania'],['ROU.1.46_1'],2021,7,15,2021,7,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,1,rNg32Uw,[],dmDFRKE,1.39,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,"['Satu Mare&Romania', 'Iași&Romania']","['ROU.34_1,ROU.24_1']",2021,7,15,2021,7,20,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,1,rNg32Uw,[],odJu2Gm,1.40,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Cluj-Napoca&Romania'],['ROU.14.27_1'],2021,7,19,2021,7,19,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,1,rNg32Uw,[],6vey4kW,1.41,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Blessem&Erftstadt&North Rhine-Westphalia&Germany'],['DEU.10.40.5.1_1'],2021,7,16,2021,7,16,NULL,NULL,2,6,NULL,NULL,NULL,NULL,NULL,NULL,2,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,1,rNg32Uw,[],tGdxSp5,1.42,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Česká Lípa&Czech Republic'],['CZE.6.1_1'],2021,7,12,2021,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,1,rNg32Uw,[],f9ehLUV,1.43,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,"['Echternach&Luxembourg', 'Rosport&Luxembourg']","['LUX.2.1.5.1_1,LUX.2.1.9.1_1']",2021,7,12,2021,7,25,NULL,NULL,NULL,NULL,200,900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,1,rNg32Uw,[],i3etPAH,1.44,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Rosport camping ground&Luxembourg'],['LUX.2.1.9.1_1'],2021,7,12,2021,7,25,NULL,NULL,NULL,NULL,6,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,1,rNg32Uw,[],qPwFu5G,1.45,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Switzerland'],['CHE'],2021,7,15,2021,7,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,1,rNg32Uw,[],UeWb4Sh,1.46,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['United Kingdom'],['GBR'],2021,7,12,2021,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,1,rNg32Uw,[],QBm7yez,1.47,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,['Kensington and Chelsea&Greater London&United Kingdom'],['GBR.1.36.19_1'],2021,7,13,2021,7,13,NULL,NULL,NULL,NULL,121,131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,1,rNg32Uw,[],DsGBQpS,1.48,Single,Flood,[''],https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,"['Camberwell&Greater London&United Kingdom', 'Clapham&Greater London&United Kingdom', 'Hackney Wick&Greater London&United Kingdom', 'Woodford&Greater London&United Kingdom']","['GBR.1.36.28.2_1,GBR.1.36.21.4_1,GBR.1.36.11.8_1,GBR.1.36.26.19_1']",2021,7,25,2021,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,36,,[],wRsuWbQ,36.00,Multi,Wildfire,['Wildfire'],https://en.wikipedia.org/wiki?curid=7870060,2019 Australia Bushfires,['New South Wales&Australia'],['AUS.5_1'],2019,9,NULL,2019,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,37,,[],GLqqdSt,37.00,Multi,Drought,['Drought'],https://en.wikipedia.org/wiki?curid=7870060,2017-2019 East Australia Drought,"['Queensland&Australia', 'New South Wales&Australia', 'Victoria&Australia', 'Tasmania&Australia']","['AUS.7_1,AUS.5_1,AUS.10_1,AUS.9_1']",2017,NULL,NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28400,28600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,38,,[],w7Jgafs,38.00,Multi,Wildfire,['Wildfire'],https://en.wikipedia.org/wiki?curid=7870060,1983 Southeast Australia Bushfires,"['South Australia&Australia', 'Victoria&Australia']","['AUS.8_1,AUS.10_1']",1983,2,NULL,1983,2,NULL,NULL,NULL,75,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,39,,[],EBBpJK3,39.00,Multi,Drought,['Drought'],https://en.wikipedia.org/wiki?curid=7870060,1990s Queensland Drought,['Queensland&Australia'],['AUS.7_1'],1991,NULL,NULL,1995,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13001,14001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,40,,[],RzjVrmV,40.00,Multi,Drought,['Drought'],https://en.wikipedia.org/wiki?curid=7870060,Millenium Drought in southeastern Australia,"['New South Wales&Australia', 'Queensland&Australia']","['AUS.5_1,AUS.7_1']",2001,NULL,NULL,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,20000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,42,,[],HKcJH5d,42.00,Single,Drought,['Drought'],https://en.wikipedia.org/wiki?curid=51630189,2006-2008 Southeastern United States Drought,"['Southeastern USA&USA', 'Mississippi&USA', 'Georgia&USA', 'Tennessee&USA', 'North Carolina&USA  ']","['USA.25_1,USA.11_1,USA.43_1,USA.34_1']",2006,NULL,NULL,2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1300000000,1300000000,USD,No,NULL
59,43,,"['FNBuz27', 'rdSVAFb']",weY9CJW,43.00,Single,Tornado,['Wind'],https://en.wikipedia.org/wiki?curid=38322978,November 2005 Central United States Tornado Outbreak,"['Kansas&USA', 'Missouri&USA', 'Arkansas&USA', 'Louisiana&USA', 'Mississippi&USA', 'Alabama&USA']","['USA.17_1,USA.26_1,USA.4_1,USA.19_1,USA.25_1,USA.1_1']",2005,11,27,2005,11,28,15,15,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7200000,7200000,USD,No,NULL
60,43,weY9CJW,[],FNBuz27,43.01,Single,Tornado,['Wind'],https://en.wikipedia.org/wiki?curid=38322978,November 2005 Central United States Tornado Outbreak,['Arkansas&the US'],['USA.4_1'],2005,11,27,2005,11,28,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,43,weY9CJW,[],rdSVAFb,43.02,Single,Tornado,['Wind'],https://en.wikipedia.org/wiki?curid=38322978,November 2005 Central United States Tornado Outbreak,['Missouri&USA'],['USA.26_1'],2005,11,27,2005,11,28,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,44,,['PVgUwDA'],WwARQDe,44.00,Multi,Tornado,['Wind'],https://en.wikipedia.org/wiki?curid=63743200,"Tornado outbreak of April 21–23, 2020","['Oklahoma&USA', 'Texas&USA', 'Arkansas&USA', 'Louisiana&USA', 'Mississippi&USA', 'Alabama&USA', 'Florida&USA', 'Georgia&USA']","['USA.37_1,USA.44_1,USA.4_1,USA.19_1,USA.25_1,USA.1_1,USA.10_1,USA.11_1']",2020,4,21,2020,4,23,64,64,7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1100000000,1100000000,USD,No,2020
63,44,WwARQDe,[],PVgUwDA,44.01,Multi,Tornado,['Wind'],https://en.wikipedia.org/wiki?curid=63743200,"Tornado outbreak of April 21–23, 2020",['Madill&Marshall&Oklahoma&USA'],['USA.37.45_1'],2020,4,22,2020,4,22,30,40,2,2,NULL,NULL,NULL,NULL,NULL,NULL,9,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,45,,[],u9uH5uo,45.00,Multi,Tornado,['Wind'],https://en.wikipedia.org/wiki?curid=63743200,"Tornado outbreak of April 21–23, 2020","['Onalaska&Polk&Texas&USA', 'Seven Oaks&Polk&Texas&USA']",['USA.44.187_1'],2020,4,22,2020,4,22,33,33,3,3,NULL,NULL,NULL,NULL,NULL,NULL,291,291,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,46,,[],ZfNNKy8,46.00,Multi,Tropical Storm/Cyclone,['Wind'],https://en.wikipedia.org/wiki?curid=54327832 ,2015 North Indian Ocean cyclone season,['Arabian Sea'],['USA.44.187_1'],2015,6,7,2015,11,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,47,,"['BG2F2AQ', 'midXsNi', 'nwsfBf5']",2yD58bh,47.00,Single,Tropical Storm/Cyclone,"['Wind', 'Flood']",https://en.wikipedia.org/wiki?curid=5589427,Tropical Cyclone Steve,"['Queensland&Australia', 'Northern Territory&Australia', 'Western Australia&Australia']","['AUS.7_1,AUS.6_1,AUS.11_1']",2000,2,27,2000,3,11,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100000001,200000001,AUD,No,NULL
