,parent_event_id,main_event,sub_events,Event_ID_decimal,Event_Type,Main_Event,Source,Event_Name,UUID,GID(s),level,Location,Hazard,Start_Year,Start_Month,Start_Day,End_Year,End_Month,End_Day,Injured_Min,Injured_Max,Deaths_Min,Deaths_Max,Displaced_Min,Displaced_Max,Homelessness_Min,Homelessness_Max,Affected_Min,Affected_Max,Buildings_Damaged_Min,Buildings_Damaged_Max,Insured_Damage_Min,Insured_Damage_Max,Insured_Damage_Unit,Insured_Damage_Inflation_Adjusted,Insured_Damage_Inflation_Adjusted_Year,Damage_Min,Damage_Max,Damage_Unit,Damage_Inflation_Adjusted,Damage_Inflation_Adjusted_Year
67,46,,[],46.00,Multi,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=54327832 ,2015 North Indian Ocean cyclone season,XrororA,['USA.44.187_1'],main,['Arabian Sea'],['Wind'],2015,6,7,2015,11,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,47,,"['5zQCD4q', 'eaFEDDD', 'wphtLvq']",47.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=5589427,Tropical Cyclone Steve,BbhSKMz,"['AUS.7_1,AUS.6_1,AUS.11_1']",main,"['Queensland&Australia', 'Northern Territory&Australia', 'Western Australia&Australia']","['Wind', 'Flood']",2000,2,27,2000,3,11,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100000001,200000001,AUD,No,NULL
76,52,,"['wKjYMrr', 'Y5M89Vf', 'EVDnzbG', 'WwKWSXd', 'V2xy8m5', 'dVYZLML', 'BeH67yo', 'uatiN22', 'EiWJQ7h', 'cSirNrt']",52.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,Y29wh7W,"['MDV,IND,PAK,OMN']",main,"['Maldives', 'India', 'Pakistan', 'Oman']","['Wind', 'Flood']",2019,6,10,2019,6,18,12,13,8,8,200000,400000,NULL,NULL,6500000,6700000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,140000,140000,USD,No,NULL
87,53,,[],53.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Tropical_Storm_Erika,Hurricane Maria   ,yuXKXFN,['DMA'],main,['Dominica'],[''],2017,9,18,2017,9,19,NULL,NULL,65,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3690000000,3690000000,XCD,No,NULL
88,54,,"['Di5ymf8', '9iB3KrR']",54.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Cyclone_Monica,Cyclone Monica   ,RwnvAmf,"['PNG,AUS']",main,"['Papua New Guinea', 'Australia']","['Wind', 'Flood']",2006,4,16,2006,4,28,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5100000,5100000,USD,No,NULL
91,55,,"['8fSjopu', 'ZSsvytJ']",55.00,Single,Wildfire,https://en.wikipedia.org/wiki/Electra_Fire_(2022),Electra Fire (2022)   ,b2ts4F8,['USA.5_1'],main,['California&United States'],['Wildfire'],2022,7,4,2022,7,28,1,1,0,0,0,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,56,,"['neDUVnC', '6RLcWNe', 'PepcZkv']",56.00,Single,Extratropical Storm/Cyclone,https://en.wikipedia.org/wiki/2008_Queensland_storms,2008 Queensland storms   ,ewj6yvp,['AUS.7_1'],main,['Queensland&Australia'],"['Wind', 'Flood', 'Hail']",2008,11,16,2008,11,20,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95000000,95000000,AUD,No,NULL,500000000,500000000,AUD,No,NULL
98,57,,"['MyeErVq', 'tYYq8ra', 'M9ZvyLL', 'ad7SY7H', 'JooReSb', 'FgEqJAF']",57.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Typhoon_Sepat,Typhoon Sepat   ,uNboSBL,"['PHL,TWN,CHN']",main,"['Philippines', 'Taiwan', 'China']","['Wind', 'Flood']",2007,8,12,2007,8,24,NULL,NULL,44,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,692000000,692000000,USD,Yes,2020,693000001,694000001,USD,No,NULL
105,58,,"['xT8ZNHa', '97JnrWa', 'pwNKYNd', 'paKKSkV', 'R9DAijJ', '56dpYaf', 'hQZobQF', 'ABD9arA', 'xFyfXig', 'jWmrojE']",58.00,Single,Extreme Temperature,https://en.wikipedia.org/wiki/2021_Western_North_America_heat_wave,2021 Western North America heat wave   ,Eexn95B,"['G-WNA,USA,CAN']",main,"['Western North America', 'the United States', 'Canada']",['Heatwave'],2021,6,25,2021,7,7,NULL,NULL,914,1400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116,59,,"['ALxTr7p', 'Mn53drB', 'gjwRogq', 'nnCX3Ei', 'z5sDDHK', 'FUJcbjF', 'VzhN4q3', 'Sw8NfRg', 'PFY2Hof', 'Ek2tTb6', '5gBU5d3', 'XbzUqw5', '7YioFjF', 'ijEocph']",59.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Hurricane_Ophelia_(2005),Hurricane Ophelia (2005)   ,hR4MdeG,"['USA,BHS,CAN']",main,"['the United States', 'Bahamas', 'Canada']","['Wind', 'Flood']",2005,9,6,2005,9,23,NULL,NULL,3,3,2001,3001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70000000,70000000,USD,No,NULL
131,60,,"['xgEoSBS', '8np87oq', 'Tam3zdr', '2eJCL3F', 'fPxNq9q', 'y87nzCw']",60.00,Single,Flood,https://en.wikipedia.org/wiki/2017_West_Bengal_floods,2017 West Bengal floods   ,zFmCuir,"['IND.36_1,IND.15_1']",main,"['West Bengal&India', 'Jharkhand&India']",['Flood'],2017,7,NULL,2017,8,NULL,NULL,NULL,152,153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,140000000000,140000000000,INR,NO,NULL
138,61,,"['n8k3zCp', 'uTHqfsH', 'TcQZJE2', 'q4WXk5V', 'UHWdU7i', '2TUEoDP', 'VBCnTQq', 'L3bAc8T', 'LWvVRu8', '6Am9fVL', 'WBRwbyy', 'CZABKBW', 'QUSA2R4', 'UqQwu4z', 'pUxVfPR', 'UWoAM2N', '6qNfRfq', 'bZ66d4g', 'W3yGhhF', 'MTnHziv', '3xo5Zgb', 'nX2FS76', 'n8ogve5', 't4huKSm', 'cZ5z5aU', 'qrrWhNJ', '39MDDDu', 'WF89Jn9', 'eNJiWQK', 'NBMRfiV', 'n3gcy3t', 'rx6MVKE', 'DvAH7MB', 'XwjVC6G', 'Moq6acg', 'hFFzRz5', '5y7fktD', 'U2gvRum', 'NCR5QqV', 'X2kb2Da', 'fLmeVMS', 'Sf5uKDq', 'EMAuUpv', 'nwbe3XF', 'RcVWErQ', 'rsie7vX', 'S3wK9WX', 'd8Uhrrt', 'ptzMXLe', 'p9qtouK', 'tQP6hew', '9gftE2p', 'sNYaNFg', 'xNEXn6U', 'cXvfatc', 'Poo9U9H', 'Lu6cgx5', 'r4T7VJg', 'zv43TtK', '8eivseL', '9TTeDzA', 'CU7LkPq']",61.00,Single,Extreme Temperature,https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,STUDXoT,"['AND,AUT,BEL,HRV,DNK,FIN,FRA,DEU,GRC,HUN,IRL,ITA,LUX,MLT,NLD,NOR,POL,PRT,SMR,SRB,SVK,SVN,ESP,SWE,CHE,GBR,VAT']",main,"['Andorra', 'Austria', 'Belgium', 'Croatia', 'Denmark', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Luxembourg', 'Malta', 'Netherlands', 'Norway', 'Poland', 'Portugal', 'San Marino', 'Serbia', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Switzerland', 'United Kingdom', 'Vatican']",['Heatwave'],2022,6,10,2022,9,12,NULL,NULL,10000,30000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40000000000,40000000000,EUR,No,NULL
201,62,,"['WDJBVw7', 'Mt3smHQ', 'Xy9xCug', 'h5VWZ8z', 'an3NrrS', '7UrSs6z', 'eKQk4rM', 'FMA4Jeb', 'm9o4M3J', 'pZnEFCE', '5ayt89H', 'uvA2X2x', 'egRUijj', 'RjTRXgF', 'qmieBHj', 'YKMntVX', 'AwV8Dwz', 'gMjY2gb', 'CpLfHRA', 'hjwg2hw', 'PXQ3twK', 'FeKPCSZ', 'eGs5yoh', '6r3LmSp', 'ssqsxCJ', 'vWBVKLm', '9CdhUaX', 'yESx8Wd', 'H6BBudw', 'dzUYZXY', '88evreP', 'YVkdzqy', 'iFykHdB', '3gf9jGR', 'YGfgvbu', 'qKRYUdc', 'AtL9yMy', 'TSXyEXh']",62.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,UhLG49H,"['MEX.31_1,CUB,USA,CAN,ISL,G-BI,IRL,GBR']",main,"['Yucatán Peninsula&Mexico', 'Cuba', 'the United States', 'Canada', 'Iceland', 'British Isles', 'Ireland', 'United Kingdom']","['Wind', 'Flood']",1972,6,14,1972,7,6,NULL,NULL,128,128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2100000000,2100000000,USD,No,NULL
240,63,,"['nL76yWb', 'coYDAbA', 'ZTqFw68', '65w8WQL', '7uDSZsn', 'ExQ5czq', 'fNK6bZ4']",63.00,Single,Tornado,https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes Tornado Outbreak,zVnjEja,['USA.10_1'],main,['Florida&the US'],['Wind'],1972,6,20,1972,6,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
248,64,,"['VRQeE8T', 'F6MGtam', 'krzeLHo', 'MZSPPvu', 'EEbuu76', '2ZCzW9u', 'DVDk8EG']",64.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Typhoon_Alex_(1987),Typhoon Alex (1987)   ,kQRU9RS,"['CHN,TWN,KOR']",main,"['China', 'Taiwan', 'South Korea']","['Wind', 'Flood']",1987,7,21,1987,8,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1800001,1900001,USD,No,NULL
256,65,,[],65.00,Single,Tornado,https://en.wikipedia.org/wiki/Typhoon_Alex_(1987),Typhoon Alex-Spawned Tornado,4oYqXjZ,['CHN.24.1_1'],main,['Shanghai&China'],['Wind'],1987,7,NULL,1987,7,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
257,66,,"['eKLWq3G', 'Z3xUsyP', 'uKLFaUB', 'ffYLMok', 'C7k8czZ']",66.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Tropical_Storm_Ampil,Tropical Storm Ampil   ,rALNVmB,"['JPN,CHN']",main,"['Japan', 'China']","['Wind', 'Flood']",2018,7,17,2018,7,26,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,246000000,246000000,USD,No,NULL
264,68,,[],68.00,Single,Wildfire,https://en.wikipedia.org/wiki/Dome_Fire_(2020),Dome Fire (2020)   ,3BUH8nm,['USA.5.36_1'],main,['San Bernardino County&California&the United States'],['Wildfire'],2020,8,15,2020,8,24,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,6,6,NULL,NULL,NULL,NULL,NULL,2200000,2200000,USD,Yes,2023
265,69,,"['nbaxSDr', 'ifZcfMK', 'Y7SdEPV', 'm6wn9GN']",69.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Cyclone_Luban,Cyclone Luban   ,fk9Q2Y4,"['OMN,SOM,YEM']",main,"['Oman', 'Somalia', 'Yemen']","['Wind', 'Flood']",2018,10,6,2018,10,15,NULL,NULL,14,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000000000,1000000000,USD,No,NULL
270,70,,[],70.00,Single,Wildfire,https://en.wikipedia.org/wiki/Palmer_Fire,Palmer Fire   ,tRU7wxR,['USA.5.33_1'],main,['Beaumont&Riverside County&California&the United States'],['Wildfire'],2017,9,2,2017,9,6,NULL,NULL,NULL,NULL,440,460,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
271,71,,"['E77jm2c', 'Bdto2J9', 'gc7fZ4t', 'czPWncU', 'AsDhUiq', 'NoxjCqn', 'vNmpCcp', 'XuMEUbB', 'MeN9sw9', 'ApdiRzs', '6yhhZ5K', 'y98ps7p', 'TcMWiVt', 'Qn9TNQ8', 'EZ42xEn']",71.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Tropical_Storm_Erika,Tropical Storm Erika   ,neUFLUS,"['DMA,BHS,USA,FRA,DOM,HTI']",main,"['Dominica', 'The Bahamas', 'the United States', 'France', 'Dominican Republic', 'Haiti', 'Guadeloupe']","['Wind', 'Flood', 'Lighting']",2015,8,24,2015,9,3,NULL,NULL,35,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,511000000,511380000,USD,No,NULL
287,72,,"['Xa38KBj', 'QvCadwA', 'schYT3w', 'r6PzNwJ', 'F88givn', 'mPWr654', 'SCGVbzW', 'SdwsNeR', 'HC2pzYf']",72.00,Single,Flood,https://en.wikipedia.org/wiki/2008_South_China_floods,2008 South China floods   ,Wfq5zan,"['CHN.26_1,CHN.6_1,CHN.16_1,CHN.7_1,CHN.8_1,CHN.30_1,CHN.HKG']",main,"['Sichuan&China', 'Guangdong&China', 'Jiangxi&China', 'Guangxi&China', 'Guizhou&China', 'Yunnan&China', 'Hong Kong&China']",['Flood'],2008,5,26,2008,6,14,NULL,NULL,201,301,1300000,1300000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2200000000,2200000000,USD,NO,NULL
297,73,,['nCpzMfV'],73.00,Single,Wildfire,https://en.wikipedia.org/wiki/2003_Canberra_bushfires,2003 Canberra bushfires   ,mj6SxWR,['AUS.2_1'],main,['Canberra&Australian Capital Territory&Australia'],['Wildfire'],2003,1,8,2003,1,21,435,501,4,4,NULL,NULL,NULL,NULL,NULL,NULL,488,488,75000000,75000000,AUD,No,NULL,350000000,350000000,USD,NO,NULL
300,75,,"['ZvwdwhZ', 'fR6oWoe', 'ZR3vg52', 'qLis7YA', 'bFZzG9m']",75.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Typhoon_Olive_(1971),Typhoon Olive (1971)   ,V9vxPX5,"['FSM,PLW,MNP,JPN.18_1,JPN.32_1,RUS.61_1,KOR,JAP,RUS.61.9_1']",main,"['Caroline Islands', 'Northern Mariana Islands', 'Ryukyu Islands&Japan', 'South Sakhalin&Russia', 'South Korea', 'Japan', 'Kuril Islands&Russia']","['Wind', 'Flood']",1971,7,29,1971,8,10,NULL,NULL,90,90,NULL,NULL,NULL,NULL,NULL,NULL,2856,2856,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
307,77,,"['2WJcbZa', 'tuhfD3F', 'uUqtvnR', 'LXrom53', 'CpvtDBo']",77.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Tropical_Storm_Delfina,Tropical Storm Delfina   ,c2ZkPW3,"['MOZ,MWI']",main,"['Mozambique', 'Malawi']","['Wind', 'Flood']",2002,12,30,2003,1,1,NULL,NULL,54,54,22000,22000,NULL,NULL,133400,133400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3500000,3500000,USD,No,NULL
313,78,,"['LGeXX2H', 'mxsvcdD', 'csunL4T', 'xW8wDaL', 'hMjY7GM', 'FyzC8MY', 'V3qN9Rw', 'ksSq6c7', '2H2nWr2', 'oEceBN3', 'esXVAiv', '25DZ6e3', 'kiScXtS', '9xRvste', 'BKQtpRa', 'bbe2Gve', 'Posi4ML', 'LaWQvci', 'NQmQQA6', 'CVvTK7Y', 'xRckuMw', 'tLmHKjS', 'LdmpMSP', 'CExoBE2', 'QDZVW7G', 'PZ3DHyE', 'hYkVUvv']",78.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Tropical_Depression_Eight_(1981),Tropical Depression Eight (1981)   ,5fu25SW,"['MEX,USA.44_1,USA.19_1']",main,"['Mexico', 'Texas&the United States', 'Louisiana&the United States']","['Wind', 'Flood', 'Lighting']",1981,8,26,1981,8,29,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56200000,56200000,USD,No,NULL
341,79,,"['2cVjRYa', '895j9bF', 'Jci2oSN', 'etBHEUi', '2qSYah3', 'UHygMxV', 'b6dRDE9', 'QKaQRuw', 'yXEvHq5', 'nffdDfq', 'vaDPEAG', 'ZBzmceE', 'YymRdLw', 'GKZT3qW', 'mCsytDN', 'JNTZNHv', 'FjtV5rG', 'uWQdxXs', 'S7hcvMJ', 'FK3qAgT', 't2qnD7t', 'Ujfctao', 'StvSmQc', 'c8scz32', 'Wa2Ag8u', 'zhB2GEw', '5rLjPbN', 'EQ4JphG', 'eqkkRxA', 'iovacrW', 'MLrxdy3', 'SwSi2uJ', 'bEKjbZL', 'dKir942']",79.00,Single,Flood,https://en.wikipedia.org/wiki/2020_East_Africa_floods,2020 East Africa floods   ,KYha3Bs,"['RWA,KEN,SOM,BDI,ETH,UGA,COD,DJI,TZA']",main,"['Rwanda', 'Kenya', 'Somalia', 'Burundi', 'Ethiopia', 'Uganda', 'Democratic Republic of Congo', 'Djibouti', 'Tanzania']",['Flood'],2020,3,NULL,2020,5,NULL,NULL,NULL,430,453,NULL,NULL,NULL,NULL,700000,800000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
376,80,,"['f3YUJKE', 'ANpDMss']",80.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Typhoon_Xangsane_(2000),Typhoon Xangsane (2000)   ,66T3dk4,"['FSM,PLW,PHL,TWN,JPN']",main,"['Caroline Islands', 'Philippines', 'Taiwan', 'Japan']","['Wind', 'Flood']",2000,10,24,2000,11,2,NULL,NULL,187,187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,527000000,527000000,USD,No,NULL
379,81,,[],81.00,Single,Flood,https://en.wikipedia.org/wiki/2019_Pune_flood,2019 Pune flood   ,CxwMFfN,['IND.20.26_1'],main,['Pune&India'],['Flood'],2019,9,25,2019,9,28,NULL,NULL,21,22,28001,29001,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380,82,,"['oLG9sFC', 'wwSoLur', 'aPFbCNd', 'i7xpDcb', 'hyheCUB', 'X9kMwFo', 'oUzW7Sj', '63niAoC', 'nUQdcef', 'tPgVDBR', 'xjR5fgQ', 'CcqNo3K', 'B9GKSeK', 'pxhUYTP', 'CYiHgM3', 'DTDESV6']",82.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Tropical_Storm_Matthew_(2010),Tropical Storm Matthew (2010)   ,aQqN2uq,"['VEN,AR6-6,AR6-7,MEX,JAM']",main,"['Venezuela', 'Central America', 'Mexico', 'Jamaica']",[''],2010,9,23,2010,9,28,NULL,NULL,126,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,171000000,171000000,USD,No,NULL
397,83,,"['tZENt6F', 'PU5FKGh', 'oXNWop2', 'hvqFnNQ', 'WCvfmiK', 'zfWzLkM', 'CYn3Kez', 'kqhuwcd']",83.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki/Typhoon_Dot_(1985),Typhoon Dot (1985)   ,HUoqioV,"['PHL,CHN.9_1,VNM']",main,"['Philippines', 'Hainan&China', 'Vietnam']","['Wind', 'Flood']",1985,10,13,1985,10,22,NULL,NULL,90,90,NULL,NULL,NULL,NULL,1000000,1000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104900000,105000000,USD,No,NULL
