,parent_event_id,main_event,sub_events,Event_ID_decimal,Event_Type,Main_Event,Source,Event_Name,UUID,GID(s),Location,Hazard,Start_Year,Start_Month,Start_Day,End_Year,End_Month,End_Day,Injured_Min,Injured_Max,Deaths_Min,Deaths_Max,Displaced_Min,Displaced_Max,Homelessness_Min,Homelessness_Max,Affected_Min,Affected_Max,Buildings_Damaged_Min,Buildings_Damaged_Max,Insured_Damage_Min,Insured_Damage_Max,Insured_Damage_Unit,Insured_Damage_Inflation_Adjusted,Insured_Damage_Inflation_Adjusted_Year,Damage_Min,Damage_Max,Damage_Unit,Damage_Inflation_Adjusted,Damage_Inflation_Adjusted_Year
11,1,,[],1.11,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,3BZUhyT,['DEU.10.13_1'],['Euskirchen&North Rhine-Westphalia&Germany'],,2021,7,14,2021,7,19,NULL,NULL,27,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,1,,[],1.12,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,D89qVhR,['DEU.10.13_1'],['parts of Euskirchen&North Rhine-Westphalia&Germany'],,2021,7,15,2021,7,15,NULL,NULL,NULL,NULL,4500,4500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,1,,[],1.13,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,ztoCocr,['DEU.10.13_1'],['near Euskirchen&North Rhine-Westphalia&Germany'],,2021,7,16,2021,7,16,NULL,NULL,NULL,NULL,360,360,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,1,,[],1.14,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,fTQFdGz,['BEL'],['Belgium'],,2021,7,12,2021,7,25,NULL,NULL,43,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,1,,[],1.15,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,JNTJWd9,['BEL.3.5.1.5_1'],['Belgium'],,2021,7,18,2021,7,18,NULL,NULL,31,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,1,,[],1.16,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,qxbFSW6,['BEL.3.3.2.16_1'],['city of Liège&Belgium'],,2021,7,15,2021,7,15,NULL,NULL,NULL,NULL,200000,200000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17,1,,[],1.17,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,T9pWKqS,['BEL.3.3.3.17_1'],['Pepinster&Belgium'],,2021,7,18,2021,7,18,NULL,NULL,23,23,NULL,NULL,NULL,NULL,NULL,NULL,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,1,,[],1.18,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,NXsbqDZ,['BEL.3.3.3_1'],['Verviers&Belgium'],,2021,7,18,2021,7,18,NULL,NULL,NULL,NULL,10000,10000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,1,,[],1.19,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,ATQBvgG,['BEL.3.3.2.10_1'],['Tilff&Belgium'],,2021,7,15,2021,7,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,1,,[],1.20,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,mofSDD3,['AUT'],['Austria'],,2021,7,12,2021,7,25,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,1,,[],1.21,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,aGHqDgp,"['AUT.5.6.18_2,AUT.5.1_2']",['Saalbach-Hinterglemm&Austria'],,2021,7,17,2021,7,17,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,1,,[],1.22,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,nNT676W,['ITA'],['Italy'],,2021,7,12,2021,7,25,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,1,,[],1.23,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,nr3SJpr,['ITA.20_1'],['Veneto&Italy'],,2021,7,14,2021,7,14,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,1,,[],1.24,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,BdKH4XA,['NLD.7.43_1'],['Valkenburg aan de Geul&the Netherlands'],,2021,7,12,2021,7,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2300,2300,700,700,NULL,NULL,NULL,NULL,NULL,400000000,400000000,EUR,No,NULL
25,1,,[],1.25,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,gTSGBiS,"['NLD.7_1,NLD.7.44_2']","['Venlo&Limburg&the Netherlands', 'Belfeld&Limburg&the Netherlands', 'Steyl&Venlo&Limburg&the Netherlands', 'Arcen&Limburg&the Netherlands']",,2021,7,16,2021,7,16,NULL,NULL,NULL,NULL,10000,10000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,1,,[],1.26,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,YnTZVix,['NLD.7.44_2'],['Venlo&the Netherlands'],,2021,7,16,2021,7,16,NULL,NULL,NULL,NULL,240,240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27,1,,[],1.27,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,SN3DxhE,['NLD.3.5_1'],['De Westereen&the Netherlands'],,2021,7,25,2021,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,1,,[],1.28,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,FjLraWF,['HRV.11.25_1'],['Našice&Slavonia&Croatia'],,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,1,,[],1.29,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,wyqLsiS,['HRV.19.30_1'],['Županja&Slavonia&Croatia'],,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,1,,[],1.30,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,PQHKH9F,['HRV.2.12_1'],['Nova Gradiška&Slavonia&Croatia'],,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,1,,[],1.31,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,XVCD8UF,['HRV.11.26_1'],['Osijek&Slavonia&Croatia'],,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,1,,[],1.32,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,BZpQMnq,['FRA.2.4.3.2.3_1'],['Châtel-de-Joux&Jura&France'],,2021,7,12,2021,7,16,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,1,,[],1.33,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,zo7mUXb,['FRA.6.10.3.3.8_1'],['Plainfaing&Vosges&France'],,2021,7,12,2021,7,16,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,1,,[],1.34,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,zJgaK96,['FRA.2.4.2.20.10_1'],['Le Fied&Jura&France'],,2021,7,12,2021,7,16,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,1,,[],1.35,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,manRjVy,['FRA.6.7.1.7.20_1'],['Villers-la-Chèvre&Meurthe-et-Moselle&France'],,2021,7,12,2021,7,16,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,1,,[],1.36,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,h6JBtHs,['ROU'],['Romania'],,2021,7,12,2021,7,25,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,1,,[],1.37,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,7KgVaHo,['ROU.1_1'],['Alba County&Romania'],,2021,7,15,2021,7,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,1,,[],1.38,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,c8HmBBV,['ROU.1.46_1'],['Ocoliș&Romania'],,2021,7,15,2021,7,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,1,,[],1.39,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,h5x7sVB,"['ROU.34_1,ROU.24_1']","['Satu Mare&Romania', 'Iași&Romania']",,2021,7,15,2021,7,20,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,1,,[],1.40,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,AtYzi5e,['ROU.14.27_1'],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1,,[],1.41,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,u2pTKVp,['DEU.10.40.5.1_1'],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1,,[],1.42,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,SYoYGtD,['CZE.6.1_1'],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1,,[],1.43,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,x3y7Sjt,"['LUX.2.1.5.1_1,LUX.2.1.9.1_1']",[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,,[],1.44,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,NtSjidY,['LUX.2.1.9.1_1'],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,,[],1.45,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,TCxmkjV,['CHE'],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1,,[],1.46,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,nPJrdWy,['GBR'],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1,,[],1.47,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,YJjjxJc,['GBR.1.36.19_1'],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,,[],1.48,Single,Flood,https://en.wikipedia.org/wiki?curid=68241636,2021 European Floods,kLrtYHP,"['GBR.1.36.28.2_1,GBR.1.36.21.4_1,GBR.1.36.11.8_1,GBR.1.36.26.19_1']",[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,36,,[],36.00,Multi,Wildfire,https://en.wikipedia.org/wiki?curid=7870060,2019 Australia Bushfires,9MjHcrQ,['AUS.5_1'],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,37,,[],37.00,Multi,Drought,https://en.wikipedia.org/wiki?curid=7870060,2017-2019 East Australia Drought,rTYS6fd,"['AUS.7_1,AUS.5_1,AUS.10_1,AUS.9_1']",[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,38,,[],38.00,Multi,Wildfire,https://en.wikipedia.org/wiki?curid=7870060,1983 Southeast Australia Bushfires,i27QFTk,"['AUS.8_1,AUS.10_1']",['southeast Australia&Australia'],Wildfire,1983,2,1,1983,2,28,NULL,NULL,75,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,39,,[],39.00,Multi,Drought,https://en.wikipedia.org/wiki?curid=7870060,1990s Queensland Drought,ftAFs3p,['AUS.7_1'],['Queensland&Australia'],Drought,1994,10,1,1994,10,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13000,13000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,40,,[],40.00,Multi,Drought,https://en.wikipedia.org/wiki?curid=7870060,Millenium Drought in southeastern Australia,XQDejHp,"['AUS.5_1,AUS.7_1']","['New South Wales&Australia', 'Queensland&Australia']",Drought,2000,1,1,2000,1,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10000,10000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,42,,[],42.00,Single,Drought,https://en.wikipedia.org/wiki?curid=51630189,2006-2008 Southeastern United States Drought,tVmuoto,"['USA.25_1,USA.11_1,USA.43_1,USA.34_1']",['southeastern US&the US'],Drought,2006,1,1,2006,1,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1300000000,1300000000,USD,No,NULL
59,43,,[],43.00,Single,Tornado,https://en.wikipedia.org/wiki?curid=38322978,November 2005 Central United States Tornado Outbreak,cNBNXSk,"['USA.17_1,USA.26_1,USA.4_1,USA.19_1,USA.25_1,USA.1_1']",['Missouri&the US'],Wind,2005,11,27,2005,11,28,15,15,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7200000,7200000,USD,No,NULL
60,43,,[],43.01,Single,Tornado,https://en.wikipedia.org/wiki?curid=38322978,November 2005 Central United States Tornado Outbreak,yjkHexz,['USA.4_1'],['Arkansas&the US'],,2005,11,27,2005,11,28,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,43,,[],43.02,Single,Tornado,https://en.wikipedia.org/wiki?curid=38322978,November 2005 Central United States Tornado Outbreak,GuBjZgu,['USA.26_1'],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,44,,[],44.00,Multi,Tornado,https://en.wikipedia.org/wiki?curid=63743200,"Tornado outbreak of April 21–23, 2020",YwTrWph,"['USA.37_1,USA.44_1,USA.4_1,USA.19_1,USA.25_1,USA.1_1,USA.10_1,USA.11_1']",['Madill&Oklahoma&the US'],Wind,2020,4,20,2020,4,20,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,44,,[],44.01,Multi,Tornado,https://en.wikipedia.org/wiki?curid=63743200,"Tornado outbreak of April 21–23, 2020",6xf3EBm,['USA.37.45_1'],"['Madill&Oklahoma&the US', 'Onalaska&Texas&the US']",,2020,4,20,2020,4,20,24,108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,45,,[],45.00,Multi,Tornado,https://en.wikipedia.org/wiki?curid=63743200,"Tornado outbreak of April 21–23, 2020",BkLzT3R,['USA.44.187_1'],['Onalaska&Polk County&Texas&the US'],Wind,2020,4,20,2020,4,20,33,33,3,3,NULL,NULL,NULL,NULL,NULL,NULL,291,291,NULL,NULL,NULL,NULL,NULL,1100000000,1100000000,USD,No,NULL
65,45,,[],45.01,Multi,Tornado,https://en.wikipedia.org/wiki?curid=63743200,"April 22, 2020, Onalaska-Seven Oaks Tornado",JhVEVqP,[''],['rural areas of Polk County&Polk County&Texas&the US'],,2020,4,20,2020,4,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,45,,[],45.02,Multi,Tornado,https://en.wikipedia.org/wiki?curid=63743200,"April 22, 2020, Onalaska-Seven Oaks Tornado",ziWJ3YH,[''],['Seven Oaks&Polk County&Texas&the US'],,2020,4,20,2020,4,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,46,,[],46.00,Multi,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=54327832 ,2015 North Indian Ocean cyclone season,SD7uULf,['USA.44.187_1'],['Onalaska&Polk County&Texas&the US'],Wind,1967,5,1,1967,5,1,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,47,,[],47.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=5589427,Tropical Cyclone Steve,tMJBiC9,"['AUS.7_1,AUS.6_1,AUS.11_1']",['Queensland&Australia'],Wind|Flood,2000,2,27,2000,2,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60100000,60100000,USD,No,NULL
69,47,,[],47.01,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=5589427,Tropical Cyclone Steve,AuLRhwA,"['AUS.7_1,AUS.7.13_1,']",['Queensland&Australia'],,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,
70,47,,[],47.02,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=5589427,Tropical Cyclone Steve,8iUqCtR,['AUS.6_1'],['Queensland&Australia'],,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,
71,47,,[],47.03,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=5589427,Tropical Cyclone Steve,98D4f8g,['AUS.11_1'],[''],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,52,,[],52.00,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,Vmisytc,"['MDV,IND,PAK,OMN']",['Saurashtra Peninsula&Gujarat&India'],Wind|Flood,2019,6,9,2019,6,18,12,12,8,8,200000,400000,NULL,NULL,6600000,6600000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,140000,140000,USD,No,NULL
77,52,,[],52.01,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,kdTE3fB,['IND.11_1'],['coastal Gujarat&India'],,2019,6,12,2019,6,12,NULL,NULL,NULL,NULL,300000,300000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,52,,[],52.02,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,GhUtKf2,['IND.9.2_1'],['Diu&India'],,2019,6,12,2019,6,13,NULL,NULL,NULL,NULL,10000,10000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,52,,[],52.03,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,7Wx6BR7,['IND.16.12_1'],"['Ullal&India', 'Gujarat&India']",,2019,6,12,2019,6,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,52,,[],52.04,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,a99EGpx,['IND.11.25.2_1'],['Porbandar&Gujarat&India'],,2019,6,12,2019,6,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,10000000,10000000,INR,No,NULL
81,52,,[],52.05,Single,Tropical Storm/Cyclone,https://en.wikipedia.org/wiki?curid=61000334,Very Severe Cyclonic Storm Vayu,ecVs2v5,['IND.11_1'],['southern Gujarat&India'],,2019,6,12,2019,6,13,NULL,NULL,6,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
