,sentences
35,"At 1800 UTC on November 21, the JMA raised the intensity of the typhoon to 175 km/h(110 mph) while the JTWC reported that Irma reached winds of 200 km/h(125 mph), equivalent to a Category 3 hurricane on the United States-based Saffir-Simpson Hurricane Wind Scale(SSHWS)."
36,"Midday on November 22, a Hurricane Hunter airplane reported a pressure of 905 mbar(25 inHg)."
37,Based on this the JTWC upgraded Irma into a super typhoon.
38,"Meanwhile, data from both the JTWC and JMA suggested that Irma reached its peak intensity, with the former reporting winds of 250 km/h(155 mph) and the latter reporting winds of 200 km/h(125 mph)."
39,"On that day, the Philippine Atmospheric, Geophysical and Astronomical Services Administration(PAGASA) also started to monitor the storm and assigned it with the local name Anding."
40,Irma maintained super typhoon intensity for 16 hours before gradually weakening due to the storm's close proximity to the mountainous terrain of the Philippines.
41,"After turning northwest towards a break within the subtropical ridge, Irma moved ashore around 0900 UTC on November 24, roughly 100 km(60 mi) northeast of Manila."
42,"At the time of landfall, both agencies estimated winds of 160 km/h(100 mph), equal to Category 2 intensity on the SSHWS."
43,"Although the JTWC downgraded Irma to a tropical storm that afternoon just before entering Lingayen Gulf and the South China Sea, the JMA maintained Irma at typhoon intensity throughout the storm's passage of the Philippines."
44,"Ten hours later, a Hurricane Hunter aircraft investigated Irma and noted that Irma was poorly organized, with most of the convection sheared off to the north of the center."
45,"Influenced by a trough east of Asia, Irma began to re-curve into the Luzon Straits on November 25."
46,"Around this time, the JMA downgraded Irma into a severe tropical storm."
47,"Early on November 26, the JMA reported that Irma had transitioned into an extratropical cyclone."
48,"About 24 hours later, Irma merged with a cold front in the Ryukyu Islands."
49,"On the evening of November 27, both PAGASA and the JMA ceased monitoring Irma."
50,"-Preparations and impact-
--Philippines--
A few days prior to Irma's passage, the Philippines archipelago was affected by Typhoon Hazen, which left 2,000 homeless."
51,"As Irma neared landfall, radio and television authorities warned residents to take precautions."
52,Relief agencies were placed on standby.
53,Schools were closed.
54,"Much of the Philippines, including the capital city of Manila, was placed on typhoon alert."
55,"After striking the Philippines, the storm caused widespread damage while becoming the strongest storm to affect the archipelago since 1970."
56,The hardest hit was the province of Camarines Norte along the eastern portion of the island of Luzon.
57,"A 15 m(50 ft) tidal wave swamped the towns of Garchitorena, Serona, Lagonoy and Caramoan in the Camarines Sur province, situated roughly 230 km(145 mi) southeast of Manila."
58,"Throughout the aforementioned four towns, 137 people were killed."
59,"Virtually every house was demolished due to storm surge in Benagaspasan, a small town with a population 1,000."
60,A total of 47 killed in the village.
61,Thirty-seven were injured in Bengaspasan as well.
62,Fourteen survivors sought refuge in a health center 46 m(150 ft) from the shore.
63,"In Caramoan, only one of 2,000 homes remained standing; 38 persons were killed."
64,"Elsewhere, in Garchitorena, a town with 20,000 residents, 117 people perished and only the mayor's house was left standing."
65,The communities of Serona and Lagonoy also suffered heavy damage.
66,"Across much of Luzon, Irma flattened houses and flooding streets, resulting in considerable damage."
67,"Irma brought down power lines, which led to blackouts along the suburbs of Manila."
68,One army officer died via electrocution while trying to fix the roof of his dwelling in Makati.
69,Many other deaths occurred when they were crushed to death under collapsed houses or killed by flying debris.
70,"For instance, two people died when their house on Mindoro Island collapsed and a farmer in Quezon died after being hit by a falling coconut."
71,"Elsewhere on Midoro Island, 60 homes were destroyed."
72,"Offshore, eighteen fisherman were listed as missing."
73,Twenty-six of the casualties happened in Manila while 12 others died in the rural town of Daet along the southern part of Luzon due to flooding and falling debris.
74,"Due to the storm, iron sheets were littered across the slums of Manila."
75,Communication lines between Daet and Manila were disconnected; many villages between the two location were destroyed.
76,"In Lucena, two people were killed and many coconuts were tossed from trees."
77,"In Bulacan, civil defense officials advised thousands of inhabitants on the banks of the Angat River to flee as water along the river threatened to overflow their banks."
78,"In the Rizal province, one agency reported that it dispatched several army trucks to fetch roughly 2,000 stranded 12- to 15-year-old boy scouts."
79,"In a nearby park, the typhoon blew down houses, power poles, billboards and trees."
80,"Even though the Clark Air Base and Subic Bay, both United States-run, sustained little damage, six C-130 transports had to be evacuated to the Kadena Air Base in Okinawa and ships, including the aircraft carrier Constellation."
81,"Philippine President Ferdinand E. Marcos ordered the closure of all government offices in affected areas, which included the capital city of Manila."
82,"Additionally, many private offices sent their employees home."
83,"A total of 482,678 individuals were directly affected by the storm."
84,"According to press reports, 12,076 families in six provinces lost their homes."
85,"Nearly 40,000 persons were rendered as homeless."
86,"In all, Typhoon Irma destroyed or damaged 119,233 houses."
87,"A total of 24,137 families or 141,974 persons left their homes, 57,198 of which fled to evacuation centers because of flash flooding."
88,"The aforementioned evacuation camps included schools, town halls, and churches."
89,"Overall, damage totaled to $63.3 million, including $41.8 million from infrastructure."
90,"Crop damage was minimal, estimated at $10 million."
91,"Furthermore, 595 people were killed because of Irma."
92,Seventy-two others were wounded.
93,"--Elsewhere--
Officials issued a tropical storm warning for Guam when Irma formed on November 17."
94,Winds of 56 km/h(35 mph) were measured in addition to 81 km/h(50 mph) gusts.
95,"However, no major damage was reported."
96,The decaying remnants of Irma then brought 105 to 150 mm(5 to 5 in) of rain and winds of up to 72 km/h(45 mph) to Okinawa.
97,"-Aftermath-
Following Irma, many survivors in Benagaspasan demanded for an emergency airlift of food, medicine, and clothing."
98,These were expected to be provided by air force authorities.
99,Provençal governments asked the president to declare Camarines Norte and Camarines Sur provinces disaster areas.
100,"Marcos also toured over the devastated area, noting that damage was less than initially feared."
101,"On December 1, President Marcos declared a state of emergency in 17 Philippines provinces."
102,"Following a meeting, Marcos ordered the release of $278,750 to help subsidize rice to farmers."
103,"Moreover, $250,000 was ordered to be released for other relief operations."
104,"-Notes-

== References =="
