,sentences
33,"As a result, heavy rainfall fell in a roughly 50 by 200 mi(80 by 322 km) area between Seguin and Houston."
34,"In Fayette County, 21 in(530 mm) of precipitation was recorded – the highest rainfall total from the depression – much of it falling in only about six hours."
35,"At LaGrange, ""a sudden flood wave"" caused the Colorado River to rise 5.5 ft(1.7 m) above flood stage."
36,Some homes in the town received water damage after a creek overflowed.
37,"In Flatonia, residents evacuated as waters began rising."
38,"Eventually, the town became isolated after creeks swelled, while around a dozen homes were flooded."
39,Interstate 10 was inundated in the town.
40,"Throughout the county, six bridges were washed away and several others were damaged."
41,Several hundred heads of livestock drowned.
42,"Preliminary estimates place at damage toll in Fayette County at $2.7 million, with $1.5 million for property and $1.2 million incurred to agriculture."
43,"In Starr County, 4.7 in(120 mm) of precipitation fell in only about 90 minutes."
44,"Several low-lying streets were inundated by water, damaging dozens of vehicles."
45,Some residents evacuated as water began entering homes.
46,Rainfall in Brooks County peaked at 7.67 in(195 mm) in Falfurrias.
47,"The lowest-lying portions of the town were flooded after the Cibolo Creek swelled its bank, with water entering homes and businesses."
48,Crops such as melons and vegetables were damaged.
49,"Between 4 and 6.5 in(100 and 170 mm) of precipitation fell overnight in Goliad County on August 30, flooding some farmlands after small creeks overflowed."
50,"In Karnes County, 16.29 in(414 mm) of rain fell at a weather station located 2 mi(3.2 km) south of Karnes City."
51,Flooding in the town was mainly confined to damaged cars and roads as the community was situated at a higher elevation than surrounding areas.
52,"Kenedy suffered extensive damage after water surged down the Escondido Creek,
causing approximately 300 people to evacuate."
53,"About 70 homes, 12 mobile homes, and a number of businesses and cars were damaged."
54,"In the rural areas of the county, at least 200 heads of cattle were killed."
55,Damage reached approximately $5 million.
56,"In Bastrop and Caldwell counties, a number of farms in rural areas were flooded after several creeks and streams overflowed."
57,"The community of Hochheim in DeWitt County observed around 17.5 in(440 mm) of precipitation over the course of one day, though much of it fell in four to six hours."
58,Three people from injured near Hochheim after their car was swept off the road.
59,"The lower Guadalupe River crested at 42.3 ft(12.9 m) at Cuero, its second largest height on record."
60,A number of residents evacuated from the city as the river began to rise.
61,Flooding there damaged 40 homes and 4 businesses.
62,"Near Thomaston, a 72-year-old man was swept away by flood waters, but he survived and was found after four days."
63,"More than 2,000 head of cattle drowned, while crops such as hay and pecans experienced extensive losses."
64,"Damage in the county reached $2.4 million, including $1.4 million to property and $1.2 million to agriculture."
65,"In Gonzales County, the town of Cheapside observed 18 in(460 mm) of rain in a 24-hour period."
66,All creeks exceeded their banks and the Guadalupe and San Marcos rivers rose sharply; the former crested at a near-record height.
67,"Close to 200 people were rescued from their homes, vehicles, or isolated high spot."
68,"In the city of Gonzales, water from the rapidly swelling Tinsley Creek damaged approximately 30 homes and mobile homes and washed away dozens of cars."
69,About 50 homes and mobile homes in Waelder were flooded after multiple branches the Baldrige Creek overflowed their banks.
70,Several other dwellings in and around Leesville suffered water damage after the O'Neil Creek reached its highest level since at least 1936.
71,"Portions of several highways in the county were inundated, including U.S. routes 90 and 90A; Texas Highway 97; and Interstate 10 near Waelder."
72,"Agriculture also suffered severely, with hundreds of cattle lost."
73,Damage in the county was estimated at over $5 million.
74,"In Lavaca County, unofficial reports indicate that 19.96 in(507 mm) of precipitation fell at Dreyer in a 24-hour period."
75,Severe flash flooding was experienced along many creeks in the northwestern side of the county.
76,A flood wave moving down the Rock Creek caused severe damage to homes in Shiner.
77,Three teenage boys drowned after a home was washed away and demolished.
78,Two other deaths occurred in the city as a few cars attempted to cross the flooded U.S. Route 77A bridge.
79,"The Boggy Creek exceeded its banks, severing water and gas lines and washing away the Spoetzl Brewery bridge and nearby homes."
80,"Throughout Shiner, many cars and 118 homes were damaged, with several swept away."
81,"In Hallettsville, the Lavaca River crested at a record height of 41.2 ft(12.6 m)."
82,"Fifteen streets were particularly hard hit, with much of downtown being inundated by about 5 ft(1.5 m) of water."
83,"A total of 150 to 200 dwellings and 75 businesses were damaged, as were some local government buildings."
84,"The basement of the county courthouse was inundated with 8 ft(2.4 m) of water, damaging equipment and furniture, while the jail was flooded up to the second floor, forcing the evacuation of prisoners."
85,City Hall also received water damage.
86,Hundreds of cars were severely damaged or completely ruined.
87,A total of 18 homes in Moulton were damaged.
88,"Numerous roads were inundated and 17 bridges were washed away, including a bridge that was over 100 years old."
89,"Lavaca County suffered the worst impact from the storm, with damage reaching approximately $35 million."
90,"Portions of Fort Bend County received over 10 in(250 mm) of rain, particularly in Richmond, Rosenberg, and Sugar Land."
91,Some homes in low-lying areas south of Katy were flooded.
92,A number of motorists drove into deep ditches after the edge of the roads were obscured by water.
93,"More than 1,000 acres(400 ha) of fields of harvestable cotton were inundated."
94,"In Brazoria County, the city of West Columbia observed at least 10.5 in(270 mm) of precipitation."
95,"Bayous and creeks rose throughout the county, especially in rural areas."
96,"In Alvin, streets and low-lying areas were flooded, while several businesses and homes in Angleton received water damage."
97,"Rainfall totals of 6 to 11 in(150 to 280 mm) in much of Harris County elevated a number of bayos and creeks, some of which exceeded their banks and forced the evacuation of hundreds of people."
98,"The Metropolitan Transit Authority of Harris County suspended bus service for several hours, stranding approximately 80,000 commuters."
99,"In Aldine, over 100 students were required to stay at school until water on the streets could recede, while street flooding in Houston resulted in the cancellation of classes at University of Houston and Texas Southern University."
100,"Across the county, several dozen businesses, 1,250 homes, and 1,000 vehicles were damaged."
101,Three injuries occurred after a woman and her two children were submerged by water while in a pickup truck.
102,"In Galveston County, several major streets in Galveston, Hitchcock, La Marque, and Texas City were flooded."
103,"Dozens of dwellings in low-lying areas of La Marque and Texas City received extensive water damage, including 100 in the latter."
104,The La Marque City Hall was also damaged.
105,"In Galveston, flooding primarily affected the first floor of buildings damaged by the tornado."
106,"State Highway 6, a major route to the city, was inundated at Interstate 45."
107,"Throughout Texas, damage exceeded $56.2 million."
108,"Rainfall from the remnants of the depression spread into states farther east, including Alabama, Arkansas, Louisiana, Mississippi, and Tennessee."
109,"-Aftermath-
After the storm Bill Clements, the Governor of Texas, dispatched 20 National Guard personnel to Hallettsville on September 1 to prevent looting."
110,"The governor also requested a disaster declaration for Lavaca County, which was approved by American President Ronald Reagan on September 22."
111,"The declaration provided for 75% of the costs for assistance for individuals, families, and the public – including housing assistance for those eligible – with the remainder to be paid for by local and state governments."
112,Monetary aid also became available for the repair and restoration of public buildings damaged or demolished by the flood.
113,"The Federal Emergency Management Agency ultimately paid out nearly $21 million for aid, with applicants receiving an average of just over $7,600."
114,"In the months following the disaster, local, state, and federal officials discussed mitigation efforts and recommendations for Lavaca County."
115,-Notes-
