,sentences
35,"Outside of Christiansted, however, particularly between Kingshill and Recovery Hill, the cyclone damaged a fort, a hospital, a schoolhouse, and 63 homes to some degree, destroying 22."
36,Both Saint Kitts and Saint Thomas observed sustained windspeeds up to 81 mph(130 km/h).
37,"Although the storm also lashed Tortola with high winds, little impact occurred aside from one or two sloops being beached."
38,"Although considered one of the most severe 19th century tropical cyclones on Puerto Rico, it caused less impact than the Santa Ana hurricane of 1825, San Narciso hurricane of 1867, or San Ciriaco hurricane of 1899."
39,Scientist and scholar Benito Viñes went to Puerto Rico from Cuba to conduct a study to calculate the damages of the hurricane.
40,"A more recent study, published in 2004, determined that impacts on the island in some cases reached the equivalency of an F3 tornado, although F2-level damage was widespread."
41,The 1876 San Felipe hurricane became the first in which rainfall on Puerto Rico was measured using a rain gauge.
42,"San Felipe affected Puerto Rico for 10 hours, killing 19 people."
43,"However, historians suspected the Spanish Government withheld the actual damage and death toll data for Puerto Rico, due to the potential for commerce to suffer negative impacts."
44,"In San Juan, rainfall reached 4.71 in(120 mm) over a 24 hour period."
45,"In the city, the storm left few homes undamaged."
46,"Overflowing rivers and the storm itself carried away many bridges and caused significant losses to coffee, rice, and sugarcane estates."
47,"After the storm, authorities designated Junta Local de Beneficienca, or local groups to collect donations for storm victims in each town."
48,"The storm was called the ""San Felipe hurricane"" because it struck on September 13, the feast day of Saint Philip."
49,"Exactly 52 years later, Puerto Rico was struck by Hurricane San Felipe Segundo."
50,"Weather stations on Cuba reported decreasing atmospheric pressures, including 999 mbar(29.5 inHg) in Sagua La Grande."
51,Winds in the Bahamas reached 88 mph(142 km/h) at Cay Sal during the storm.
52,North Carolina observed sustained winds of 73 mph(117 km/h) at Cape Hatteras before the anemometer was disabled.
53,At least two drownings occurred in Onslow.
54,"Flooding, damage to buildings, and uprooted trees were reported from Wilmington."
55,A bridge across Market Street there was washed away.
56,"Many ships capsized, including one at Wrightsville Beach that contained 1,400 terrapin."
57,Cape Henry in Virginia observed 5-minute sustained windspeeds of 78 mph(126 km/h) and up to 8.32 in(211 mm) of rainfall.
58,"Of that, 7.18 in(182 mm) of precipitation fell on September 16, the highest daily total in the month of September."
59,"High tides impacted Washington, D.C., peaking at 7.9 ft(2.4 m) above low water datum."
60,"In Pennsylvania, gale-force winds impacted Philadelphia, downing many trees in the city, especially along east-to-west roads."
61,"Damage to awnings, chimneys, and signs was also common."
62,At least six stores partially lost their roofs.
63,"Winds also toppled some signs and sheds at the Centennial Exposition fairgrounds, though few large buildings suffered serious damage, with the exception of a hotel and restaurant."
64,"The New York Times declaring the cyclone ""one of the most severe ever known along the coast of New Jersey."""
65,"Damage on the barrier islands of Cape May County reached $30,000."
66,"In New York, rainfall flooded many basements and several streets in New York City, while winds felled trees that blocked other roads."
67,"Abnormally high tides capsized several small boats along the coast, especially at Staten Island, and about 250 bathhouses at Rockaway and many others at Coney Island were swept away."
68,"Additionally, The Sun reported that Hog Island ""is a thing of the past"" because ""the storm made a clean sweep"" of that island."
69,"Overall, however, The Sun noted that ""New York City gained more than she lost by the storm"" due to rainfall replenishing nearby waterways, with up to 2.4 in(61 mm) of precipitation at the New Croton Dam."
