,sentences
33,"Similarly, the 3000–4000 personnel constituting Marine Corps Air Station Cherry Point were evacuated inland; U.S. Army and Navy aircraft were also sent inland."
34,"As the hurricane was passing near the Outer Banks, hurricane warnings were extended as far north as Portland, Maine, and storm warnings were issued as far north as Eastport, Maine."
35,Precautions across New England and Mid-Atlantic states began in earnest once the storm began tracking northwards.
36,"Sixty buses were readied in Ocean City, Maryland to evacuate the seaside resort's permanent and tourist residents."
37,"The 3,000 residents of Fire Island, one of the barrier islands off of Long Island, were ordered to evacuate the islet."
38,"Nearby, the Brooklyn Red Cross Chapter began readying for possible relief work, stocking five mobile canteens with emergency rations."
39,The United States First Naval District were directed to have personnel and rescue craft on standby to respond to emergencies.
40,The Massachusetts State Police began relaying Weather Bureau bulletins to local public services via telecommunications.
41,Personnel on duty were called back to barracks for later deployment in relief operations.
42,The Massachusetts National Guard were ordered to standby and prepare for potential assistance of regional emergency services.
43,Other Massachusetts state agencies were also allocating resources to aid in relief operations.
44,"-Impact-
--North Carolina--
The hurricane passed east of North Carolina on the morning of September 14; while stronger winds prevailed offshore, parts of the North Carolina coast experienced Category 2 hurricane conditions according to the Atlantic hurricane reanalysis project.:"
45,"72  The peak sustained winds in the state were estimated by the project to have reached approximately 105 mph(165 km/h), with the high winds punctuated by higher gusts."
46,"The highest reported wind speeds in the state occurred at Hatteras, where 5-minute sustained winds peaked at an estimated 85 mph(135 km/h)."
47,"With the eye remaining mostly offshore, the resulting impacts of the hurricane in the state were limited to areas east of the 77th meridian west.:"
48,"72  The hurricane inflicted about $1 million in crop damage and $450,000 in property damage in North Carolina, with wind-related impacts accounting for most of the damage toll."
49,"More than 600 buildings were damaged in the central and northern coastal areas of the state, of which 108 were destroyed."
50,"The Weather Bureau enumerated 3,279 damaged buildings and 389 destroyed buildings across the state.:"
51,189  Telecommunications were also disrupted throughout the North Carolina coast between Morehead City and the state border with Virginia.:
52,1  One person was killed and 28 were injured statewide.:
53,"185 
The Outer Banks were particularly hard-hit by the passing storm; while the strong southeasterly winds accompanying the hurricane's approach pushed water from Pamlico Sound westward, opposing winds that followed the storm's passage caused the backed up water to surge back east, flooding villages in the Outer Banks.:"
54,"73  Storm surge along unprotected coastline destroyed hundreds of boats, damaged boardwalks, and deposited debris along the Carolina beaches."
55,"At Hatteras, the tide level crested at 7 ft(2.1 m) above the mean low tide.:"
56,189  The raised seas inundated coastal farmland and homes with 2–4 ft(0.61–1.22 m) of water.:
57,"73  At Avon, this surge of water accumulated between sand barriers surrounding the community, separating homes from their foundations and sending them adrift; 96 homes in Avon either sustained severe damage or were washed away.:"
58,"73–74  Rodanthe was also hard-hit, with the storm destroying the community's cistern water systems destroyed and leaving only two of its homes standing."
59,"At Roanoke Island, the storm tides reached 1 ft(0.30 m) higher than any previous storm on record there."
60,Manteo was inundated under 6 ft(1.8 m) of water while Wanchese at the southern end of the island experienced tides reaching 10 ft(3.0 m).:
61,"1  The island was also subjected to wind gusts as strong as 120 mph(195 km/h), contributing to widespread damage to homes and transportation infrastructure."
62,Many summer cottages along the beach at Nags Head were unroofed and all telecommunications and power lines along a 15 mi(24 km) stretch of the beach were blown down.
63,One person was killed at Nags Head after being electrocuted by a fallen power line.
64,"Surge and winds washed out 3,000 ft(910 m) of pavement along the causeway connecting  Roanoke Island and the North Carolina mainland; a second bridge crossing the same stretch of water was also heavily damaged.:"
65,"7 : 9  A towed barge was set adrift during the storm and collided with another highway bridge crossing an inland waterway at Coinjock, severely damaging the bridge.:"
66,"9  Gusts at Cape Hatteras reached approximately 110 mph(180 km/h),: 74  with the accompanying sustained winds reaching record-high velocities at Hatteras.:"
67,"189 
Winds of around 75 mph(120 km/h) brought down power and telephone lines in the Elizabeth City area, leaving the city without power for 10 hours."
68,"The strong winds razed homes in the region and along nearby beaches, though no deaths or injuries resulted from the hurricane's forces there.:"
69,1  The winds also broke aircraft away from their moorings at a Consolidated Vultee airbase.
70,"The Elizabeth City area incurred around $25,000 in damage while nearby Edenton incurred $10,000 in damage."
71,Substantial crop damage occurred around the Albermarle area.
72,Homes were unroofed as far south as Morehead City; trees and business signage in the city were also blown down by the winds.
73,"Power outages impacted New Bern, North Carolina."
74,"--Virginia--
The passing hurricane brought Category 2 hurricane conditions to eastern Virginia."
75,"Five-minute sustained winds at Cape Henry topped out at 86 mph(139 km/h) while one-minute sustained winds topped out at 128 mph(206 km/h), though the Atlantic Oceanographic and Meteorological Laboratory assessed that the latter value was not in concordance with other observations or may have been ""atypical of the circulation of the hurricane""."
76,A wind measurement of 134 mph(216 km/h) at Cape Henry nonetheless set a record for the region as the strongest winds measured within both the region and for the state of Virginia overall.
77,Gusts at Cape Henry may have reached as high as 150 mph(240 km/h).
78,A $5 million damage toll inflicted upon crops and a $1 million damage toll inflicted upon property comprised the $6 million damage toll resulting from the hurricane's impacts in Virginia.
79,"The hurricane damaged 2,132 buildings and destroyed another 31 according to the Weather Bureau.:"
80,"189 
The Richmond Times-Dispatch described the storm as one of ""unusual violence""."
81,Wind gusts in the Hampton Roads area exceeded 80 mph(130 km/h).
82,The Norfolk and Virginia Beach areas were the hardest-hit locales in Virginia.
83,Homes were damaged and telephone and power networks were disrupted in the two cities.
84,"The primary power line connecting Norfolk and Virginia Beach was knocked out, along with a Virginia Electric and Power Commission substation in Suffolk."
85,The 200 ft(61 m) transmission tower for the WSAP radio station in Portsmouth was blown down by the hurricane.
86,"The scale of the damage was relatively minor in Gloucester and Matthews counties, though the high tides raised by the passing storm forced coastal residents to evacuate to higher ground."
87,"--New Jersey Shore--
The hurricane was infamous for the amount of damage it caused along the New Jersey coastline."
88,"The shore towns on Long Beach Island, as well as Barnegat, Atlantic City, Ocean City, and Cape May all suffered major damage."
89,"Long Beach Island, Barnegat Island and Brigantine all lost their causeways to the mainland in the storm effectively cutting them off from the rest of New Jersey."
90,"Additionally both islands lost hundreds of homes, in particular the Harvey Cedars section of Long Beach Island where many homes in the town were swept out to sea."
91,In Atlantic City the hurricane's storm surge forced water into the lobbies of many of the resorts' famous hotels.
92,The Atlantic City boardwalk suffered major damage along with the Boardwalk Hall Auditorium Organ and the city's famous ocean piers.
93,Both the famed Steel Pier and Heinz Pier were partially destroyed by the hurricane with only the Steel Pier getting rebuilt.
94,Ocean City and Cape May also lost many homes in the storm with Ocean City's boardwalk suffering significant damage.
95,Larry Savadove devotes a whole chapter in his book Great Storms of the Jersey Shore to the hurricane and the imprint and lore it left on the Jersey Shore.
96,"Damage photographed in Atlantic City on 14 September 1944
--New England--
Rain totals of around 7 inches(180 mm) occurred in the Hartford, Connecticut area, and the city of Bridgeport saw the greatest official total at 10.7 inches(270 mm)."
97,"Tobacco and fruit damage in Connecticut totaled to about $2 million(1944 USD), with similar overall damage costs occurring in Rhode Island."
98,"More than $5 million(1944 USD) in damage which occurred on Cape Cod can be attributed to lost boats, as well as fallen trees and utility damage."
99,A total of 28 people died throughout New England as a result of the storm.
100,"In Bath, Maine, a 10-year-old boy was electrocuted when he came into contact with downed wires."
101,"In Augusta, Maine, a 40-year-old woman was run over by a bicyclist who was blinded by heavy rains."
102,4.34 inches of rain fell during the storm at Bates College.
103,"Many tree limbs were downed by high winds during the storm, and in Androscoggin County, Maine, 40% of the apple crop was destroyed."
104,"Hey Bonnie Hall, the mansion built by Russell Warren for the DeWolf family in Bristol, Rhode Island, was damaged beyond repair and demolished later in 1944."
105,"--USS Warrington and other ships--
The storm was also responsible for sinking the Navy destroyer USS Warrington approximately 450 miles(720 km) east of Vero Beach, Florida, with a loss of 248 sailors."
106,"The hurricane was one of the most powerful to traverse the Eastern Seaboard, reaching Category 4 when it encountered Warrington, and producing hurricane-force winds over a diameter of 600 miles(970 km)."
107,The hurricane also produced waves in excess of 70 feet(21 m) in height.
108,"The hurricane and the sinking of USS Warrington are documented in the 1996 book The Dragon's Breath - Hurricane At Sea, written by Commander Robert A. Dawes, Jr.(a former Commanding Officer of Warrington), and published by Naval Institute Press."
109,"In addition to Warrington, the Coast Guard cutters USCGC Bedloe(WSC-128) and USCGC Jackson(WSC-142) both capsized and sank off Cape Hatteras."
110,"Seventy-five men managed to escape onto life rafts from Bedloe and Jackson, but only 32 survived the rough seas and subsequent hours of exposure to be rescued two days later."
111,"The 136-foot(41 m) minesweeper YMS-409 foundered and sank killing all 33 on board, while the lightship Vineyard Sound(LV-73) was sunk with the loss of all twelve aboard."
112,"YAG-17, a full sized attack transport simulator permanently moored in Lynnhaven Roads, near Little Creek, Virginia, was wrecked."
113,"Finally, the hurricane drove the SS Thomas Tracy aground in Rehoboth Beach, Delaware."
