,sentences
42,They were expected to increase by 50 cents to $1 a kilo after Niran.
43,"Damage to farm infrastructure was labeled ""catastrophic"" and ""severe"" by locals."
44,"In production nurseries, shade houses and tree crops were damaged."
45,"Stephen Lowe, the council chief executive of the Australian Banana Growers’ Council, estimated about 5,000 hectares of crops were affected, and 150 farms were damaged; however, over 11,000 hectares(27,000 acres) may have been damaged, and clean-up could take upwards of a year."
46,Niran was estimated to have destroyed around one-third of Australia's banana crops.
47,"The highest recorded total for rainfall was in Clump Point, which saw 276 mm(10.9 in) of rain in 24 hours."
48,"--New Caledonia--
As the storm approached, New Caledonia was placed on high alert, as Niran was expected to cause severe damage in the country, especially on the main island of Grande Terre."
49,Authorities placed the entire island nation under a Level Two Tropical Cyclone Alert late on 5 March as the storm bore down on the country.
50,"Air Calédonie moved their entire fleet of airplanes to Brisbane, Australia, in order to protect them from the storm."
51,Waves as high as 13 metres(43 ft) were also expected for the western side of New Caledonia.
52,Niran caused extensive damage in New Caledonia during its close passage.
53,"39,000 households lost electricity in urban areas while roads quickly became impassable."
54,"Winds of up to 150 km/h(95 mph) affected portions of the country in its passage, despite the strongest portion of the storm missing the coastline."
55,"Two people were injured, including a child which was hit by shards of glass from a bay window."
56,"In the capital city of Nouméa, several ships were forced aground on the coast."
57,400 people were also housed in three evacuation centers.
58,"Another estimate placed over 69,000 total customers without power in the country."
59,"Rainfall was less than anticipated, with a report of 50 mm(2.0 in) of rain falling in six hours."
60,"Vegetation and crops were damaged as well, though the true extent of the damage is unknown."
61,"--Elsewhere--
High waves were also expected to affect Vanuatu, with wave heights up to 8 metres(26 ft) forecasted."
62,Heavy rain from the cyclone was also briefly forecasted to impact Vanuatu.
63,There were no reports of damage in the country.
