,sentences
19,"People ventured from the safety of their homes to do chores, go to town, attend school, or simply enjoy the relative warmth of the day."
20,"As a result, thousands of people — including many schoolchildren — got caught in the blizzard."
21,"The death toll was 235, though some estimate 1,000."
22,Teachers generally kept children in their schoolrooms.
23,Exceptions nearly always resulted in disaster.
24,"This cold front was so self-reinforced that it dropped temperatures as far south as Veracruz, Mexico, before dissipating."
25,Travel was severely impeded in the days following.
26,"Two months later, yet another severe blizzard hit the East Coast states: This blizzard was known as the Great Blizzard of 1888."
27,"It severely affected the east coast, in states like New York and Massachusetts."
28,"-The stories-
Plainview, Nebraska: Lois Royce found herself trapped with three of her students in her schoolhouse."
29,"By 3 p.m., they had run out of heating fuel."
30,"Her boarding house was only 82 yards(75 m) away, so she attempted to lead the children there."
31,"However, visibility was so poor that they became lost."
32,"The children, two 9-year-old boys and a 6-year-old girl, froze to death."
33,"The teacher survived, but her feet were frostbitten and had to be amputated."
34,"Seward County, Nebraska: Etta Shattuck, a 19-year-old schoolteacher, got lost on her way home and sought shelter in a haystack."
35,She remained trapped there until her rescue 78 hours later by Daniel D. Murphy and his hired men.
36,She died on February 6 or 7 due to complications from surgery to remove her frostbitten feet and legs.
37,"Near Zeona, Dakota Territory: The children at the local school were rescued."
38,Two men tied a rope to the closest house and headed for the school.
39,"There, they tied off the other end of the rope and led the children to safety."
40,"Mira Valley, Nebraska: Minnie Freeman safely led 13 children from her schoolhouse to her home, one and a half miles(2.4 km) away."
41,"A rumor that she used a rope to keep the children together during the blinding storm is widely circulated, but one of the children claimed it was not true."
42,"That year, ""Song of the Great Blizzard: Thirteen Were Saved"" or ""Nebraska's Fearless Maid"", was written and recorded in her honor by William Vincent and published by Lyon & Healy."
43,"In 1967, for Nebraska's Centennial Celebration, a Venetian glass mural of the Schoolhouse Blizzard of 1888 by Jeanne Reynal was installed on the west wall of the north bay in the Nebraska State Capitol building."
44,"The mural, in a semi-abstract style, portrays Freeman leading the children through the storm to safety."
45,"Ted Kooser, a Nebraska poet, has recorded many of the stories of the Schoolhouse Blizzard in his book of poetry The Blizzard Voices."
46,"Ron Hansen, a Nebraska-born author, follows the experience of the blizzard from a variety of perspectives in his short story ""Wickedness,"" featured in the collections Nebraska and She Loves Me Not."
47,"A 36-year-old Scottish immigrant farmer, James Jackson, just outside of Woodstock, Minnesota, discovered his cattle herd frozen to death in a 10-mile(16 km) stretch."
48,"Newspaperman Charles Morse, founder of the Lake Benton News, recounted, ""My sleeping quarters were on the second floor leading off a hallway at the head of the stairs... On arriving home I found the wind had forced open the door and the stairway was packed with snow, and when I reached my room I found my bed covered with several inches of snow which had filtered over the threshold and through my keyhole."""
49,"Pioneers William and Kate Kampen, who lived in a small sod house in Marion, Dakota Territory, were caught ill-prepared for the blizzard."
50,"They ran out of coal for their fire, so William was forced to leave for the town of Parker, some 23 miles(37 km) away to buy more coal and supplies."
51,He took two of his horses with him.
52,"While William was gone, 19-year-old Kate gave birth alone to their first son, Henry Royal Kampen, on January 8."
53,"While William was in town, the blizzard hit."
54,"Several of William's friends tried to persuade him to stay in town, but he knew he had to get back home to Kate, not knowing she had given birth."
55,The storm raged on as he tried to make his way back home.
56,"He stayed with his horses, but eventually, both of them died because the wind was so strong that both the horses suffocated."
57,"William was able to find a barn with pigs in it, and crawled in with them to try to keep warm."
58,"Meanwhile, Kate kept herself and the baby warm by staying in bed."
59,William finally made it back home to Kate and the baby after spending three days and nights out on the prairie alone.
60,"Lauren Tarshis published a book in February 2018 about the Children's Blizzard in her I Survived book series, focusing on a character named John."
61,"-Memorial book-
In the 1940s a group organized the Greater Nebraska Blizzard Club to write a book about the storm."
62,"The resulting book, In All Its Fury: A History of the Blizzard of Jan. 12, 1888, With Stories and Reminiscences, was edited by W.H. O'Gara."
63,"-Affected states and territories-
Dakota Territory
Nebraska
Kansas
Minnesota
Montana Territory
Wyoming Territory
Idaho Territory"
