,sentences
63,"--Erosion--
Although flash floods were fortuitously minimal, erosion nonetheless was substantial, and many miles of the 57-mile network of trails maintained by Los Alamos County were severely damaged."
64,Canyon bottoms in particular were clogged with fallen trees and boulders washed down from above.
65,"Erosion might have been far worse, had there not been timely intervention."
66,A Burned Area Emergency Response(BAER) team was assigned to assess the damage and to implement a rehabilitation plan to reduce further natural resource damage.
67,"During July 2000, about 7000 hydromulching and hydroseeding flights by air tractors were carried out on 1,600 acres(6.5 km2) of the burned area to reduce erosion and speed revegetation."
68,"A local trail work organization, Volunteer Task Force, devoted many thousands of hours to rebuilding trails and planting trees."
69,"Local school children made many thousands of ""seed balls"", which they broadcast in the burned areas to accelerate regrowth of the vegetation."
70,"To control erosion mechanically, Los Alamos County work crews laid thousands of trees across slopes, and chipped other trees."
71,"--Damage to buildings--
The presence of Los Alamos National Laboratory in and downstream of the burned area posed several unusual problems in remediation, beyond the ones resulting directly from destruction of some of the institution's buildings by fire."
72,"Other problems arose from fire-generated soot that seeped into buildings, shorting out electrical equipment and clogging HEPA filters necessary to the operation of clean rooms at some of the laboratories."
73,Resolving these problems took several years in some cases.
74,"Meanwhile, the Federal Emergency Management Agency(FEMA) mobilized to provide relief to the residents of Los Alamos who had been burned out of their homes."
75,"A compound of portable buildings(""trailers""), known locally as FEMAville, was constructed on undeveloped land near the county rodeo grounds on North Mesa, providing housing for hundreds of displaced residents."
76,Some residents complained about the timeliness and thoroughness of the FEMA response.
77,"The trailers became available only in late June 2000, after municipal utilities were completed and the trailers were delivered and hooked up to the utilities."
78,"By 2006, all the trailers were removed and most of the displaced residents were settled into new homes, although reconstruction of houses in the burned area continues as of 2008."
79,"In 2007, the former FEMAville site was proposed as a full-service RV park."
80,This proposal was soundly rejected by residents and the FEMAville acreage remains open space.
81,"--Adjacent communities--
Santa Clara Canyon, home to Puye Cliff Dwellings, was devastated by Cerro Grande."
82,"The people of Santa Clara Pueblo, who formerly earned income through tourism, now operate the Santa Claran Casino in Española, New Mexico."
83,"On June 20, 2000, residents of Isleta and Sandia Pueblos hired four environmental engineers to permanently work with the Cerro Grande Wild Fire aftermath."
84,"A 40-member forestry crew with members from the Eight Northern Pueblos has built 3,000 small dams(to minimize siltation of Santa Clara Creek), and planted one million trees on 3,500 acres(14 km2)."
85,"On June 21, 2000, the laboratory acknowledged measurements were 10 to 20 times above background levels but that analysis by it and other agencies still indicated all of the contamination came from natural radiation sources in vegetation that burned, principally from the decay of natural radon."
86,"An investigation funded by the New Mexico Environment Department(NMED) and the Department of Energy(DOE) concluded no significant increase in health risk from LANL-derived chemicals and radionuclides released in the air.[3]
-Future-
In August 2000, a review of the events leading up to the prescribed fire and how it was managed resulted in lessons learned and recommendations for fuel reduction from the US General Accounting Office."
87,"The far larger Rodeo-Chediski Fire in Arizona, as well as several other fires in the Western United States in 2002, completed the process of bringing forest fires into political focus, leading to the establishment of the Healthy Forests Initiative in 2003."
88,"This initiative remains controversial, and its applicability to the relatively sparse forests of the Jemez Mountains that were consumed in the Cerro Grande Fire is unclear."
89,"Clearly, though, significant thinning of the coniferous forest of the Jemez has occurred in the years following Cerro Grande."
90,"The evaluation of the aftermath of this fire points to a bigger problem, loss of land to poor handling of natural resources."
91,"At the time of the fire, the area of logged forest amounted to 100,000 acres, this in comparison to forest lost from prescribed fires amounting to 2 and half million acres.[4]
The GAO, Government Accountability Office, concluded that suppression tactics used by park service in response to fire were more apparently aimed at following through with the original goals of the prescribed fire and not minimizing the fire getting out of control.[5] The goal is to reduce the build up of dead wood and brush on the ground, called fuels, to minimize the risk of destructive wildfires spreading to surrounding communities."
92,"The local community has also taken many steps to prevent and protect against future wildfires, including removing vegetation around buildings to increase defensible space, replacing roof and sheathing materials(e.g."
93,"cedar shakes) with less flammable materials, and continued thinning and reduction of fuels in unburned wooded areas in and around town, particularly in the canyons below populated mesas."
94,"Inferno by Committee, a detailed history of the fire and what went wrong, was published by firefighter Tom Ribe in 2024."
95,Limelight Publishing ISBN p-978-1-4461-2440-6.
96,-Image gallery-
