,sentences
21,"Further north, although an area of the Darling Downs had had heavy rainfall in October, the wet season was very late and had not set in by December."
22,"-1980-
Heavy rains in East Gippsland in January proved a false forecast of what was to come, for in southeastern Australia February and March were exceptionally dry."
23,"Brisbane had its second-driest March on record, and apart from scattered areas the northern monsoon was modest."
24,"In the drier wheat country, many stations in the Mallee and adjacent parts of South Australia were completely rainless throughout the 1979/1980 summer, while the January rains that temporarily relieved the drought in East Gippsland did not reach Hobart."
25,"April began very warm and dry, but an extensive upper low followed by a vigorous cold front on the 22nd made this an extremely wet month in South Australia, far western New South Wales, western Victoria and northern Tasmania."
26,"However, in most of New South Wales this blocking high produced uninterrupted dry weather."
27,"At Canberra, it was the driest April on record, and a remarkable feature of the month was that the highest rainfalls in New South Wales occurred in the normally dry Western Division."
28,"A cyclonic storm in May led to floods on the North Coast, but from June drought again set in over the eastern coastal belt between Bundaberg and Hobart."
29,August and September were particularly dry.
30,In these months Sydney received only 15 millimetres(0.6 in) and water restrictions were imposed on the city's residents.
31,"Elsewhere in eastern Australia the winter had near normal rainfall but was exceptionally warm, while September's dryness extended to every part of the mainland except alpine areas and the southern coastline, where the mild, wet weather was producing good conditions despite the burden of agisting cattle from drought-stricken areas."
32,"Although October was very wet in South Australia, western Victoria, and southern Queensland, drought-affected areas of New South Wales did not get significant rain until December, when hot, humid and unsettled weather brought some relief from the driest February to November period over the southeast corner since 1915."
33,"Nonetheless, in most of the Hunter Basin, including Newcastle, 1980 was the driest year ever recorded."
34,In some stations on the South Coast it was the driest since 1888.
35,The wet season had also been very late over the tropics.
36,"-1981-
The hot, humid weather of December continued throughout summer."
37,"January saw the most active monsoon since 1974 over Queensland: Hughenden received 422 millimetres(16.6 in), or as much as 85 percent of its normal annual rainfall, while in the Wet Tropics rainfall was extraordinarily heavy: Babinda received a remarkable 2,560 millimetres(100.8 in) for the month."
38,"February was also wet, with Brisbane reporting its best rains since March 1974."
39,"In western Tasmania, however, unusually hot and dry conditions led to a very rare fire in the wet forests near Zeehan."
40,"In New South Wales, January was dry, but February saw very heavy rains that temporarily broke the long drought."
41,March and April were generally dry except for Tasmania and a belt of western New South Wales in March and the North Coast of New South Wales in April.
42,April was also very hot.
43,"However, the May to August period was exceptionally wet over Victoria(except East Gippsland), inland New South Wales and South Australia."
44,"A constant flow of powerful lows made this period the wettest on record over Victoria, and the Murray Basin experienced major flooding in August."
45,"May–normally a generally dry month–was also very wet in inland Queensland, with Hughenden receiving 107 millimetres(4.2 in) against a median rainfall of 4 millimetres(0.16 in), while July’s heavy southern rainfall also extended into that State."
46,"Although rainfall in the winter over the coastal belt was below normal, except on the South Coast of New South Wales February and May rains had already eliminated drought for the moment."
47,"However, except for November when Brisbane received a record total of 413 millimetres(16.3 in) and heavy rain extended as far south as inland Victoria, and useful rains over coastal New South Wales and Queensland in October and December, the last third of 1981 was very dry and hot."
48,"In the Western District of Victoria it was the driest such period since 1967, with some places having record low totals in both September and December."
49,"-1982-
The year again began with extremely hot conditions in southern Australia: in Melbourne, the mean maximum for the weekends of January to March was a remarkable 29.3 °C(84.7 °F)."
50,"Although February was exceptionally dry, rainfall for January and March was on the whole above average, with the northern inland of New South Wales having its wettest March since 1931 and dry conditions appearing relieved."
51,"April, however, saw dry conditions immediately return."
52,Large falls late in the month over the settled areas of South Australia and a heavy cyclone over the Wet Tropics were not followed up.
53,"Though in May Tasmania and West Gippsland had good rainfall, most of New South Wales and Queensland except for the Brisbane area was already very dry."
54,"With the 1982–83 El Niño event developing from June, things steadily became much worse."
55,Huge high-pressure systems over Australia ensured very limited rain and consistent severe frosts in June.
56,The month was the driest on record over many inland areas of New South Wales.
57,"July was much worse still, for apart from coastal areas there was almost no rain and in many areas of the wheat belt frosts reached levels never seen since temperature records began."
58,"Despite scattered July rainfall in East Gippsland, August was even worse, for the dry conditions were accompanied by quite remarkable heat as the anticyclones this time pushed hot, dry air from central Australia, with the only significant rainfall being on the Wet Tropical coast where Innisfail and Babinda had over 500 millimetres(20 in)."
59,"Late in the month temperatures reached 29.5 °C(85.1 °F) in Mildura and overall mean maxima inland were as much as 4°C(7°F) above normal, causing ripening of wheat crops that had failed to develop in the cold, dry weather of previous months."
60,"September saw useful rains over southwestern New South Wales, West Gippsland, and southeastern Tasmania, along with very heavy falls on the North Coast–but no rain fell in the wheat districts where the drought was already developing into a record dry spell."
61,"October again saw heavy rain on the North Coast, but was very dry elsewhere, while November apart from western Tasmania and a small part of the Wet Tropics was very hot and almost rainless apart from thunderstorms mid-month."
62,Bushfires broke out in East Gippsland and continued burning for several months.
63,"December saw some heavy thunderstorm rains in northeastern New South Wales and a single major rain event over the Port Phillip region and northeastern Tasmania, but extremely dry conditions continued elsewhere."
64,"For the nine months from April to December 1982, most of inland eastern Australia experienced its lowest rainfall on record, as did parts of the South Gippsland."
65,"In the North Wimmera district covering Victoria's best wheat areas, the 1982 rainfall for this period was less than half the previous record low."
66,"Many wheat crops failed completely for the first time in decades, and overall Victoria's yield was its lowest since 1944, while that of New South Wales was the lowest since 1957 and South Australia the lowest since 1977."
67,"-1983-
Although the year began with cool conditions over southeastern Australia, the monsoon was extremely weak in the north."
68,"February saw a turn back towards very hot weather, with Melbourne having three days over 40 °C(104 °F) for only the second time on record."
69,"A huge dust storm carried away 50 million tonnes of the topsoil from the Mallee and Wimmera, and then the Ash Wednesday bushfires ravaged the tinder-dry forests of southeastern Australia."
70,"More than 70 people were killed, while fires moved from Gippsland into the South Coast of New South Wales."
71,"Late February saw scattered very heavy thunderstorms over New South Wales, but the month was close to the driest on record over Tasmania and Victoria and very dry again over the tropics."
72,"The beginning of March, however, saw torrential thunderstorms over the settled areas of South Australia, flooding areas that were fire-stricken only two weeks beforehand."
73,"Hot, humid weather continued throughout eastern Australia for the next three weeks as the monsoon suddenly became extremely powerful."
74,"On 21 March, a powerful monsoonal low moved southwards, drenching western New South Wales and the South Coast, and then western Victoria, Gippsland and Eastern Tasmania."
75,"At Tanybryn in the Otways, 375 millimetres(14.8 in) fell for the 24 hours ending 22 March, flooding the rebuilt Great Ocean Road."
76,The month of March was the wettest since 1910 over most of the Mallee and Wimmera and since 1946 over the rest of western Victoria.
77,"Although the western slopes of New South Wales and most of eastern Queensland missed the heavy rains of March, both April and May were exceptionally wet over these regions as upper-level flows came in consistently from the north."
78,"The autumn of 1983 was the wettest over Queensland as a whole, and by May much of the Darling Downs was flooded."
79,"Steady, consistent rains for the rest of the year ensured a record wheat crop over most of Australia, with yields at levels that have never been equalled since."
