,sentences
55,By the evening of 2 January the Tropical low moved into the Joseph Bonaparte Gulf.
56,"On 3 January at 11 am ACST(01:30 UTC) the TCWC in Darwin, Australia, located near the edge of their Area of Responsibility, with TCWC Perth, declared a Tropical Cyclone Warning for the coastal areas from Mitchell Plateau in Western Australia to the Daly River Mouth in Northern Territory with a Tropical Cyclone Watch declared for coastal areas from the Daly River Mouth to Goulburn Island which also included Darwin."
57,Later that day a TCFA was issued by the JTWC who then upgraded the low to a Tropical Cyclone designating the cyclone 10S later that day.
58,"On 4 January at 8 am ACST(2230 UTC), TCWC Darwin upgraded the Tropical Cyclone Warning to include Darwin, by 11 am ACST(0103 UTC) the TCWC Darwin upgraded the Tropical low to Tropical Cyclone Helen which was located 380 km to the west/south west of Darwin moving towards the north East."
59,During the afternoon of 4 January Tropical Cyclone Helen was steadily moving towards the east to the Daly River Mouth region.
60,"At approximately 7 pm ACST(09:30 UTC) TCWC Darwin upgraded the intensity to 50 knots(Category 2), making landfall at Channel Point approximately 130 km southwest of Darwin at 10 pm ACST(12:30 UTC), It soon started to weaken due to interaction with land and it weakened into a tropical low on 5 January as it had become less organised."
61,"On 6 January the JTWC issued its final warning on Tropical Cyclone Helen, and then later that day TCWC Darwin followed suit and issued its final advisory on Tropical Low Ex-Helen as it approached TCWC Brisbane's Area of Responsibility."
62,The strongest wind gust recorded was at Charles Point Lighthouse with 120 kilometres an hour recorded during the Tropical Cyclone with Darwin Airport recording 102 kilometres an hour around 2 am ACST making it the first time since April 1985 for Darwin to experience Category 1 or more since Cyclone Gretel passed Darwin on 12 April 1985.
63,Damages from the storm amounted to an estimated A$21.5 million(US$15 million).
64,"--Tropical Low 07U--
On 31 December, the Tropical Cyclone Warning Centre(TCWC) in Perth identified a Tropical Low north north-west of the Cocos Islands, and began issuing shipping warnings."
65,"The low then moved south-west for the next few days, where it proceeded to enter an area of high vertical wind shear, and began to rapidly weaken."
66,The TCWC issued its final shipping warning on 2 January.
67,"--Tropical Low(17S)--
On 4 February, the Tropical Cyclone Warning Centre(TCWC) in Perth identified a Tropical Low South west of Christmas Island, and began issuing shipping warnings."
68,"Initially it was predicted that the system would intensify into a tropical cyclone but later on 4 February, the cyclone began to weaken with the final gale warnings being issued by TCWC Perth later that day."
69,Over the next few days the system drifted eastwards and then on 6 February began showing signs of intensification.
70,"The following day, the Joint Typhoon Warning Center(JTWC) issued its first advisory, designating the low as Tropical Cyclone 17S. Later that day TCWC Perth reinstated Gale warnings on the tropical low."
71,On 10 February The TCWC Perth and the JTWC issued their final advisories on the system.
72,"--Severe Tropical Cyclone Nicholas--
On 10 February, the Tropical Cyclone Warning Centre(TCWC) in Perth identified a Tropical Low near 16.0°S and 124.7°E, and began issuing tropical cyclone advisories on the system."
73,"On 12 February, the Joint Typhoon Warning Center(JTWC) issued a Tropical Cyclone Formation Alert on the developing system."
74,"Later in the day, the JTWC issued its first advisory, designating it as Tropical Cyclone 19S. Early on 13 February, the Tropical Cyclone Warning Centre in Perth upgraded the tropical low to a tropical cyclone and named it ""Nicholas""."
75,"On 16 February, Nicholas was upgraded to a Severe Tropical Cyclone, but it was downgraded back to a tropical cyclone on 18 February."
76,Nicholas squirmed around Western Australia before finally making landfall north of Carnarvon on 20 February.
77,"Once inland, TCWC Perth discontinued advisories."
78,"The cyclone caused gales over the North West cape in Western Australia, and the town of Exmouth was on high alert."
79,"--Tropical Cyclone Ophelia--
On 27 February 2008 the Tropical Cyclone Warning Centre(TCWC) in Darwin identified a Tropical Low near the Northern Territory, and began issuing tropical cyclone advisories on the system."
80,"On 29 February, the JTWC issued a Tropical Cyclone Formation Alert on the developing system."
81,"On 1 March, the JTWC issued their first warning on Tropical Cyclone 21S. The low moved into TCWC Perth's area of responsibility during the day."
82,"The low strengthened as it moved off the Kimberley coast, and was upgraded to Tropical Cyclone Ophelia by TCWC Perth."
83,Ophelia intensified to a Category 2 cyclone on the Australian scale early on 2 March.
84,"The JTWC briefly upgraded Ophelia to a Category 1 cyclone on the Saffir–Simpson scale later that day, but was downgraded to a tropical storm on the next advisory."
85,"Ophelia continued on a general south-westerly track parallel to the coast, and eventually weakened out to sea as TCWC Perth discontinued advisories."
86,"--Tropical Low 20P--
Early on 28 February, Tropical Cyclone Warning Center Brisbane identified a Tropical low which was located about 100 nmi(190 km) north-east of Townsville, Queensland and started issuing Gale Warnings on the low  Later that day the Joint Typhoon Warning Center(JTWC) issued a Tropical Cyclone Formation Alert on this tropical low which was located north-east of Australia."
87,"The next day, the JTWC issued its first advisory on the Tropical Low designating it as Tropical Cyclone 20P. Later that day, the JTWC issued its final advisory on the system noting the storm was becoming extratropical."
88,However TCWC Brisbane continued to issue warnings on this Tropical Low as it approached the edge of Brisbane's Area off responsibility.
89,On 1 March TCWC Brisbane issued its final Gale warning for the northern region as the Low moved into TCWC Wellingtons Area of responsibility.
90,"--Severe Tropical Cyclone Pancho--
On 23 March a Tropical low formed south-west of Christmas Island."
91,"The next day TCWC Perth, began issuing shipping warnings on the Tropical low."
92,"Later that day the JTWC issued a Tropical Cyclone Formation Alert, on the tropical low."
93,They then started issuing warnings that day designating it as Tropical Cyclone 26S. The low then intensified into a Tropical Cyclone and was named Pancho by TCWC Perth early on 25 March.
94,"The next day, Pancho became a severe tropical cyclone on the Australian scale, with Pancho rapidly intensified into a minimal Category four cyclone on the Australian scale on 27 March."
95,"However, during the 28th, Tropical Cyclone Pancho entered an area of increasing vertical wind shear and cooler sea surface temperatures and within a few hours it was downgraded back to a Category 2 cyclone on the Australian scale."
96,The cyclone then weakened back to a tropical low about 300 kilometres south-west of the Western Australian Gascoyne coast with gale-force winds remaining south of the low.
97,with both TCWC Perth and the JTWC issuing their final warnings on Pancho that day.
98,The remnants of Pancho produced much needed rains over the drought-stricken areas of SW Western Australia.
99,"Mandurah, Garden Island, and Rottnest recorded the highest rainfall totals during the event at 56.4 mm(2.22 in), 49.8 and 49.4 mm(1.96 and 1.94 in) respectively."
100,"The heavy rains caused some flooding along several roads, forcing officials to temporarily shut them down."
101,Large swells from the storm also washed rocks onto the roads near Exmouth.
102,"--Tropical Cyclone Rosie--
Late on 20 April, the JTWC, TCWC Jakarta and TCWC Perth all started to monitor a tropical low that had developed within the monsoon trough, about 1,030 km(640 mi), to the south-west of Jakarta, Indonesia."
103,"During 21 April, convection surrounding the system rapidly developed in generally favourable conditions and organized around a low level circulation centre."
104,"TCWC Jakarta and TCWC Perth then reported at 1500 UTC(2300 WST), that the low had developed into a category 1 tropical cyclone, before six hours later the JTWC followed suit and assigned it the designation 28S. However the cyclone was not named as Rosie, until early the next day after it had moved out of TCWC Jakarta's area of responsibility and moved into Perth's."
105,"As Rosie moved into TCWC Perth's area of responsibility, both TCWC Perth and the JTWC reported that the system had peaked with windspeeds of 95 km/h(59 mph), which meant that it was a category two tropical cyclone on the Australian scale and equivalent to a tropical storm on the SSHS."
106,"After it had been named, Rosie weakened into a category one tropical cyclone with the low level circulation centre became devoid of convection as it moved towards the south-southeast towards Christmas Island."
107,"However convection redeveloped over the system later that day, but failed to become sustained or organized, as a result TCWC Perth reported early on 23 April, that Rosie had weakened into a tropical low despite it having 10-min windspeeds of 65 km/h(40 mph)."
108,During that day convection and gale-force winds eventually became confined to the south-east quadrant of the cyclone before the JTWC and TCWC Perth issued their final advisories on Rosie during 24 April as all convection surrounding the system had weakened and dissipated.
109,"During its lifetime, the only area that Tropical Cyclone Rosie affected was Christmas Island which recorded 52.8 mm(2.08 in) of rain between 21 and 23 April."
110,"Early on 22 April, heavy swells of between 5–7 metres(16–23 ft) affected Christmas Island, and caused some damage facilities on the shore and tore a mooring from its anchor."
111,"--Tropical Cyclone Durga--
On 20 April, TCWC Perth and TCWC Jakarta both started to monitor a Tropical Low that was located within the South-West Indian Ocean about 2,847 km(1,769 mi) to the west of Jakarta, Indonesia."
112,"The low had developed within a monsoon trough of low pressure, however a moderate amount of northerly wind shear located over the system was hampering any further development of the system."
113,"Over the next few days as the low moved towards the southeast, the wind shear gradually decreased, which meant that convection was able to wrap around the system's low level circulation centre and help it develop into a category one tropical cyclone on 22 April."
114,"As the system developed into a category one tropical cyclone, it moved into TCWC Jakarta's area of responsibility who named it Durga."
115,"-Storm names-
At the start of the Tropical Cyclone Year in July, tropical lows that developed into tropical cyclones were named by one of the four tropical cyclone warning centres, which each had their own list of names."
116,"However, by January 2008, a fifth TCWC in Jakarta, Indonesia had become operational and subsequently in April 2008 named Tropical Low 23U, Durga."
117,"In November 2007, TCWC Port Moresby named Tropical Low 03U, Guba which was the first time that they had named a system since Tropical Cyclone Epi in 2002–03."
118,"During the season, TCWC Perth named 5 systems and identified a sixth that occurred in July 2007 that should have been named Lee operationally, while TCWC Darwin named 1 system and TCWC Brisbane named none."
119,"After the season, TCWC Perth, Darwin and Brisbane merged their naming lists into one list, while the names Guba and Helen were retired."
120,"--Lists--
TCWC Perth
Lee
Melanie
Nicholas
Ophelia
Pancho
Rosie
TCWC Darwin
Helen
TCWC Jakarta
Durga
TCWC Port Moresby
Guba
-Season effects-"
