,sentences
50,"Banff 37.8 °C(100.0 °F), Beaverlodge 40.5 °C(104.9 °F), Cochrane 35.0 °C(95.0 °F), Fort McMurray 40.3 °C(104.5 °F), Jasper 41.2 °C(106.2 °F), Grande Prairie 41.5 °C(106.7 °F), Hendrickson Creek 38.3 °C(100.9 °F), Nordegg 37.2 °C(99.0 °F), Red Earth Creek 40.1 °C(104.2 °F) all saw the strongest heat ever measured in these communities, most after breaking all-time records of the previous day."
51,"Calgary noted 36.3 °C(97.3 °F) on June 29 and July 1, which stopped just 0.2 °C(0.4 °F) short of the highest observed temperature ever and beating the all-time records for June and July."
52,"Edmonton also saw temperatures approach the absolute maxima – the city centre registered 37.0 °C(98.6 °F) on June 30, while the Edmonton International Airport, near Leduc, hovered around 33 °C(91 °F) from June 29 to July 1."
53,"---Territories---
In the Northwest Territories, on June 28, Nahanni Butte set a regional record at 38.1 °C(100.6 °F)."
54,"Two days later, Fort Smith, just north of the Alberta border, reached 39.9 °C(103.8 °F), which beat the previous all-time territorial record, registered in the same place in 1941."
55,It was also the new highest reliably recorded temperature above 60 degrees latitude.
56,"Yukon was largely bypassed by the heat wave, but on June 28, some areas in the territory went over 30 °C(86 °F), including Whitehorse(30.3 °C(86.5 °F)) and Teslin(31.1 °C(88.0 °F)), both of which were daily records."
57,"---Saskatchewan---
Saskatchewan's heat records were mainly concentrated in the northern parts of the province."
58,"Stony Rapids saw the mercury reach 39.8 °C(103.6 °F) on June 30, an all-time high."
59,"Record temperatures were also set at Key Lake Airport and Collins Bay Airport on July 1, both at 37.0 °C(98.6 °F), as well as in Uranium City(38.0 °C(100.4 °F))."
60,"July highs were also observed in these settlements on the first day of the month, breaking 26 daily records across the provence."
61,"Elsewhere, the heat arrived slightly later."
62,"Saskatoon reached 35.4 °C(95.7 °F) on July 1 and beat the monthly record the following day, at 40.5 °C(104.9 °F), a tenth of degree below the all-time record."
63,La Ronge registered an all-time high with a reading of 37.9 °C(100.2 °F).
64,"Regina, like most of the southern part of the province was spared the extremes reached in the northern parts, with a maximum of 35.0 °C(95.0 °F) on July 2."
65,"---Manitoba---
In a similar way to Saskatchewan, the majority of heat records(including all-time highs) were noted in the northern parts of the province."
66,"The remote community of Tadoule Lake observed a high of 38.1 °C(100.6 °F), beating the previous all-time record by 6.2 °C(11 °F)."
67,"A record high was also observed at Lynn Lake(38.0 °C(100.4 °F)), while Churchill, on the shore of Hudson Bay, registered 34.1 °C(93.4 °F), the highest temperature for July."
68,"25 daily records were set on July 3, including 35.0 °C(95.0 °F) in Winnipeg."
69,"---Ontario---
Northwestern Ontario did not see all-time high records beaten, but several daily records were pushed higher: on July 3, Thunder Bay saw a high of 34.3 °C(93.7 °F), Geraldton saw 33.6 °C(92.5 °F), while the hottest temperature was in Pickle Lake, at 35.2 °C(95.4 °F)."
70,"---Newfoundland and Labrador---
Weakened by interaction with the Hudson Bay waters, the heat wave still managed to beat some daily records in Newfoundland and Labrador."
71,"Hopedale registered 25.1 °C(77.2 °F) on July 5, while Happy Valley-Goose Bay reached 33.2 °C(91.8 °F) the following day."
72,"--United States--
The heat wave broke numerous records by large margins, particularly in the Pacific Northwest."
73,"Several large cities, including Portland, Seattle, and Spokane, experienced high temperatures far exceeding 100 °F(38 °C) and low temperatures higher than the area's normal daily high temperatures."
74,"The heat wave beat Washington's all-time heat record in Hanford(120 °F(49 °C)) and tied one for Oregon(119 °F(48 °C) at two places, including at Pelton Dam)."
75,"The same temperature was noted in Peshastin in Chelan County, Washington, where temperatures soared to 119 °F(48 °C) on June 29, slightly surpassing the previous all-time high for the state."
76,"---Oregon---
On June 26, Portland broke its previous all-time record high temperature of 107 °F(42 °C), set in July 1965 and August 1981, with a temperature of 108 °F(42 °C)."
77,"It topped that record again on June 27, with a temperature of 112 °F(44 °C), and on the following day, the temperature increased further to 116 °F(47 °C)."
78,"Salem, Oregon, reached 105 °F(41 °C) on June 26, its record high temperature for June."
79,"It then hit 113 °F(45 °C) degrees on June 27, breaking the record for the highest temperature ever recorded in that city, which was previously 108 °F(42 °C)."
80,"Salem then exceeded the previous day's record temperature on June 28, with a maximum temperature of 117 °F(47 °C)."
81,"However, not all the regions of the mid-Willamette Valley experienced extreme heat on June 28."
82,"Regions south of Salem, for example, did not see highs above mid-90s Fahrenheit on that day, likely due to cooler ocean air in the area."
83,"The Willamette Valley also experienced extreme overnight temperature drops(twice the size of normal fluctuations) due to cooler air coming from the ocean – Portland cooled a record 52 °F(29 °C) during the night, while Salem almost approached its all-time largest temperature swing, from 117 °F(47 °C) to 61 °F(16 °C)."
84,"---Washington---
Between 1894 when records began and June 2021, temperatures over 100 °F(38 °C) were only recorded three times; however, Seattle-Tacoma International Airport recorded three consecutive days of temperatures over 100 °F(38 °C)."
85,"The temperature rose to 104 °F(40 °C) on June 27, beating the previous record of 103 °F(39 °C), and the record was broken again the following day by a high of 108 °F(42 °C)."
86,The suburbs farther from the coast were even hotter – a local radio station in Maple Valley reported temperatures of 118 °F(48 °C).
87,"On June 26, Port Angeles recorded an all-time record high of 95 °F(35 °C)."
88,"The Quillayute Airport weather station, also on the Olympic Peninsula, reported 110 °F(43 °C) on June 28, exceeding its prior record by 11 °F(6 °C)."
89,"On Mount Rainier, normally freezing temperatures reached 73 °F(23 °C) degrees above 10,000 feet(3,000 m) on June 27."
90,The heat wave was blamed for greater glacier melt on Mt. Rainier than had been seen in the state in the past 100 years.
91,"East of the Cascades, several locations saw new temperature records set over a period of a few days."
92,"On June 29, Spokane, Ephrata and Omak all reached their all-time records, at 109 °F(43 °C), 115 °F(46 °C) and 117 °F(47 °C), respectively."
93,Extremely warm minimum temperatures were also recorded: Ephrata's thermometers did not go lower than 82 °F(28 °C) on June 29.
94,It was even hotter on and near the Oregon-Washington border.
95,"In The Dalles, Oregon and Dallesport, on either side of the Columbia River, daytime high temperatures reached 118 °F(48 °C), tying the then all-time record for the state of Washington and beating the June statewide record by 5 degrees Fahrenheit."
96,The same heat was measured in Tri-Cities on June 28–29.
97,The state's new official temperature record was set at 120 °F(49 °C) on June 29 in Hanford.
98,"The heat wave resulted in 128 all-time high temperature records set for individual weather stations across the state, including in Seattle."
99,"---California---
Temperature records were observed in the northern part of the state."
100,"South Lake Tahoe observed 91 °F(33 °C) on June 28, beating the previous June record, and tied or beaten daily records for three days in a row."
101,"In Redding, the temperatures soared to 114 °F(46 °C) on June 27, a daily record, while in Siskiyou County, Montague tied an all-time high for the county, at 109 °F(43 °C)."
102,Southern California was also impacted.
103,"Palm Springs registered 121 °F(49 °C) on June 27, surpassing the previous daily record, while other communities, such as Palmdale, Campo and Idyllwild, tied with them."
104,"---Idaho---
Being largely on the margin of the high pressure dome, Idaho did not see temperatures as extreme as elsewhere."
105,"In Lewiston, on the border with Washington, 115 °F(46 °C) was noted on June 29, beating an all-time June record and becoming the third-highest temperature in the history of recordings for the city."
106,Other localities in the Treasure Valley to the east were expected to sustain triple-digit heat for a week(which is in and of itself unusual) and in general to tie or beat daily records.
107,"Boise, for example, tied one for June 29(105 °F(41 °C)) and for June 30(104 °F(40 °C)), and also recorded nine consecutive days of temperatures exceeding 100 °F(38 °C), which tied the record for such a streak."
108,"Records were also beaten in the Idaho Panhandle, with Coeur d'Alene registering 109 °F(43 °C), which surpassed the previous highest temperature for June and equaled the all-time high for the city."
109,"---Montana---
Most of Montana was placed on heat advisories, but the areas that were most affected by the heat wave were on the extreme northwest and eastern parts of the state."
110,"Kalispell and Missoula registered temperatures of 101 °F(38 °C) on June 29, both daily records and 1 °F(0.56 °C) short of the record for June; Libby succeeded in doing so, setting the plank at 109 °F(43 °C)."
111,"In the eastern parts of the state, several daily records were also noted: Livingston reached 97 °F(36 °C) on June 30 and Miles City saw 105 °F(41 °C) two days later; Billings tied its 100 °F(38 °C) daily record on July 1 and had not fallen below 69 °F(21 °C) on July 3, while Glasgow bettered its July 1 record to 102 °F(39 °C), tied the daily high record the next day, and set the highest minimum temperatures on these days(72 °F(22 °C) on July 2)."
112,"-Deaths and injuries-
--Canada--
The heat wave was the deadliest weather event in Canadian history."
113,"Over 1,000 deaths occurred due to the direct consequences of the heat wave(such as hyperthermia)."
114,Most of the deaths occurred in Canada – about 600 more deaths than usual were noted in British Columbia and 66 in Alberta.
115,"Although excess death measurements are not guaranteed to be caused by a specific event, the Chief Coroner of British Columbia stated that 569 casualties could be attributed to heat, and that in the prior five years, only three heat-related casualties had been registered."
116,A later report put the heat-related death toll at 619.
117,A disproportionate number of heat-related deaths during the 2021 heat wave occurred in government-funded or licensed buildings such as long-term care facilities.
118,"Of the total heat-wave-related deaths, 47 people died in community living, assisted living or long-term care facilities."
119,"Further, 62 people died from heat exposure in social housing run or funded by the provincial government."
120,Eight individuals who lived at Vancouver Mental Health and Substance use housing died.
121,Records show indoor air temperatures in some long-term care facilities rose to over 30 °C during the heat wave.
122,Some hospitals were also unable to keep temperatures in a comfortable range for patients and staff.
123,"At least two Lower Mainland and one Northern hospital recorded indoor temperatures of over 32 °C in the emergency department, while an acute care floor at Lions Gate Hospital got as hot as 38 °C."
124,"In British Columbia, E-Comm emergency dispatchers answered nearly 15,300 calls on June 26-27, which was about 55 percent above normal for the month, and also dispatched ambulances 1,975 times on June 28 - the highest number ever recorded for the province."
125,"Delays for non-emergency calls reached up to 16 hours in extreme cases, and some ambulances were left inoperable due to a lack of staff, leading to hours-long delays."
126,"The handling of the crisis drew criticism from the paramedics unions, which forced Adrian Dix, the provincial healthcare minister, to change the leader of British Columbia's emergencies response management to Jim Chu, former Vancouver's police chief, and to appoint a chief ambulance officer."
127,"--United States--
In the United States, the death toll was lower but still in the hundreds: at least 116 deaths with confirmed heat-related causes in Oregon, at least 112 in Washington and one in Idaho."
128,The New York Times analysis suggested that almost 450 excess deaths in Washington and 160 deaths in Oregon occurred during the heat wave.
129,"On July 13, 2021, Multnomah County, Oregon published an analysis which found that a majority of deaths occurred in households which had no air conditioning or had only fans."
130,"The heat wave caused a surge in 9-1-1 calls and emergency department visits, with later analysis finding almost 2,800 heat-related emergency department visits made on July 25–30."
131,"In Portland, the number of calls and the response times doubled, setting a record for the area."
132,"Non-emergency municipal services were also strained—on June 26, the non-emergency health information service(2-1-1) could not respond to 750 heat-related calls due to lack of working staff."
133,Some deaths also occurred among those seeking cooling in the Pacific Northwest's rivers.
134,"Two swimmers in Salem, who were trying to escape the heat, went missing in the Willamette River, another did so in Portland, while in Washington, three people drowned."
135,"-Impact-
--Air conditioning--
The heat wave was a problem for major cities in the Northwest due to a lack of air conditioning."
136,"Seattle and Portland had the lowest and third-lowest percentage of air-conditioned households among major metro areas in the United States, respectively."
137,"In 2015, a U.S. Census Bureau survey found that only 33% of Seattle homes have air conditioning(A/C) units, but that number increased to 44% in the 2019 survey following an increase in 90-degree days."
138,The rate of air-conditioned households was even lower in British Columbia despite marked increases over the years – BC Hydro estimated that only 34% of the province's residents used air conditioning.
139,"In order to respond to the crisis, COVID-19 restrictions were waived for designated cooling shelters in Oregon, Washington, and British Columbia."
140,"Trying to stay cool, residents in the Pacific Northwest and Alberta rushed to buy A/C units, which significantly increased their prices(some double the normal), created long installation and delivery backlogs, and ultimately made them unavailable in many stores."
141,The pent-up demand for cooling forced electricity consumption to soar to record-high summer values.
142,"BC Hydro reported a peak of 8,500 MW, while several electricity providers in Washington also logged record values."
143,It also prompted many power utilities in the area to formally ask to conserve energy.
144,"The Idaho State Capitol voluntarily turned off lights as a result  and in the Spokane area, rolling power outages were used to reduce load on the grid."
145,"Some residents chose to shelter from the heat by booking rooms in hotels, which often ran out of air-conditioned accommodation."
146,"According to CoStar calculations, the search for cooled rooms made the hotel occupancy in British Columbia reach the highest levels since the beginning of the COVID-19 pandemic, while Washington County, Oregon(suburbs of Portland) hotels reported occupancy levels more than double the rate from 2020."
147,"--Infrastructure--
The heat wave strained and damaged the region's infrastructure."
148,It caused the sidewalks to buckle due to thermal expansion of concrete(57 sidewalks were damaged in Edmonton alone).
149,"In Washington and Oregon, damage was even more severe, leading to many road closures, including on some lanes of Interstate 5 and some state highways."
150,"In order to prevent thermal fatigue to Seattle's steel drawbridges, the city announced it would hose them down with cool water."
151,Public transportation also deteriorated in the sweltering conditions.
152,Trains on Link light rail and Sounder commuter rail in Seattle operated at reduced speeds as a precaution against possible deformation of railroad tracks and overhead lines.
153,"In the Portland metropolitan area, TriMet suspended MAX Light Rail and WES Commuter Rail service for part of June 27 and all of June 28 because the cables from which the light rail cars drew electricity had sagged."
154,Heat-induced rail distortion slowed down the passenger service on the route of the Amtrak Cascades.
155,"Moreover, school districts in Kamloops, Sooke(BC), Ephrata and Royal City(WA) all suspended school bus services, while Grant County, Washington limited the frequency of the buses under their management."
156,"Many schools changed, shortened, or cancelled their class schedules to avoid daytime high temperatures."
157,"On June 28, 15 school districts in British Columbia's Lower Mainland, including all districts within Vancouver, closed due to the heat and their lack of sufficient cooling infrastructure; COVID-19 vaccination sites also endured disruption because of the weather conditions."
158,"--Businesses and workers--
Local businesses faced a choice to continue to work under oppressive heat or make a day off."
159,"Some restaurants, food stands and cafés closed, fearing excessive heat at the workplace or spoilage of solid products."
160,"Similarly, numerous grocers were forced to shut down aisles and halt the sale of perishable goods or use plastic sheets as impromptu thermal shields, as refrigeration units failed under the load."
161,The businesses that decided to stay open often provided de facto sheltering from heat or converted parts of buildings to cooling centers.
162,"In a few cases, workers in California and Oregon protested the lack of air conditioning and staged local walkouts, and agricultural trade unions had also noted increased calls to strike."
163,"An SMS survey among 2,176 farmworkers in Washington(mostly in the eastern part of the state) conducted by United Farm Workers, a labor union, reported that almost all farmers did not consider protections mandated by the state OSHA sufficient."
164,"Among the surveyed, about two-fifths reported not having had shade, just under a third not having received heat illness prevention training and a quarter of respondents had no access to cool water."
165,"After Sebastian Francisco Perez, an outdoor farm worker in St. Paul, Oregon, died while at work, Oregon OSHA faced calls to enforce safety rules for dealing with the heat wave, which had been first drafted in May."
166,"In response, Oregon's governor, Kate Brown, directed the agency to enforce the safety regulations for 180 days pending permanent implementation."
167,"In Washington state, the heat wave prompted state agencies to roll out additional protections."
168,"The Washington Post reported that the federal Occupational Safety and Health Administration was also considering a set of heat-related safety rules, whose implementation was said to be a ""top priority"" for the Biden administration."
169,"--Culture and sports--
Sports events were disrupted by the heat wave."
170,"In Eugene, where the qualifiers for the 2020 Summer Olympics were held, the heat caused evacuation of the stadium in the afternoon and postponement of some events to the evening hours, as the temperature of the stadium's track exceeded 150 °F(66 °C)."
171,"Among other disruptions, a public swimming pool in Seattle's Rainier Beach neighborhood was closed due to dangerously high deck temperatures, so was a senior's center in Rathdrum, Idaho and a golf course on Vancouver Island."
172,Some local concerts and outdoor events were also moved to avoid the heat.
173,"--Agriculture--
Farms experienced serious losses, as the heat wave baked the fruits and berries or otherwise destroyed the crop and the drought conditions worsened."
174,10 million pounds of fruit per day were being harvested in the Pacific Northwest at the time the heat wave struck.
175,"Farmers in Eastern Washington, facing a loss of the cherry and blueberry crop, sent workers into orchards at night to avoid the heat in the day."
176,"The British Columbia provincial fruit growers association estimated that 50 to 70 percent of the cherry crop was damaged, effectively ""cooked"" in the orchards."
177,"Raspberry and blackberry farms in the Lower Mainland, Oregon and Washington have also endured losses, with estimates as high as 90% of raspberry crops damaged."
178,"Lettuce producers in the Okanagan Valley were also reported to be struggling with spoilt crops, as were those who grew Christmas trees and apples."
179,"In contrast, grapevines in Oregon and Washington did not seem to have sustained much damage, and corn in Skagit County, Washington was growing ahead of schedule."
180,"Farmers in the United States have also seen reduced yields of soft wheat, which additionally saw the quality deteriorate(68% of wheat harvest in the Pacific Northwest was estimated by the USDA to be of poor or very poor condition)."
181,"In the Prairie provinces, an infestation of grasshoppers is threatening cash crops and farmers were reported to be struggling with feeding cattle as hay and forage was found to be in short supply."
182,"In Canada, the government of Saskatchewan extended additional drought support for farmers."
183,"In Alberta, lack of rain and excessive heat saw some grain plants catch fire, which has put the harvest in jeopardy."
184,"Further east, St. Laurent and Armstrong, Manitoba declared a ""state of agricultural disaster"" as the heat wave worsened the drought in the region, whose water reserves were already depleted."
185,"--Environment--
---Wildfires---
The heat event sparked significant fires across the West Coast and Western Canada."
186,"One of the first fires to have struck the region was the Lava Fire, which eventually burned around 26,300 acres(106 km2) in the west of Mount Shasta, California."
187,"Some of the largest fires, such as the Beckwourth Complex Fire, grew over 100,000 acres(405 km2)."
188,"Strong winds, which were causing fire tornadoes in some places, and dry vegetation hampered efforts to contain the fires."
189,"This led to road closures, such as the U.S. Route 97 and the North Cascades Highway, suspension of airport operations in Redmond, Oregon, and evacuation of settlements adjacent to the fires."
190,"The winds were so strong that residents of Medford, Oregon, c. 80 mi(130 km) north of the fires, reported having seen ash falling from the sky."
191,"In British Columbia, 300 fires were ravaging the province, and the wildfire season destroyed around 2,230 km2(860 sq mi) of forests by July 15, 2021."
192,"Pyrocumulonimbus clouds formed due to such extensive burning, producing several hundred thousand lightning strikes in one day and further complicating efforts to contain fires."
193,"Among the most known fires was the Lytton fire, which started on June 30 in British Columbia."
194,"The city of Lytton, which had beaten national heat records in the previous days, was ordered to be evacuated alongside several First Nations reserves."
195,"The town was eventually overrun by the fire, where it caused widespread destruction to the buildings."
196,"A local MP, Brad Vis, estimated damage to the settlement at 90%, while a local resident said that only ""four or five houses, the post office and the church were still standing""."
197,"The fire damaged roads, telecommunication and power facilities as well as the railway that comes through the settlement; and two people were killed sheltering from the flames."
198,"The fire in the settlement forced the closure of a section of British Columbia Highway 1, part of Trans-Canada Highway, as well as Highway 12, which ends in Lytton."
199,"Despite deployment of more than 17,000 firefighters by mid-July, the size and number of the fires grew."
200,"Almost 1,000,000 acres(4,050 km2) of forest were consumed by large wildfires, and more than 2,250,000 acres(9,110 km2) were burnt in the United States as of July 15."
201,"The intensity of the fires moved the US fire preparedness alert level to 5(highest) by July 14, which was an early start of the wildfire season."
202,"In addition to that, the Governors of Oregon, Washington, and Idaho declared states of emergency due to the extreme risk of wildfires."
203,"The Canadian army officials set up a coordination center in Edmonton in order to assist wildfire actions in British Columbia, which would be directed until July 19."
204,"As the extreme heat and dry conditions persisted, scientists, firefighters and various politicians urged residents not to use fireworks during Independence Day celebrations in the Western United States and on Canada Day in Alberta."
205,"In addition to that, Washington and British Columbia enacted state-/provincewide bans on most open fires."
206,Other areas such as Idaho and Manitoba used more localized approaches to burn restrictions.
207,"As of September 14, 2021, the National Interagency Fire Center(NIFC) reported that 44,647 wildfires in the United States had burned 5.6 million acres of land."
208,"Similarly, the Canadian Interagency Forest Fire Centre(CIFFC) announced that 6,317 wildfires burned 10.34 million acres."
209,"Due to the earliness and severity of the wildfire season, the United States and Canada were unable to provide each other with aid to jointly combat fires."
210,"Initially, the NIFC declared that the United States and Canada had a preparedness level of 5, meaning it had the potential to exhaust firefighting resources."
211,"However, by September 20, 2021, the national preparedness level was reduced to 4 and 1 for the United States and Canada, respectively."
212,"Prior to the start of the extreme heat wave, wildfire risk was greatly elevated by existing weather conditions."
213,"In April 2021, the North American wildfire season was predicted to be severe due to record drought conditions and high spring temperatures in the West."
214,"In May, more than 75% of the western United States experienced drought conditions, with 21% of these conditions being deemed as ""exceptional drought"", which is the most extreme level of drought."
215,These extreme conditions result in a lack of moisture on the ground that is imperative for combating wildfires.
216,"In Arizona, there were 311 early wildfires in the first four months of the year, compared to 127 in the same period in 2020."
217,"In July 2021, haze from West Coast fires resulted in air quality alerts in East Coast cities."
218,"In Montana, evacuation orders had displaced around 600 people by early August."
219,"On October 21, the national preparedness level was lowered to 1, while by November 5, a total of 48,725 wildfires had burned more than 6.5 million acres across the United States, according to the National Interagency Fire Center(NIFC)."
220,"---Glacier melt---
Extreme temperatures were also noted for mountain regions, which accelerated the melting of glaciers."
221,"Extensive melting occurred in the snowcaps of Banff National Park, which a glaciologist estimated that the Albertan snow from the mountains melted three times faster than usual."
222,"On Mount Rainier, the heat wave caused the mass of the snow cap to shrink by 30%, and Washington's glaciers in general have come through what glaciologists say to be the strongest melting episode in 100 years."
223,"Additionally, the increased melting of glaciers caused high amounts of runoff to be present within some rivers."
224,"The unexpected snowmelt resulted in extensive flash flooding down the creeks and rivers fed by the glaciers, triggering evacuation orders."
225,"---Wildlife and fisheries---
As the surrounding air was extremely hot, water temperatures rose, which proved to be a hazard for aquatic wildlife."
226,"On the Pacific shore, temperatures in the intertidal zone reached up to 122 °F(50 °C) and more than a billion seashore animals, like clams, barnacles and oysters, died as a result of heat wave, impacting water quality."
227,"The deaths also impacted seafood producers, who faced losses of produce as it baked in the heatwave and started rotting."
228,"Inland, the population of sockeye salmon in Idaho rivers was preventatively caught out of water as increasing temperatures made it prone to disease; some salmon was also transported to cooler waters in the Columbia River."
229,"Fish kill, however, was not prevented in Alberta and appeared earlier than expected."
230,"The heat wave caused an increase in vibrio bacteria levels in oysters in the Pacific Northwest, causing a record number of people to be sickened from vibriosis, an intestinal disease caused by the bacteria."
231,"As a result, the Washington State Department of Health urged people not to eat raw oysters and other shellfish from the region."
232,"On the land, trees in Metro Vancouver dried up and started shedding leaves; the same happened to the fir canopy in Oregon on the side where the trees faced the sun."
233,"In Seattle, nearly a hundred juvenile terns, whose nests were on top of an industrial building, died when they plunged to the pavement below, presumably trying to escape the heat - those that survived were treated for burns."
234,"Scores of British Columbian raptors, apart from heat exhaustion, suffered from dehydration and starvation."
