,sentences
72,"The greatest losses took place in the agricultural sector, with a 700 km(430 mi) stretch of sugarcane country suffering damage."
73,Roughly 80 percent of the sugarcane crop in the Herbert River District was destroyed with the remaining crops damaged.
74,"Insurance companies initially estimated that claims could match those from Cyclone Oswald in 2013; however, insured losses only reached A$8.4 million(US$7.9 million)."
75,"--New Zealand--
The remnants of Ita brought heavy rains and strong winds to much of New Zealand on 17 April."
76,"Winds, peaking at 130 km/h(81 mph) in Westport, downed many trees and power lines."
77,"Much of the country experienced gale-force winds, though the North Island and northwestern areas of the South Island bore the brunt of the storm."
78,"Numerous cars were rolled by the winds, including one which was blown off a bridge over the Haast River."
79,Buses transporting workers from the Stockton Mine were also knocked over.
80,Much of Westport was isolated by downed trees and the whole Buller District was left without electricity when the transmission lines were damaged.
81,"In Auckland, tidal and flash flooding closed several roads and trapped residents."
82,Gusts on the Auckland Harbour Bridge peaked at 100 km/h(62 mph).
83,"Throughout Auckland, at least 15,000 people were without power."
84,Entire hillsides reportedly collapsed in rural areas of Clarence and Ward.
85,"Agricultural damage in parts of the South Island were compared to Cyclone Bola in 1988, a storm regarded as one of the worst to ever strike New Zealand."
86,"Throughout the Grey District, 39 homes were rendered uninhabitable while at least 60 other structures sustained varying degrees of damage."
87,Losses in the district were estimated to be in excess of NZ$20 million(US$17.1 million).
88,"Throughout New Zealand, insured losses amounted to NZ$55.3 million(US$42.9 million)."
89,"-Aftermath-
In November 2014, the name Ita was retired from the list of names in the Australian basin and replaced with Ivana."
90,"In a situation unusual for a cyclone name, a second unused name on the pre-2014 list, Ira, would also be replaced at the same time by Irving due to similar spelling and pronunciation."
91,Irving would ultimately be used for the first time in the 2017-18 season.
92,"--Solomon Islands--
Soon after the floods, Honiara and Guadalcanal were declared disaster areas by the Solomon Government."
93,"Debris left behind by the floods initially hampered relief efforts, with the runway at Honiara International Airport blocked by two destroyed homes."
94,Food supplies started running low as the Red Cross provided aid to the thousands homeless.
95,"The airport was reopened on 6 April, allowing for supplies from Australia and New Zealand to be delivered."
96,Roughly 20 percent of Honiara population relocated to evacuation centers as entire communities were swept away.
97,"New Zealand offered an immediate NZ$300,000 in funds and deployed a C-130 Hercules with supplies and emergency response personnel."
98,"Australia donated A$250,000 on 6 April and sent engineers and response teams to aid in relief efforts."
99,"On 8 April, Australia increased its aid package to A$3 million while New Zealand provided an additional NZ$1.2 million."
100,"Papua New Guinea and Taiwan provided PGK 1 million and US$200,000 in funds, respectively."
101,"In the immediate aftermath of the floods, there were fears that the flooding could worsen an already ongoing dengue fever outbreak and cause outbreaks of diarrhea and conjunctivitis."
102,"Over the following two months, a widespread rotavirus outbreak unfolded in Honiara, Guadalcanal, and Gizo, with more than 1,000 people falling ill."
103,"Severe cases of diarrhea became common among children, with 18 dying as a result in early June."
104,"By mid-July, the outbreak was fully contained with no further cases of the disease."
105,"Additionally, 24 people contracted leprosy in Honiara within a shelter."
106,"--Papua New Guinea--
On 15 April, Papua New Guinea Prime Minister Peter O'Neill and Speaker of Parliament Theo Zurenuoc provided PGK300,000(US$113,700) in funds to Milne Bay Province."
107,The Papua New Guinea Defence Force was dispatched to deliver relief supplies to the region.
108,Damage surveys were conducted simultaneously using the Defense Force's helicopters to determine the areas in need of the most immediate aid.
109,Ten relief teams were dispatched on 16 April to assist with clean up efforts.
110,The nation's health office also warned of the dangers of post-storm diseases due to damaged sewer systems.
111,Communications with the outermost islands of the province remained difficult and limited to short-distance radio.
112,"By 17 April, a barge with 57 bales of rice was sent to Wari island where thousands of residents were in need of food."
113,"--Australia--
Owing to the severity of agricultural damage, the average cost of avocados, bananas, iceberg lettuce, and papayas increased."
114,"--Earthquakes--
On 4 April(5 April local time) a 6.0 MW earthquake, with its epicenter on Makira Island, struck the Solomon Islands."
115,"Though no reports of damage were received in relation to it, officials were concerned about the possibility of landslides resulting from it."
116,"Two more large earthquakes, a 7.1 MW followed by a 6.5 MW, struck near the region on 11 April; resulting in two deaths and causing significant damage in parts of Papua New Guinea."
117,"On 12 April, a 7.6 MW earthquake occurred just south of Makira Island and was followed by a 7.4 MW the next day."
118,"Though the earthquakes only produced a localised tsunami, with limited effects, they prompted evacuations and delayed relief efforts across the Solomon Islands."
119,"Another tsunami warning was issued on 19 April following two more large earthquakes, 6.6 MW and 7.5 MW, near Papua New Guinea."
120,-Notes-
