,sentences
23,"24 hours later, the system reached the Mozambique Channel, moving westward at 7 knots(13 km/h; 8.1 mph), and the MFR upgraded it back to a tropical storm at 06:00 UTC on 9 March, with 10-minute sustained winds of 45 knots(83 km/h; 52 mph)."
24,"Gombe, driven by a subtropical ridge south of the Channel, continued to move westward, and the MFR observed an improved cloud pattern, upgrading it to a Tropical Cyclone at 06:00 UTC on 10 March, estimating maximum 10-minute sustained winds of 65 knots(120 km/h; 75 mph)."
25,"Gombe then began a period rapid intensification, and the MFR upgraded the storm to Intense Tropical Cyclone, with peak 10-minute sustained winds of 90 knots(170 km/h; 100 mph), and a minimum central pressure of 960 hPa(28.34 inHg) midnight on 11 March."
26,"At the same time, the JTWC estimated peak 1-minute sustained winds of 100 knots(190 km/h; 120 mph), which made it a Category 3 cyclone on the Saffir-Simpson scale - the storm strengthened approximately 35 knots(65 km/h; 40 mph) within 18 hours."
27,"The storm made landfall in Nampula Province of Mozambique, the first major cyclone to do so since Cyclone Jokwe of 2008, and subsequently weakened significantly."
28,"The MFR downgraded the storm to an Overland Depression for the second time on 06:00 UTC the same day, with the JTWC tagging the system as a high-end Category 1-equivalent."
29,"The storm continued to move inland into Mozambique, and the MFR issued their last advisory on Gombe a day later, and the JTWC issued their final advisory at 18:00 UTC on 12 March."
30,"In the advisory released on 17 March by the MFR, what was left of Gombe reorganized itself into a tropical depression as its entered Mozambique channel."
31,"However, later that same day, the MFR issued their final advisory on Gombe."
32,"-Preparations-
--Mozambique--
Red warnings were issued for Nampula and Zambezia provinces as the storm neared."
33,Several establishments and institutions were closed prior to the storms arrival.
34,"Storm surge of 1–2 meters was forecasted along the coast, with the highest rainfall accumulations being over 600 mm(2.0 ft)."
35,CARE International prepared response efforts with the National Institute for Disaster Management.
36,"Approximately 55,000 people were exposed to fluvial flooding."
37,"-Impact-
--Mozambique--
The storm made landfall near where Tropical Storm Ana had struck only six weeks prior, which worsened the storm's lasting effects."
38,Several districts remained inaccessible for days after Gombe.
39,"In Nampula Province, heavy winds uprooted trees and ripped roofs off of various public buildings."
40,"Electricity and mobile phone services were disrupted, which made communication in impact areas difficult."
41,"In Zambezia Province, the bridge connecting the administrative posts of Mulela and Nabur to the village of Pebane collapsed."
42,"This left 32,000 people isolated from the posts, and caused scarcities in sanitation, food, and water."
43,"In a preliminary satellite estimate, about 3,180 hectares of land were flooded."
44,"Across the country, at least 500,000 people have been affected by Gombe."
45,"A total of 45,079 houses have been completely destroyed, two bridges collapsed, and 41 health units were severely affected."
46,"691 classrooms in 301 schools have been damaged in the country, affecting over 75,607 students and 1,221 teachers."
47,"More than 300,000 families within 20 districts of Nampula province experienced power outages."
48,"On the Island of Mozambique, six people died and several centuries-old trees were uprooted."
49,Some roads were completely stripped away by the storm.
50,"Gombe affected around 7,000 people on the island, and impacted 5,500 houses."
51,"100 classrooms were damaged there, affecting 13,000 pupils, and flooded 2,800 hectares of crops."
52,Quelimane received 218 mm(8.59 in) of rainfall within 24 hours.
53,"In the Mossuril District, Lunga was heavily affected and unreachable by land for a long time."
54,"Preliminary data stated that around 1,600 temporary relief shelters set up for the aftermath of Gombe were damaged, some blown away and destroyed, with the majority left in need of repair."
55,"The cyclone left over 23,994 people displaced, and severely damaged 2,741 electric poles, and 707 km(439 mi) of roads."
56,"Nationwide, 736,015 people were directly affected by Cyclone Gombe; 63 people died and 108 suffered injuries."
57,A tropical cyclone model estimated the damage at US$81.9 million.
58,"--Elsewhere--
In Malawi, heavy rain and infrastructure damage was reported."
59,At least 7 people have died in the country; with one in the Mangochi District being a 28-year-old man who was washed away by a flooding river.
60,"The cyclone reportedly caused ""heavy damage"" in 10 districts, mostly in the southern portions of the country."
61,"A police station, an immigration office, and other buildings were submerged in floodwaters in Mulanje District, with cut-off roads in other areas hampering communication and rescue efforts."
62,"In Madagascar, at least two people died and one person reported missing."
63,"-Aftermath-
--Mozambique--
39 centers for 23,994 displaced people were opened by the National Institute for Disaster Risk Reduction and Management, and about 360 tons of essential items were distributed right after the storm passed."
64,"These centers were built with Adobe, which cannot withstand heavy rains."
65,Health care workers reported increased cases of malaria and waterborne diseases amongst those affected.
66,"The storm also greatly affected those impacted by the ongoing humanitarian crisis in the northern section of the country, and immediate resources could only support an estimated 100,000 people."
67,-Notes-
