,sentences
173,Crops were destroyed and the island's supply ship was sunk.
174,"--Typhoon Mamie--
On November 17, Tropical Storm Mamie developed over the open Pacific Ocean, in a way similar to Typhoon Lola's formation, but moved northwest instead."
175,"As soon as Mamie began to curved north, it attained its maximum sustained winds of 125 mph and minimum central pressure of 960 mbar."
176,But then it moved east-northeast and rapidly weakened.
177,"Mamie moved north and became extratropical on November 24, and dissipated on November 25."
178,"-Season statistics-
--Impact--
This table summarizes the death toll for selected cyclones."
179,This table is restricted to storms that threatened land only.
180,The color behind the date and location of landfall indicates its strength at that landfall or near miss.
181,"-Storm names-
The names use are the same as when they were last used, except for Virginia and Wendy, which replaced Vae and Wilma."
182,"One eastern Pacific storm, Hurricane Della, crossed into this basin."
183,"It became Typhoon Della, keeping its original name(even though its name was from the West Pacific list) and ""C"" suffix."
184,"In addition, Hurricane Nina formed in the Central Pacific, and remained in the basin."
185,It received a name on the West Pacific list; but doesn't count as part of the 1957 Pacific typhoon season.
