,sentences
39,"At 18:00 UTC on September 9, the cyclone weakened to a tropical storm while also losing convective coverage."
40,"After the remaining showers and thunderstorms detached from the low-level circulation, Linda transitioned into a post-tropical cyclone around 12:00 UTC the following day while situated about 260 mi(415 km) west-southwest of Punta Eugenia, Baja California Sur."
41,"The remnants weakened over the next few days, until degenerating into a trough while still well west of Baja California on September 14."
42,"-Impact and aftermath-
--Mexico--
The outer bands of Linda brought rainfall to nine states across Mexico: Baja California, Baja California Sur, Colima, Jalisco, Nayarit, Sinaloa, Sonora and Zacatecas."
43,"Within Sinaloa, flooding affected the municipalities of Angostura, Culiacán, Mazatlán, Rosario, and Salvador Alvarado."
44,Rainfall accumulations peaked at 7.4 in(187 mm) in Rosario.
45,"Flooding affected approximately 1,000 homes in the state with hundreds damaged, prompting dozens of families to evacuate."
46,Several small communities were temporarily isolated as flood waters covered bridges.
47,Civil officials declared an emergency for the municipalities of Rosario and Salvador Alvarado in the wake of Linda.
48,Scattered power outages occurred in Mazatlán city.
49,"Scattered thunderstorms in Oaxaca resulted in multiple landslides and flooding, prompting closure of several highways and damaging more than a dozen homes."
50,"Localized flooding attributed to Linda in Zacatecas damaged crops and 25 homes; losses reached MXN$500,000(US$27,000)."
51,"Waves of 6.6 to 9.8 ft(2 to 3 m) likely impacted coastal areas of Baja California, Baja California Sur, Sinaloa, and Sonora."
52,"Additionally, Linda passed roughly 100 mi(155 km) west of Socorro Island on September 7; sustained winds reached 28 mph(45 km/h) with gusts to 41 mph(66 km/h)."
53,"--United States--
---California---
Monsoonal moisture pulled north from Linda to produce thunderstorms across portions of California starting on September 8."
54,"Victorville and Hesperia, started on September 8 had knocked out electricity."
55,Flooding and rock slides prompted numerous road closures.
56,One person drowned in the San Bernardino National Forest.
57,"Moisture from the hurricane's remnants partially contributed to an enhanced monsoon across the Southwestern United States, combining with a seasonable upper-level trough to bring above-average rainfall to many areas."
58,"Strong winds from a thunderstorm on September 14 knocked five rail cars off their track, costing insurance companies $1.2 million."
59,"On September 15, Los Angeles received 2.39 in(61 mm) of rain, contributing to the city's second-wettest September day since records began in 1877 ― second only to September 25, 1939."
60,Water penetration along State Route 91 in the city resulted in a 50 yd(46 m) crack in the road.
61,Rainfall of 1 to 2 in(25 to 51 mm) was common around San Diego; an underground parking lot in the Midway neighborhood was flooded.
62,"Flood-related losses throughout the state reached $912,000."
63,"Over 12,000 customers in the Los Angeles Metropolitan Area lost power."
64,"---Utah---
After degenerating into a remnant low on September 10, moisture associated with the former tropical cyclone spread across the Southwestern United States."
65,"Aided by above-average water vapor levels and the aforementioned upper-level trough, scattered thunderstorms developed across the region on September 14."
66,"Two major incidents of flash flooding resulted in 21 deaths in Utah, the deadliest flash flood event in the state's history."
67,"The previous deadliest event was on August 13, 1923, when seven people died near Farmington."
68,"Flash floods occur annually in Washington County, Utah, with an average of one to two flash flood days per year since 1950."
69,"During the afternoon of September 14, two successive thunderstorms produced more than 2 in(51 mm) of rain—a 1-in-100 year event—near Hildale, Utah in Washington County."
70,"The National Weather Service issued a strongly worded flash flood warning at 20:22 UTC(2:22 p.m. MDT) for the area, stating ""Move to higher ground now."
71,"Act quickly to protect your life""."
72,"The first storm resulted in a 3.42 ft(1.04 m) rise along the Short Creek, as measured by a stream gauge in Colorado City, Arizona, in 19 minutes around 21:18 UTC(3:18 p.m. MDT), with residents gathering nearby to observe."
73,"Between 22:48 and 23:05 UTC(4:48 and 5:05 p.m. MDT), a second surge of water swept down the creek with the Colorado City gauge reporting a rise of 5.36 ft(1.63 m); the gauge stopped reporting at 23:47 UTC(5:47 p.m. MDT)."
74,The second flood swept away two vehicles carrying a collective 16 people while they were observing the rising waters.
75,Thirteen people were killed and three children were rescued.
76,"Six bodies were recovered in Utah and two in Arizona, 2.5 mi(4.0 km) downstream."
77,Other bodies were found up to 7 mi(11 km) downstream.
78,"Alongside the fatalities, the floods left several blocks of the town without power."
79,"Water lines, bridges, and other infrastructure sustained varying degrees of damage."
80,Several homes sustained water and mud damage.
81,"Total losses in Washington County reached $750,000."
82,"Flooding continued downstream into Arizona, rendering multiple roads impassible and damaging bridges around Colorado City; losses in the city amounted to $500,000."
83,"Around 150 federal personnel and 500 community volunteers, including 70–80 percent of Hildale's residents, conducted search and rescue in the immediate aftermath."
84,Twenty-four members of Utah Task Force One and twenty-six personnel from the Utah National Guard were dispatched to Hildale to assist in search and rescue along Short Creek.
85,Dangerous conditions along the creek slowed the operation.
86,"By September 17, 300 personnel were searching for a 6-year-old boy who was still missing."
87,"Ultimately, thousands of people from more than 60 agencies took part in the search for the final victim; efforts were called off by September 29 and the missing boy was presumed dead."
88,Local residents continued periodic searches for the boy through December.
89,"The Utah Department of Public Safety granted the Public Safety Award to Washington County Sheriff Cory Pulsipher, Hildale Mayor Philip Barlow and, Hildale Marshall's Office Chief Jeremiah Darger for their response coordination."
90,"Following the floods, the Washington County allocated $1.6 million through the Natural Resources Conservation Service for repair costs and mitigation efforts for future floods."
91,"Of this total, $1.5 million went to Hildale."
92,"The United States Department of Agriculture also provided $100,000 through the Emergency Watershed Protection program."
93,The second flash flood incident occurred in Keyhole Canyon at Zion National Park after 0.63 in(16 mm) of rain fell between 22:30 and 23:30 UTC(4:30 and 5:30 p.m. MDT).
94,"For the two-day period ending September 14, the park saw 1.89 in(48 mm) of rain."
95,The earlier flash flood warning prompted officials at the park to close all canyons by 21:30 UTC(3:30 p.m. MDT).
96,A group of seven canyoneers entered Keyhole Canyon between 21:30 and 22:30 UTC(3:30 and 4:30 p.m. MDT).
97,"Flow along the Virgin River dramatically increased following the rains, with the river's North Fork experiencing a rise from 55 ft3(1.5 m3) per second to 2,630 ft3(74.5 m3) per second in just 15 minutes."
98,All seven people were swept away by the ensuing flood and died.
99,"Rescue operations were launched that evening; however, dangerous conditions in the canyons resulted in the search being held off until the following day."
100,The bodies of the canyoneers were discovered miles apart along Clear Creek and Pine Creek.
101,"Elsewhere, a man from Hurricane, Utah, 15 mi(24 km) west of Hildale, died on September 14 after being swept away by floods while traveling remote dirt roads."
102,"His vehicle was discovered in Mohave County, Arizona on September 17 about 7 mi(11 km) south of the Arizona–Utah border and his body was found a further 6 mi(9.7 km) away the following day."
103,"In Utah County, Utah, the rain resulted in traffic accidents and mudslides, including several at American Fork Canyon that shut down parts of State Route 92 and State Route 144."
104,"Scattered thunderstorms caused sporadic damage across Arizona, leaving $206,000 in losses."
