,sentences
45,"The storm produced 5.09 inches(129 mm) of rain in Wilmington, Delaware and a storm tide of 3.2 feet(0.98 m) above normal in Lewes."
46,"In Pennsylvania, the passage of Tropical Storm Doria resulted in 6.57 inches(167 mm) of rain and peak wind gusts of 73 mph(117 km/h) in Philadelphia."
47,"Moderate winds downed trees and power lines in Pennsylvania, and one person died in the state."
48,Several rivers in the southeastern portion of the state experienced record-breaking flooding.
49,"In New Jersey, Doria produced wind gusts of up to 54 mph(87 km/h) and storm tides 5.3 feet(1.6 m) above normal in Atlantic City."
50,The outer bands of the storm spawned an F2 tornado near Cape May.
51,"It moved quickly northward through Cape May County, and caused about $250,000 in damage(1971 USD$, 1.94 million 2025 USD) in damage along its 29-mile(47 km) path."
52,"The storm dropped heavy rainfall, peaking at 10.29 inches(261 mm) in Little Falls."
53,Record 24-hour rainfall totals occurred in Newark with 7.84 inches(199 mm) and Trenton with 7.55 inches(192 mm).
54,The rainfall led to record flooding on several small streams in the state.
55,"The Beden Brook crested at over 5 feet(1.5 m) above normal, which destroyed a bridge near Princeton."
56,"The Raritan River at Manville crested at 9.8 feet(3.0 m), a record that stood until the passage of Hurricane Floyd in 1999."
57,"The heavy rainfall overtopped the levee system in Zarephath, causing severe damage to the Alma White College and preventing it from opening in the fall of 1971."
58,"The rainfall also flooded two fire houses in Somerville with several feet of water, and the water treatment plant in Bridgewater Township with 18 inches(460 mm) of floodwaters in what was catalogued as a 50-year flood event."
59,"Following the flooding to the water treatment plant, officials raised the beams of the plant to withstand a 500-year flood event."
60,Eleven houses experienced flooding damage in Montgomery Township.
61,"The storm also severed the New York, Susquehanna and Western Railroad for years by washing out the line in Kinnelon at Smoke Rise."
62,Doria killed three people and caused $138 million in damage(1971 USD) in the state.
63,"--Northeast United States and Canada--
Tropical Storm Doria produced moderate winds in New York City with gusts to 48 mph(77 km/h)."
64,"The storm tide reached 3.8 feet(1.2 m) above normal at Battery Park, and rainfall peaked at 5.96 inches(151 mm)."
65,LaGuardia Airport recorded 2.29 inches(58 mm) of rain in a one-hour period.
66,The threat of the storm cancelled a baseball game between the Los Angeles Dodgers and the New York Mets.
67,Heavy rainfall flooded streets and subways in New York.
68,"In Connecticut, Doria produced up to 3.12 inches(79 mm) of rain and wind gusts peaking at 48 mph(77 km/h) in Hartford."
69,"Doria dropped light rain in Rhode Island, including a report of 0.97 inches(25 mm) in Providence."
70,The storm also produced wind gusts of up to 61 mph(98 km/h) and a storm tide of 5.9 feet(1.8 m) above mean water level.
71,"In Boston, rainfall totaled to 0.83 inches(21 mm), while wind gusts peaked at 80 mph(130 km/h) at the Blue Hill Meteorological Observatory."
72,Two people drowned in Marblehead when they were swept away by surf from the storm.
73,"The storm dropped moderate rainfall in Vermont, including a total of 5.73 inches(146 mm) in Mays Mill."
74,"The rainfall caused road washouts, landslides, and damage to bridges in the southeast portion of the state."
75,"The center of Tropical Storm Doria passed over south-central New Hampshire, resulting in heavy rains and damaging winds."
76,"Sustained winds in Maine were generally around 30 mph(48 km/h), while gusts peaked at 61 mph(98 km/h) in Lewiston."
77,The strong winds resulted in downed trees and widespread outages to power and telephone service.
78,The winds also damaged a mobile home in Sabattus and a steel shed in Lewiston.
79,"Doria produced moderate rainfall, including a total of 1.75 inches(44 mm) in Lewiston, though little flooding occurred."
80,"Moisture from Tropical Storm Doria entered southeastern Canada, peaking at over 3 inches(76 mm) in the Montérégie region of Quebec."
81,"The rainfall led to severe flooding in Victoriaville, causing damage to roads, bridges, and crops."
82,"Damage totalled to about $250,000(1971 CND, $245,000 1971 USD)."
83,"Throughout its path, Tropical Storm Doria caused seven deaths and $147.6 million in damage(1971 USD)."
84,"In early September 1971, President Richard Nixon declared counties in New Jersey, New York, and Pennsylvania as disaster areas due to heavy rains and flooding."
85,This allowed citizens in disaster areas to apply for federal assistance.
