,sentences
39,Gusts on the island officially peaked at 100 mph(160 km/h) at Devonshire.
40,"A cruise ship anchored at harbor reported a wind gust of 118 mph(190 km/h), though it could have been caused by a downdraft."
41,"The storm also dropped moderate rainfall of just over 3 inches(76 mm), resulting in minor flooding of streets."
42,"Because the storm developed quickly, wave-induced beach erosion was minor."
43,The strong winds left considerable tree and powerline damage.
44,"At the worst of the storm, 23,000 of the island's 30,000 power subscribers were without electricity."
45,"Damage to power lines totaled to $385,000(2001 USD, $468,700 2008 USD)."
46,The strong winds also caused considerable damage to vegetation.
47,"Three cruise ships weathered the storm at St. George's Harbour, where the powerful winds ripped out a post and snapped a mooring line, leaving a ship drifting in the harbor."
48,One crew member was minorly injured.
49,"Over a dozen boats broke free from their moorings, resulting in them running aground or sinking."
50,"In all, 87 boats were affected to some degree, with marine damage totaling to about $665,000(2001 USD, $809,600 2008 USD)."
51,"The winds also caused minor damage to 175 properties on the island, primarily to houses."
52,"Damage to houses amounted to about $425,000(2001 USD, $517,400 2008 USD)."
53,"Overall damage was moderate, totaling to about $1.4 million(2001 USD, $1.7 million 2008 USD)."
54,"No fatalities were reported, though a few storm-related injuries occurred."
55,"--Canada--
Tropical Storm Karen produced light to moderate winds across Atlantic Canada, peaking at 47 mph(76 km/h) with a gust of 64 mph(103 km/h) in Cape George in Antigonish County, Nova Scotia, along with a 26 mph(42 km/h) report in Charlottetown, Prince Edward Island."
56,"Rainbands in the storm dropped light rainfall of up to 1.8 inches(46 mm) in Yarmouth, Nova Scotia and 1.4 inches(36 mm) in Saint John, New Brunswick, most of which fell in a short amount of time."
57,"Skewed to the left side of the transitioning storm, the rainfall was beneficial for the drought-stricken areas of Nova Scotia and New Brunswick."
58,"Due to the fast-moving nature of the storm, though, most areas reported only around half an inch of rain."
59,"A buoy in Halifax Harbour reported wave heights of up to 16.7 feet(5.1 m), causing breaking waves at docks white caps along the ocean."
60,"Damage in Canada was minor due to the storm, limited to an uprooted tree in New Glasgow, Nova Scotia and several other trees with damaged branches."
61,There were no injuries or fatalities in Canada.
