,sentences
30,"Josephine accelerated to the northeast while maintaining peak winds, and it made landfall in Taylor County, Florida at 0330 UTC on October 8."
31,"By that time, Josephine was losing tropical characteristics, and shortly thereafter the storm transitioned into an extratropical cyclone as it moved over Georgia."
32,"The remnants continued to accelerate to the northeast, having weakened quickly to winds of 50 mph(85 km/h)."
33,"It moved along the East Coast of the United States, emerging from North Carolina into the western Atlantic, and later crossed Atlantic Canada."
34,"On October 12, the remnants of Josephine turned to the north and later to the northwest within the general flow of the north Atlantic Ocean."
35,"The next day, the storm strengthened to again reach its peak winds of 70 mph(110 km/h)."
36,"On October 16, the storm merged with another extratropical storm near Iceland."
37,"-Preparations and impact-
About 19 hours before landfall, the National Hurricane Center(NHC) issued a tropical storm warning from Apalachicola to Venice, Florida, which was preceded by a tropical storm watch six hours prior."
38,"As the storm intensified further, the NHC issued a hurricane warning from Apalachicola to Anclote Key, and extended the tropical storm warning westward to Fort Walton Beach."
39,The agency later issued a tropical storm warning for the Atlantic coast from Cape Canaveral to Little River Inlet in South Carolina.
40,"Officials ordered evacuations for barrier islands in nine Florida counties along the gulf coast, and about 3,000 people stayed in shelters."
41,Government offices closed along the storm's projected path in the state.
42,"Later, the storm forced the cancellation of part of Bob Dole's bus tour through New York, and postponed a search for the wreck of TWA Flight 800."
43,Game one of the 1996 World Series was postponed by one day due to the storm.
44,"While Josephine was forming, it produced high tides of 3 to 4 ft(0.91 to 1.22 m) above normal that flooded coastal regions and eroded beaches along the Texas coast."
45,Coastal flooding covered portions of Texas State Highway 316 and John F. Kennedy Memorial Causeway.
46,"The storm's outer periphery dropped locally heavy rainfall that reached 10.81 in(275 mm) at Brownsville International Airport, which flooded homes in Brownsville and streets near San Benito."
47,Light rainfall also occurred elsewhere along the gulf coast.
48,"In Louisiana, tides were 4 ft(1.2 m) above normal, which flooded portions of Louisiana Highway 1 and several houses."
49,"The floods damaged two houses in Mandeville, and damage statewide was estimated at $5.5 million."
50,"After residents refused to evacuate Grand Isle, over 200 people were stranded when floodwaters rose."
51,"Josephine made landfall in northwestern Florida along Apalachee Bay and produced a high storm surge of around 9.3 ft(2.8 m) in Suwannee, causing minor to moderate beach erosion."
52,"The storm produced widespread tropical storm force wind gusts in the state, and the highest sustained winds were 45 mph(72 km/h) along the Sunshine Skyway Bridge; the same location reported a peak gust of 72 mph(115 km/h)."
53,"Josephine dropped heavy rainfall in the state, peaking at 11.39 in(289 mm) in Fernandina Beach."
54,"The storm also spawned at least 16 tornadoes in northern Florida, most of which caused minor tree damage."
55,"One 400 yd(370 m) wide tornado, rated an F2, remained on the ground for 7 mi(11 km) in Edgewater, which damaged 130 houses, 30 of them severely."
56,"The tornado caused a woman to have a heart attack in Edgewater, and its damage was estimated at $2.4 million."
57,"In western Florida, the high tides flooded roads and buildings along the coast."
58,"Between Levy to Lee county along the gulf coast, Josephine flooded about 3,600 homes, mostly west of U.S. Route 19."
59,"The heaviest storm surge damage was in Pinellas County, where about 1,400 homes were affected, causing $25 million in damage."
60,One person was injured in the county when a man was surfing in rough seas.
61,The high tides damaged three fishing piers along the west coast.
62,"In Clay County, flooding rains forced about a dozen families to seek shelter elsewhere, and a few roads were washed out."
63,"In Jacksonville, high rains flooded hundreds of roads and caused schools countywide to close."
64,Street flooding occurred as far south as the Florida Keys.
65,"High winds caused sporadic wind damage across northern Florida, and about 400,000 people lost power statewide."
66,"Following the storm, President Bill Clinton declared 16 counties as disaster areas, which made them eligible for federal assistance in reconstructing."
67,"When the remnants of Josephine moved into Georgia, rainfall of over 7 in(180 mm) flooded portions of Georgia State Route 40 and destroyed six houses along the St. Marys River."
68,A woman died after driving into a downed tree in the state.
69,"In South Carolina, the storm caused flash flooding that covered roads and cars, after 6 in(150 mm) of precipitation fell."
70,"Wind gusts in the state reached 60 mph(97 km/h) along the coast, while high tides caused minor beach erosion."
71,The remnants of Josephine spawned a weak tornado in Horry County that downed trees and power lines.
72,"Heavy rainfall, including reports of 4 in(100 mm) in three and a half hours, also affected North Carolina, which flooded low-lying areas, rivers, and portions of several roads including U.S. Route 70."
73,A woman and her child required rescue from a flooded road in Chadbourn.
74,"In some areas of eastern North Carolina, the storm raised river levels only weeks after they receded following Hurricane Fran."
75,"High winds of up to 70 mph(110 km/h) downed trees and power lines, causing power outages and dozens of traffic accidents; one man died while driving amid heavy rainfall."
76,"High tides flooded barrier islands and caused erosion in beaches, previously affected by hurricanes Bertha and Fran earlier in the year."
77,"In conjunction with a cold front, Josephine spawned three tornadoes in the state along the state's central coastline."
78,"The tornadoes destroyed several mobile homes, uprooted trees, and brought down power lines."
79,"After having tracked across the southeastern United States, Josephine emerged into the western Atlantic Ocean as a strong extratropical cyclone and remained near the coast."
80,It continued to bring strong winds and heavy rainfall.
81,"In southeastern Virginia, where wind gusts reached 63 mph(101 km/h) at the Chesapeake Bay Bridge–Tunnel, the storm left about 26,000 people without power, while flooding contributed to over 70 traffic accidents."
82,A three car accident killed a man in the state.
83,"In neighboring Maryland, the storm produced a peak wind gust of 77 mph(124 km/h) in St. Mary's County and in Ocean City, which knocked down trees onto houses and left about 7,000 people without power."
84,"In the Chesapeake Bay, waves of 6 ft(1.8 m) in height caused minor coastal damage and flooded portions of the coastline, including along Maryland Route 238."
85,"In Ocean City, a 160 ft(49 m) barge broke from its moorings during the storm, which later washed ashore."
86,"About 4,000 people lost power in Delaware, where winds reached 58 mph(93 km/h) and high tides, peaking at 7.6 ft(2.3 m) at Lewes, flooded oceanfront homes and a portion of Delaware Route 1."
87,"High rainfall caused the Christina River to crest at 10.6 ft(3.2 m), causing some people to require rescue from their cars."
88,"About 1,500 people lost power in southeastern Pennsylvania, when high winds knocked down some tree limbs onto power lines."
89,"In neighboring New Jersey, high winds of around 70 mph(110 km/h) left about 31,000 homes without power, and 12 houses lost their roofs during the storm."
90,"In both New Jersey and New York, rainfall was around 1 to 3 in(25 to 76 mm), causing minor street flooding."
91,"While passing offshore New England, the remnants of Josephine produced gusts as high as 68 mph(109 km/h) at Blue Hill Meteorological Observatory in Massachusetts."
92,Minor street flooding occurred in the state after the storm dropped up to 4.50 in(114 mm) of rainfall on Cape Cod.
93,"Throughout New England, the high winds downed trees and branches, causing scattered power outages in Rhode Island, Massachusetts, New Hampshire, and Maine."
94,"Nationwide, damage was estimated at $130 million(1996 USD)."
95,"Later, the remnants of Josephine moved across Atlantic Canada, where rainfall peaked at 2.76 in(70 mm) in northern Newfoundland."
96,"The strongest winds in the region were 52 mph(83 km/h), strong enough to cause ferry service to be canceled or delayed."
97,"In Amherst and Fort Lawrence, the storm caused power outages and school closings."
