,sentences
55,"In the same state, 117.5 mm(4.63 in) of rain fell in San Jerónimo."
56,Rainfall exceeding 150 mm(5.9 in) registered in the state of Colima.
57,"--Michoacán--
Vicente made landfall near Playa Azul, Michoacán, at 13:30 UTC(08:30 CDT) on October 23."
58,Schools along the coast of Michoacán were closed to safeguard everyone from the effects of Vicente and Willa.
59,Rainfall from the storm flooded 27 neighborhoods in the city of Morelia.
60,"Ventura Puente, Carlos Salazar, Jacarandas, Los Manantiales, and Industrial experienced flooding up to 1 m(3.3 ft) deep, which left hundreds of homes inundated."
61,Residents were evacuated from the Jacarandas neighborhood by state officials and police officers after rainfall caused a gasoline leak to occur.
62,Five schools were closed in the city due to flooding and another for mud removal and disinfection work.
63,"The Rio Grande overflowed, and drainage systems were completely filled throughout the Morelia municipality."
64,"The heavy rainfall also caused the ground to give way near Atapaneo, resulting in a freight train derailment that left two workers injured."
65,"Plan DN-III-E, a disaster relief and rescue plan, was activated in the municipality; 500 individuals from the Police Training Institute were dispatched to help those affected by the flooding."
66,"--Oaxaca--
The system brought heavy rainfall to Oaxaca, causing widespread flooding and mudslides."
67,Torrential rainfall filled four Oaxacan dams to their highest levels in over four years; two of the dams exceeded 90% of their capacity and another exceeded 100%.
68,The floods left 21 communities without any outside communication.
69,Roads in Oaxaca suffered severe damage in 203 sections; machinery was apportioned to clear landslides off roads.
70,"At least 13 people died throughout the state, 6 of whom died in a landslide in San Pedro Ocotepec."
71,A family of four went missing after trying to leave one of the communities.
72,Rescue searches for the individuals ceased a week later; they were assumed to have been buried by a landslide.
73,A landslide in Santiago Camotlán buried a house and killed a 40-year-old man.
74,"In Tututepec, a 56-year-old man drowned after getting caught in river currents."
75,Multiple rivers in the state overtopped their banks and inundated nearby communities.
76,A landslide in Santiago Choapam destroyed three homes.
77,"A drainage ditch emptying into the Chahué Bay overflowed, flooding at least 80 homes and businesses; a portion of the ditch also collapsed."
78,Rainfall caused a sinkhole to develop on a bridge.
79,A total of five cars were swept away by water currents flowing down streets in Santa Cruz Huatulco.
80,"As a result of the flooding, a temporary shelter was enabled in that area."
81,National Commission for the Development of Indigenous Peoples facilities were activated to help 30 people who were affected.
82,"The ports of Puerto Ángel, Puerto Escondido, and Huatulco were closed."
83,Several communities in the Sierra Norte region were isolated and left without any outside communication by landslides and damaged bridges.
84,"Crops in that area were destroyed by the storm, leading to food shortages."
85,"Vicente damaged schools, health care facilities, houses, and crops in the Sierra Mazateca area."
86,"In La Humedad, Federal Highway 200 was flooded for over 0.62 mi(1 km) and covered by landslides."
87,A fence collapsed and several homes were inundated by floodwaters in Santiago Jamiltepec.
88,Five families were evacuated from their homes in Piedra Ancha due to flooding.
89,Emergency declarations were issued for 167 municipalities that were severely affected.
90,"The Mexican Army and Navy alongside State Police deployed 10,000 personnel to assist in recovery efforts."
91,Plan DN-III-E was activated to disperse aid to the state; a Mexican Air Force helicopter was utilized to get food and supplies to people in affected areas.
92,A disaster declaration was issued for 71 Oaxacan municipalities affected by Vicente; these areas would have access to national disaster relief funds.
93,"--Veracruz--
Rainfall from the storm triggered flooding in Veracruz, leaving three people dead."
94,A declaration of emergency was issued for 13 municipalities in Veracruz.
95,The World Heritage city of Tlacotalpan prepared for the overflow of the Papaloapan river by creating levees to prevent floodwaters from affecting historical and cultural sites.
96,Multiple landslides were reported on the Zomgolia-Orizaba highway.
97,"In the southern portion of the state, the Veracruz-Coatzacoalcos highway was blocked by floodwaters after the Tesochoacán river overflowed."
98,"Throughout the state, 21 landslides occurred, and 42 roads and 36 schools sustained damage."
99,"In the municipality of Álamo-Temapache, the Oro Verde stream and the Pantepec river overflowed, flooding multiple streets."
100,Plan DN-III-E was enabled to aid with relief in the state.
101,"The San Juan river spilled its banks, completely blocking the Tinaja-Cosoleacaque highway, a road that connects other states to Veracruz."
102,Federal Police stopped cars from crossing a section of the Cosamaloapan-Acayucan highway after the same river left 8 km(5.0 mi) of the road completely submerged under water.
103,"Additionally, 1,764 people were evacuated, 15 temporary shelters were activated, and 8 people were rescued throughout the state."
104,Several communities were inundated in Hidalgotitlán after the Coatzacoalcos river overflowed; 790 homes were flooded in the towns of Ramos Millán and Vicente Guerrero.
105,Shelters were set up for affected families and 500 pantries distributed water.
106,Classes in the area were canceled as a result of the floods.
107,Twenty-one emergency declarations were authorized for municipalities in the state.
108,"--Elsewhere--
A total of ten landslides occurred in the state of Hidalgo as a result of heavy rainfall from Vicente and the nearby Willa."
109,"In the municipalities of the Huasteca and Sierra Alta regions, highway accesses were blocked by boulders and tree limbs."
110,Two people were hospitalized due to a landslide in Zacualtipán.
111,Seven people were evacuated after a house was buried in Calnali.
112,Roads in Huehuetla and Tenango del Valle were impassable due to landslides.
113,"Landslides affected the Tlanchinol-Hueyapa state highway in Tepehuacán de Guerrero, the Pachuca-Huejutla highway in the Mineral del Chico municipality, and on the Mexico City-Tampico federal highway."
114,"The rains also filled several dams and reservoirs in the state to over 90% of their capacity, however, there was no risk of failure as a result of active spillways."
115,"Due to the unsettled weather produced by Vicente and the nearby Willa, numerous oil tankers were unable to unload fuel at ports in Manzanillo, Colima, and Tuxpan, Veracruz."
116,"Combined with the closure of a major pipeline that transports petroleum to Guadalajara, this caused a fuel shortage in Jalisco, with some 500 gas stations being affected."
117,"Damage to gasoline distribution centers in Manzanillo and Tuxpan as well as a refinery in Salamanca, Guanajuato, led to shortages in Jalisco, Nayarit, and Colima."
118,"Heavy rainfall from Vicente and Willa caused a total of 24 landslides on highways in Jalisco, with about half occurring on El Tuito-Melaque-Cabo Corrientes section of Federal Highway 200."
119,Agricultural losses in the state of Colima from Vicente and Willa were estimated to be about MX$136 million(US$7.05 million).
120,The state of Guerrero also experienced the effects of Vicente.
121,One home flooded in Tixtla and another in Tecpan; the latter's roof also collapsed.
122,Mudslides were reported on two roads in the state.
123,"The state government activated over 500 shelters with enough capacity to house 100,000 people."
124,"The Tesechoacán, Papaloapan, and San Juan rivers began to overflow from heavy rainfall."
125,"The storm felled 16 trees in Zihuatanejo; sewers were congested with garbage, leading to street flooding in multiple places throughout the city."
