,sentences
56,"--Kentucky/Virginia--
---July 28–29---
Governor of Kentucky Andy Beshear declared a state of emergency on July 28."
57,after what was described as a thousand-year flooding event.
58,"The Kentucky Court of Justice closed the judicial centers in Floyd, Letcher, Magoffin, and Perry counties due to the extreme flooding."
59,The storms dumped up to 10.4 inches(264.2 mm) of rain on parts of the state.
60,"Kentucky cities severely affected by the floods include Hazard, Jackson, Paintsville, Prestonsburg, Martin, Pikeville, Hindman, Whitesburg, Fleming-Neon, and Jenkins."
61,"Many roads were shut down in these areas including Main Street in Hazard, Mayo Trail in Pikeville, KY 317 in Fleming-Neon, Lakeside Drive and Main Street in Jenkins, South Fork Road, South Mountain Road, Bold Camp Road, and Main Street in Pound, Virginia, and portions of US 23 in Wise, Virginia."
62,"Evacuations were ordered in the downtown areas of cities that were severely flooded including Hazard, Fleming-Neon, Jenkins, Martin, Pound, and Clintwood, Virginia."
63,"The North Fork of the Kentucky River set record high crests in Whitesburg and Jackson, and over 33,000 customers lost electricity."
64,"Late on July 28 and into July 29, part of the city of Jackson was evacuated and KY 15 was closed after officials became concerned that water from the North Fork River would top Panbowl Dam along KY 15 and potentially flood approximately 110 homes, 13 businesses, and other structures around Panbowl Lake, although the river began receding before the dam was overtopped."
65,"The North Fork River set a record crest in Jackson of 43.47 feet(13.25 m), besting the previous record of 43.1 feet(13.1 m) from February 4, 1939, while meteorologists at the National Weather Service forecast office in Jackson became trapped at the office due to nearby high water."
66,The rainfall observed over the region during the period of July 25–30 was over 600 percent of normal totals.
67,The four-day rainfall totals of 14–16 inches(360–410 mm) in some areas were reported to have a less than a 0.1 percent chance of occurring in any given year.
68,"---July 31 – August 1---
More rainfall over waterlogged areas led to more flooding on August 1 in Knott and Letcher counties."
69,Downtown areas of Hindman and Fleming-Neon were again inundated by floodwaters in the early hours of August 1.
70,"KY 550 was again flooded in Knott County, affecting the communities of Mousie and Fisty, along with Hindman."
71,"Flooding was also reported in other areas such as Floyd County, Pike County, and Harlan County."
72,Roads in Floyd County were flooded or blocked by downed trees and power lines.
73,"As a result of flooding on July 28 and again on August 1, Fleming-Neon was left with its city hall, bank, pharmacy, and post office flooded, with more than a foot of mud covering the inside of the city hall building."
74,"--Las Vegas Valley--
---July 28---
On the night of July 28, another flash flooding event occurred in the Las Vegas Valley in southern Nevada."
75,"Harry Reid International Airport saw 0.32 inches(8.1 mm) of rainfall in two hours, the monthly average for all of July."
76,A ground stop was issued at the airport.
77,"Parts of Clark County saw 0.5–1 inch(13–25 mm) of rain, causing disruptive flash flooding."
78,This heavy rain flooded casinos and parking garages along the Las Vegas Strip.
79,"Just one mile away from the airport, the UNLV campus received substantially more rainfall, totaling over 1 inch(25 mm)."
80,"Casinos on the Strip that were impacted included Caesars Palace and Planet Hollywood, with water pouring through parts of the ceilings into the buildings."
81,"Las Vegas Boulevard and Main Street, especially in downtown and the area of the Strip, were covered in water, creating traffic problems."
82,"Fire departments and first responders had 330 calls for flooding and swift water service, with seven people being rescued from floodwaters."
83,"The seasonal monsoon rains in the area partially contributed to a water rise of 3 inches(76 mm) in Lake Mead from July 26 to 31, along with water releases from Lake Powell."
84,"--Arizona/California--
---July 25–31---
Rain beginning on July 25 in the Flagstaff, Arizona area associated with the monsoon season led to increased flash flooding concerns throughout the week, due in part to the burn scars from the recent wildfires."
85,"By July 27, Flagstaff mayor Paul Deasy had declared a state of emergency as numerous areas around Flagstaff had been impacted by flooding, including Mt. Elden Estates, Paradise, Grandview, and Sunnyside."
86,"Other neighborhoods such as Cheshire, Coconino Estates, Creighton Estates, Coyote Springs, Anasazi Ridge were later added to the state of emergency order."
87,"Schultz Creek overflowed in the area, resulting in the temporary closure of US 180 on the west side of Flagstaff."
88,"On July 30, areas on the north side of Phoenix along I-17 received 1–2 inches(25–51 mm) of rain, mostly within one hour."
89,"This led to flooding of roads and low-lying areas and prompted four water rescues, two of which were from partially submerged vehicles."
90,"A voting precinct in Downtown Phoenix was closed by the Maricopa County Elections Department due to flooding in the building, forcing it to be relocated elsewhere within the building for subsequent days."
91,Numerous streets in Phoenix became temporarily flooded due to the heavy rain.
92,Several homes and apartment complexes became flooded as well.
93,"In southern California, Death Valley National Park and the Mojave National Preserve were impacted by flooding on July 30 and 31, resulting in numerous road and campground closures and damaged/destroyed vehicles."
94,Heavy rain in the San Bernardino National Forest resulted in mudslides that blocked roads near Yucaipa.
95,"---August 5---
All roads into Death Valley National Park were closed due to major flash flooding."
96,"Rainfall in Death Valley totaled 1.70 inches(43 mm), setting a new(since surpassed) single-day rainfall record; the amount was around 75 percent of the area's annual average precipitation."
97,"After the storm, the Federal Highway Administration gave $11.7 million to the National Park Service to fix roads in the park following the flooding."
98,"--Illinois/Mississippi--
---August 2---
Parts of central Illinois received very heavy rainfall from the evening of August 1 into August 2."
99,"Numerous counties were impacted by flooding, with flooding reported near the cities of Decatur, Dawson, Spaulding, and Barclay."
100,"In downtown Decatur, numerous roadways were flooded, leaving vehicles submerged."
101,"Parts of Jasper and Richland counties received the most rainfall from the event, totaling 8–12 inches(200–300 mm), with rainfall rates reaching 2 inches(51 mm) per hour."
102,"Areas near Canton, Mississippi also received very heavy rainfall on August 2, leading to flash flooding that trapped people in homes in Madison County."
103,Numerous people were rescued by fire department crews from houses and offices after some areas received up to 8 inches(200 mm) of rainfall in a few hours.
104,"Roads were closed due to high water, and vehicles were submerged along roadways and in parking lots."
105,"---August 24–27---
Parts of Central Mississippi received very heavy rainfall starting on August 24."
106,"Flash flood emergencies were declared, and up to 8.89 inches(226 mm) of rain fell."
107,"This led to severe effects on water systems near Jackson, leaving many residents without clean drinking water."
108,"At one point, the city temporarily ran out of bottled water to give to residents."
109,"During the storm, parts of I-20 closed."
110,These floods contributed largely toward August 2022 becoming the wettest August on record for Mississippi.
111,"--Utah--
---August 19---
One woman was killed when she was swept away in a flash flood in Zion National Park."
112,Her body was discovered on August 22 after a search involving over 170 people.
113,"--Texas--
---August 21–22---
Starting late on August 21, 2022, and going into the next morning, a significant flash flooding event occurred in the Dallas–Fort Worth metroplex in Texas, killing one person and injuring four others."
114,"Some parts of the metroplex saw over 10 inches(250 mm) of rain, which is the usual rainfall total for the area during all of summer."
115,"Before this rainfall event, 2022 was shaping up to be one of the hottest and driest years ever recorded in Texas."
116,"On the morning of August 21, the Weather Prediction Center(WPC) issued a moderate risk for excessive rainfall for North and Northeast Texas."
117,"On August 22, WPC issued a new moderate risk for excessive rainfall for North and Northeast Texas as well as portions of North Louisiana."
118,At 1:20 am.
119,"CDT on August 22, the National Weather Service issued a flash flood warning for the Dallas metroplex."
120,"Overnight on August 21, Dallas Fort Worth International Airport reported 3.01 inches(76.5 mm) of rainfall over a one-hour timeframe, setting the record for the most rainfall in a single hour ever for the airport."
121,By 8 am.
122,"CDT on August 22, parts of the Dallas–Fort Worth metroplex had received over 10 inches(250 mm) of rain."
123,The amount of rainfall that Dallas normally sees during all of summer fell within 24 hours.
124,This broke a record for most rain in 24 hours since 1932.
125,"Also, this made 2022 the wettest August in Dallas history."
126,"This also meant that, despite 67 consecutive days with no measurable precipitation during the summer, Dallas still had their 9th wettest summer on record."
127,The flooding event caused over 314 car crashes and 319 high water calls.
128,Parts of the Dallas area got up to 15.16 inches(385.1 mm) of rain.
129,Nearly 300 flights were cancelled and 900 were delayed between the two Dallas airports.
130,"Dallas Fort Worth International Airport, and 37,000 other customers, lost power."
131,One person was killed and four people were injured in the floods.
132,Certain rivers reached moderate flood stage as they reached over 38 feet(12 m).
133,Around 10:15 am.
134,"CDT on August 22, the storms associated with the flooding event produced an EF1 tornado that impacted Smith County, approximately 100 miles(160 km) east of downtown Dallas."
135,Minimal damage occurred to a school and other structures near Winona.
136,"Due to the floods, drought improved across parts of northern Texas."
137,"-Aftermath-
St. Louis County declared a state of emergency in the aftermath of flooding in the area."
138,"On July 28, Kentucky Governor Andy Beshear commented, ""We are currently experiencing one of the worst, most devastating flooding events in Kentucky's history."""
139,"On July 29, President Joe Biden declared that a major disaster existed in Kentucky and ordered federal aid to supplement state and local recovery efforts in the areas affected by severe storms, flooding, landslides, and mudslides."
140,"On July 30, Urban Search and Rescue Missouri Task Force 1 was deployed to eastern Kentucky."
141,"On July 29, Illinois governor J. B. Pritzker declared St. Clair County, including East St. Louis, a disaster area, and the city of East St. Louis later declared a state of emergency following the flooding on July 26."
142,"A shelter was opened on July 28 at the Breathitt County Courthouse in Jackson for displaced residents, as well as other shelters in schools and churches around Perry County and Hazard and the Floyd County Community Center near the town of Martin."
143,"Wolfe County, north of Jackson, opened three school buildings as shelters as well."
144,"About 150 residents were housed at nearby state parks, while at least another 150 went to American Red Cross shelters."
145,Curfews were established in areas such as Hindman and Breathitt County after reports of looting.
146,"Some residents in Kentucky were stuck in their homes, unable to leave because of washed out roads and bridges, leading to over 420 people being rescued by helicopter or boat."
147,"By August 2, more than 5,600 customers in eastern Kentucky were still without power and more than 18,000 service connections were without water."
148,"An additional 45,600 customers were under a boil water advisory, according to Governor Beshear."
149,"Numerous people remained stranded in rural areas as a result of roads being washed away, with the only access in some instances being by ATV."
150,The infrastructure problems caused difficulty in pinpointing the number of missing people in the days after the event.
151,"The office manager of Troublesome Creek Stringed Instrument Company in Hindman set up a GoFundMe account for donations to help with flood relief, while Appalshop and Hindman Settlement School received help to keep valuable media archives refrigerated to prevent ruin."
152,Some archives were transported to a freezer at East Tennessee State University in the days after the event.
153,"School systems in Perry, Breathitt, and Floyd counties delayed the start of the school year due to recovery efforts."
154,"Several classrooms in Breathitt County were destroyed, along with the district's maintenance building and the bus garage."
155,Several other counties in the area had modified starts to the school year as well.
156,"The University of Kentucky men's basketball team announced plans to play two games against Gonzaga, in 2022 and 2023, to raise money for Kentucky flood relief."
